"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/204662121/1639179319","Tue Oct 19 05:41:27 +0000 2010","Philosophically conservative. Temperamentally moderate. On the lookout for glimpses of high light and eternal beauty - WARNING: reading is involved.",,,,,,,,,,,"MarshallPowerLocke.com","http://MarshallPowerLocke.com/","0","23","https://t.co/U2uoqGdRg8","0","130550","2902","2110","true","204662121","false","false","false","Southern California","12176","Marshall Power Locke",,"false","https://pbs.twimg.com/profile_images/1858705552735449088/NVeyA2N-_normal.jpg","","158268","https://twitter.com/MarshallLocke","user","https://x.com/MarshallLocke","MarshallLocke",,"@TheRickWilson Hillary is barking up the right tree re, Russia meddling in our election, but she's in deep denial/excuse making as to why she lost.","Wed Sep 13 23:53:11 +0000 2017"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/518254771/1713206909","Thu Mar 08 06:30:41 +0000 2012","Social Media Editor @NBCNews and @NBCNightlyNews | עם ישראל חי | 🇺🇸🇮🇱 | past: mediaite, nytimes, kpnx-tv, university of arizona",,,,,,,,,,,"nbcnews.com","https://www.nbcnews.com","0","23","https://t.co/DVvhRTWqtX","0","28946","16624","14169","true","518254771","false","false","false","evanrosenfeld.news@gmail.com","2303","Evan Rosenfeld","1005106772023971842","false","https://pbs.twimg.com/profile_images/1028741037827575808/KOBy8Tuh_normal.jpg","","43183","https://twitter.com/Evan_Rosenfeld","user","https://x.com/Evan_Rosenfeld","Evan_Rosenfeld",,"REPORT Michael Flynn Jr is a subject of the federal investigation into Russian meddling in the presidential election https://t.co/rd8dECXXug","Wed Sep 13 23:49:06 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/845071760831713280/1631813650","Fri Mar 24 00:36:23 +0000 2017","I've been reading Common Sense by Thomas Paine, so men think that I'm intense or I'm insane.",,,,,,,,,,,,,,,,"0","100","1308","2723","false","845071760831713280","false","false","false","New York, NY","6","Angelica Schuyler","1108437170145189889","false","https://pbs.twimg.com/profile_images/1108077930213715969/J-ZTPu-R_normal.jpg","","242247","https://twitter.com/Angelica__Work","user","https://x.com/Angelica__Work","Angelica__Work",,"How groups believed to be linked to Russia used Facebook for election meddling https://t.co/Gw9XsM1r13","Wed Sep 13 23:46:09 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/842024349544640512/1643386458","Wed Mar 15 14:47:03 +0000 2017","He drives around, all over the town. Toonces the Biden cat.",,,,,,,,,,,,,,,,"0","170","1609","3162","false","842024349544640512","false","false","false","Washington, DC","1561","Toonces the Biden Cat","1492897428856397825","false","https://pbs.twimg.com/profile_images/1487098050849951744/2e0iioKw_normal.jpg","","212582","https://twitter.com/Toonces_WH","user","https://x.com/Toonces_WH","Toonces_WH",,"How groups believed to be linked to Russia used Facebook for election meddling https://t.co/SdviBv43iy","Wed Sep 13 23:33:04 +0000 2017"
"https://pbs.twimg.com/profile_images/1617634745348661249/6YmPYpNd_bigger.jpg","CBS News","https://twitter.com/CBSNews","DeepLink","Badge","BusinessLabel","false","true","https://pbs.twimg.com/profile_banners/42958829/1661807385","Wed May 27 20:08:03 +0000 2009","The official account of The CBS Evening News with @NorahODonnell, the longest-running evening newscast.

Text Norah: (202) 217-1107",,,,,,,,,,,"cbsnews.com/evening-news/","https://www.cbsnews.com/evening-news/","0","23","https://t.co/f9XLkbjkyo","0","2635","430206","1602","true","42958829","true","false","false","📺 6:30 p.m. ET","93908","CBS Evening News","1862645073898266888","false","https://pbs.twimg.com/profile_images/1564353025245958147/3HhdTHUz_normal.png","","170062","https://twitter.com/CBSEveningNews","user","https://x.com/CBSEveningNews","CBSEveningNews","Business","How groups believed to be linked to Russia used Facebook for election meddling https://t.co/olyssEfJOm https://t.co/JjSjbrolpz","Wed Sep 13 23:32:01 +0000 2017"
,,,,,,"false","true",,"Thu Aug 10 02:20:47 +0000 2017","",,,,,,,,,,,,,,,,"0","960","25","107","false","895469947589210112","false","false","false","United States","7","C",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","475","https://twitter.com/C37366525","user","https://x.com/C37366525","C37366525",,"@SkycladAwen1 @trentster @Sedition1216 @realDonaldTrump Selling out to Russia through election meddling in the Ukraine is exactly what Obama and Hillary did.","Wed Sep 13 23:23:40 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/14365762/1376669610","Sat Apr 12 00:08:47 +0000 2008","Your Lifestream on http://t.co/a4pCSlKroI","Politics4All.com","http://Politics4All.com","19","41","http://t.co/a4pCSlKroI",,,,,,"politics4all.com","http://www.politics4all.com","0","22","http://t.co/CWeXt4kpIP","0","17","3214","4150","false","14365762","false","false","false","Politics4All HQ","386","Politics4All.com",,"false","https://pbs.twimg.com/profile_images/2928517804/6b45e837129b2d05a54b6d4215660417_normal.png","","537166","https://twitter.com/Politics4All","user","https://x.com/Politics4All","Politics4All",,"How groups believed to be linked to Russia used Facebook for election meddling https://t.co/8826ruxxHQ #politics","Wed Sep 13 23:16:12 +0000 2017"
,,,,,,"false","true",,"Sat Dec 31 17:25:53 +0000 2016","$FB Bull",,,,,,,,,,,"finance.yahoo.com/quote/FB/","http://finance.yahoo.com/quote/FB/","0","23","https://t.co/VK4IiNXHyB","0","25","72","42","false","815247619178033153","false","false","false","New York, NY","1","Zuck's Army",,"false","https://pbs.twimg.com/profile_images/847650900227248128/VgBAiLcj_normal.jpg","","26343","https://twitter.com/ZucksArmy","user","https://x.com/ZucksArmy","ZucksArmy",,"How groups believed to be linked to Russia used Facebook for election meddling https://t.co/bdSfuiBAoN","Wed Sep 13 23:09:29 +0000 2017"
,,,,,,"false","true",,"Thu Jun 04 02:43:03 +0000 2009","Handyman",,,,,,,,,,,,,,,,"0","314","831","2183","false","44526609","false","false","false","","4","Handyman",,"false","https://pbs.twimg.com/profile_images/848649220936486914/tBPNBpdF_normal.jpg","","85012","https://twitter.com/handeman420","user","https://x.com/handeman420","handeman420",,"@CNN NOT DISCLOSING TO PUBLIC PRIOR ELECTION RUSSIA ELECTION MEDDLING BY POLITICIANS  MUST BE QUESTIONED &amp; DEMAND ANSWER, WHY THEY HIDE IT?","Wed Sep 13 22:51:39 +0000 2017"
"https://pbs.twimg.com/profile_images/1726675942938980352/bxKUxCUp_bigger.jpg","NBC News","https://twitter.com/NBCNews","DeepLink","Badge","BusinessLabel","false","true","https://pbs.twimg.com/profile_banners/8839632/1698859501","Wed Sep 12 19:19:22 +0000 2007","Breaking news, in-depth reporting and original features for 75 years and counting 📺 via @LesterHoltNBC and our @NBCNews team.",,,,,,,,,,,"NBCNightlyNews.com","http://NBCNightlyNews.com","0","23","https://t.co/Sz489bGtaN","0","2336","1022588","558","true","8839632","true","false","false","New York","58539","NBC Nightly News with Lester Holt","1742682253401215420","false","https://pbs.twimg.com/profile_images/1670917861689237505/fgWVSdUs_normal.jpg","","203783","https://twitter.com/NBCNightlyNews","user","https://x.com/NBCNightlyNews","NBCNightlyNews","Business","Exclusive: Flynn’s son is subject of federal investigation into Russian election meddling.

@kwelkernbc reports now on @NBCNightlyNews.","Wed Sep 13 22:40:08 +0000 2017"
