"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/longDescription/entities/0/fromIndex","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/__typename","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/legacy/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/rest_id","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/type","author/affiliatesHighlightedLabel/label/longDescription/entities/0/toIndex","author/affiliatesHighlightedLabel/label/longDescription/text","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/824697874067779585/1485458828","Thu Jan 26 19:17:50 +0000 2017","We are all one voice! IMPEACH THE MOTHAFUCKA",,,,,,,,,,,,,,,,"0","68716","1404","2760","true","824697874067779585","false","false","false","Alaska, USA","185","yeswecanonevoice",,"false","https://pbs.twimg.com/profile_images/862858363784187905/5aLe_HQY_normal.jpg","","134475","https://twitter.com/onevoice20175","user","https://x.com/onevoice20175","onevoice20175",,"@NicolleDWallace @AriMelber @MaddowBlog @Lawrence @11thHour I have to say I faithfully watch MSNBC everyday even at work shhhhh! Lol but the people above are my favorite because they really break down the Trump/Russia investigation &amp; reveal corruption.","Wed May 02 23:57:29 +0000 2018"
,,,,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/282716700/1577035720","Fri Apr 15 19:31:16 +0000 2011","about to start something new - a project with an innovative start-up. Exciting times!",,,,,,,,,,,,,,,,"0","1","3819","3764","false","282716700","false","false","false","British Columbia, Canada","1919","Joanne Spruce",,"false","https://pbs.twimg.com/profile_images/1208797126139867136/oLPn-vQ-_normal.png","","113144","https://twitter.com/JoanneSpruceC21","user","https://x.com/JoanneSpruceC21","JoanneSpruceC21",,"""White House Shakes Up Legal Team Amid Public Duel Over Mueller Subpoena"" https://t.co/S8yx5VDREQ #Trump #lawyers #Russia #investigation #Mueller","Wed May 02 23:57:25 +0000 2018"
,,,,,,,,,,,,,,"false","true",,"Mon Mar 12 19:45:12 +0000 2018","",,,,,,,,,,,,,,,,"0","0","13","21","false","973283786472423424","false","false","false","","5631","Samantha Petri",,"false","https://pbs.twimg.com/profile_images/973284919311925248/23JbEQDG_normal.jpg","","5927","https://twitter.com/PetriP30","user","https://x.com/PetriP30","PetriP30",,"Everything That Happened in the Trump-Russia Investigation This Week https://t.co/CjnYypRVPu https://t.co/mz5ynpGB1J","Wed May 02 23:55:58 +0000 2018"
,,,,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/848276549308739584/1514487643","Sat Apr 01 20:51:04 +0000 2017","Tracking the important questions through the 2024 Election. Not affiliated with the actual 2024 Election.",,,,,,,,,,,,,,,,"0","251059","29403","18904","true","848276549308739584","true","false","false","USA","1","NovElection2024",,"false","https://pbs.twimg.com/profile_images/1480338124697968642/19f_s-GW_normal.jpg","","42629","https://twitter.com/NovElection2024","user","https://x.com/NovElection2024","NovElection2024",,"Donald Trump said we shouldn't be thinking about the Russia investigation right now

Do you agree?","Wed May 02 23:55:04 +0000 2018"
,,,,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/876812035387871232/1498601857","Mon Jun 19 14:40:54 +0000 2017","Member of the citizen press, fighting for truth and the American way.",,,,,,,,,,,"citizenjournalistvoice.com","http://citizenjournalistvoice.com","0","23","https://t.co/z8Du4oJVYC","0","868","799","1209","true","876812035387871232","false","false","false","United States","6102","CJVoiceNews",,"false","https://pbs.twimg.com/profile_images/877664964483457025/liow1TZn_normal.jpg","","11748","https://twitter.com/CJVoiceNews","user","https://x.com/CJVoiceNews","CJVoiceNews",,"The politics of the Trump-Russia investigation https://t.co/sj8WsBORES via FoxNews","Wed May 02 23:51:11 +0000 2018"
"https://pbs.twimg.com/semantic_core_img/1428827730364096519/4ZXpTBhS?format=png&name=orig","Automated","13","User","andri000me","3007793114","andri000me","TimelineRichTextMention","24","Automated by @andri000me",,,,"AutomatedLabel","true","true","https://pbs.twimg.com/profile_banners/4309149612/1528688817","Sat Nov 21 06:39:32 +0000 2015","3 Language Tweet
-Indonesian
-English
-Japanese

Andri (by M.ANDRI GUNAWAN SYAM)
M Andri Gunawan Syam I
News and Status

MADE IN M.ANDRI GUNAWAN SYAM",,,,,,,,,,,"curiouscat.me/andri000me_40","https://curiouscat.me/andri000me_40","0","23","https://t.co/24lRITz5ts","0","1538","82","1908","true","4309149612","false","false","false","Indonesia","14839","Andri Ete","1115137889246031873","false","https://pbs.twimg.com/profile_images/950746294540156929/_kKhRmf__normal.jpg","","3788717","https://twitter.com/andri000me_40","user","https://x.com/andri000me_40","andri000me_40",,"Everything That Happened in the Trump-Russia Investigation This Week https://t.co/OvjoaWZUjD","Wed May 02 23:50:25 +0000 2018"
,,,,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/709312689420443648/1458170091","Mon Mar 14 09:38:18 +0000 2016","",,,,,,,,,,,,,,,,"0","0","36","0","false","709312689420443648","false","false","false","","0","4 Paws Decals",,"false","https://pbs.twimg.com/profile_images/710242860843421696/d_AZ6G0R_normal.jpg","","61743","https://twitter.com/4pawsdecals","user","https://x.com/4pawsdecals","4pawsdecals",,"Everything That Happened in the Trump-Russia Investigation This Week https://t.co/L4IEeu3jhN","Wed May 02 23:44:12 +0000 2018"
,,,,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/901427847654285312/1613385944","Sat Aug 26 12:55:21 +0000 2017","gold & crypto trader 
world traveler 
digital nomad
car & bike enthusiast
https://t.co/v0jv638nDJ
telegram channel: https://t.co/pkj2KuTDYc…","goldtradingsignals.com","http://goldtradingsignals.com","74","97","https://t.co/v0jv638nDJ","t.me/goldtradingsig","http://t.me/goldtradingsig","116","139","https://t.co/pkj2KuTDYc","goldtradingsignals.com","http://www.goldtradingsignals.com","0","23","https://t.co/GNp32ADnek","0","16","157","344","false","901427847654285312","false","false","false","The world","29631","Marcus Blac",,"false","https://pbs.twimg.com/profile_images/1361264915084763136/p4Het4-r_normal.png","","40396","https://twitter.com/marcus_blac","user","https://x.com/marcus_blac","marcus_blac",,"Everything That Happened in the Trump-Russia Investigation This Week https://t.co/sSUaCm60yx https://t.co/uULPrSgHBo","Wed May 02 23:44:02 +0000 2018"
,,,,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/178604433/1583193542","Sun Aug 15 05:37:37 +0000 2010","High functioning mortal (he/any)",,,,,,,,,,,,,,,,"0","53142","363","672","true","178604433","false","false","false","Worcester, MA","950","Biblically Accurate Tuna Mayo","880438262803963904","false","https://pbs.twimg.com/profile_images/1624865947809902592/Y4mVPXo1_normal.jpg","","18997","https://twitter.com/Colgruv","user","https://x.com/Colgruv","Colgruv",,"@jonnynew69 @judy_kimble5 @SpringAloha12 @FoxNews News sources aren't unequivocally claiming that Trump collided with Russia; they are merely covering the ongoing special counsel investigation into Russian meddling, particularly when new evidence (basis) surfaces suggesting that there may have been collusion.","Wed May 02 23:40:30 +0000 2018"
,,,,,,,,,,,,,,"false","true",,"Tue Jul 05 00:42:48 +0000 2011","proud wife, daughter, mother, friend. disabled veteran. retired postal worker. sick of the lies, selfishness, and greediness of politicians. proud resister!",,,,,,,,,,,,,,,,"0","43277","735","1278","true","329394865","false","false","false","Alabama","225","michelle",,"false","https://pbs.twimg.com/profile_images/955333730985443328/tf8hLIDf_normal.jpg","","41163","https://twitter.com/shelshele1","user","https://x.com/shelshele1","shelshele1",,"@justinjm1 Be prepared for the political blood bath and for organized protests in the streets! This isn’t about undermining a friggen election it’s about interference in an election by Russia and Trump and his obstructing that investigation!","Wed May 02 23:39:23 +0000 2018"
