"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"false","false","https://pbs.twimg.com/profile_banners/202235535/1565477023","Wed Oct 13 16:02:34 +0000 2010","",,,,,,"0","9255","296","223","false","202235535","false","false","false","Kenosha, WI","53","Cathy Brandstetter",,"false","https://pbs.twimg.com/profile_images/1294329116620140546/wmw791v0_normal.jpg","","5896","https://twitter.com/cathyleeb","user","https://x.com/cathyleeb","cathyleeb","Tell the Senate: Protect the Mueller investigation from Trump's interference. Sign now. https://t.co/wU35I0tCPG @moveon","Sat Dec 09 23:59:28 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/621998206/1374803729","Fri Jun 29 15:30:31 +0000 2012","Important, powerful.",,,,,,"0","40445","1237","2356","true","621998206","false","false","false","The Ivory Tenement","10139","MissAnthrope","797830067820838912","false","https://pbs.twimg.com/profile_images/822232854016888832/dfkPBYfR_normal.jpg","","95886","https://twitter.com/LyssAnthrope","user","https://x.com/LyssAnthrope","LyssAnthrope","Trump may be plotting to fire Mueller sooner rather than later:
Trump was scheduled to fly to Florida with Rep Gaetz (who said  Mueller's investigation put US at risk of a coup⬇️) &amp; Rep DeSantis (who called the probe ""dangerous"")
https://t.co/VUVYrTJgGT
https://t.co/xCuq1IcH7m","Sat Dec 09 23:59:01 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/814140012/1572891205","Mon Sep 10 00:21:49 +0000 2012","Singer/Songwriter/Producer/TweetComic/ #fookaPrezhelp #fookaBthinkin #foozNewz OldMoodyFookaProductions🤓 Blocked #DeeTeezyNuts!#Resistance #FBR","soundcloud.com/oldmoodyfooka","https://soundcloud.com/oldmoodyfooka","0","23","https://t.co/5SoNDAJCyq","0","13598","3889","4333","true","814140012","false","false","false","MooseheadMusicStudio, Footown","7125","OldMoodyFooka #foo","1339742133411082243","false","https://pbs.twimg.com/profile_images/1329961235169882115/wXtIodsW_normal.jpg","","25814","https://twitter.com/MoodyFooka1","user","https://x.com/MoodyFooka1","MoodyFooka1","Fox News &amp; Hannity Trying 2 Stop Mueller Investigation 
Hannity Why U Sweating? U Got Something 2 Hide🇷🇺 https://t.co/GMhtBveagR","Sat Dec 09 23:58:01 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/863570825911427072/1538051427","Sun May 14 01:45:04 +0000 2017","",,,,,,"0","1221","28","50","true","863570825911427072","false","false","false","Pennsylvania, USA","204","a Veteran","1036215081728716801","false","https://pbs.twimg.com/profile_images/1047065107342200833/aKrApVCM_normal.jpg","","2692","https://twitter.com/Nean1967","user","https://x.com/Nean1967","Nean1967","@GOP @DNC -If @realDonaldTrump interferes with the investigation by firing Mueller then WE the AMERICAN PEOPLE demand the YOU IMPEACH Trump!","Sat Dec 09 23:58:00 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/1311717218/1673492104","Thu Mar 28 21:03:14 +0000 2013","It does take a little work to be a self-respecting elderly bilingual  white working-class gay atheist Texan opposed to racism, misogyny, war  and imperialism.",,,,,,"0","198","121","197","false","1311717218","false","false","false","Austin, Texas","47","David Holmes Morris",,"false","https://pbs.twimg.com/profile_images/1503125281950810118/k4AV27mu_normal.jpg","","3222","https://twitter.com/lodealla","user","https://x.com/lodealla","lodealla","The Mueller Investigation Is in Mortal Danger
https://t.co/WpqoIPZ8nk","Sat Dec 09 23:57:35 +0000 2017"
"true","true","https://pbs.twimg.com/profile_banners/19508842/1421176353","Sun Jan 25 22:41:57 +0000 2009","Author and Business owner Sustainability, Green Design, Renewable Energy efficient projects, residential and commercial, hit me up","…eenrenewableenergydesignsolutions.com","http://www.greenrenewableenergydesignsolutions.com","0","23","https://t.co/d2vRLyFnqQ","0","468","2353","1731","true","19508842","false","false","false","West Orange, NJ","3446","Jbaby56",,"false","https://pbs.twimg.com/profile_images/1728822835630538752/Sjy3kx6A_normal.png","","216897","https://twitter.com/jbaby56","user","https://x.com/jbaby56","jbaby56","How Robert Mueller is using the Paul Manafort investigation to take Donald Trump down - Palmer Report https://t.co/WDZVgLt5Aa","Sat Dec 09 23:57:06 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/870396788288741376/1538393785","Thu Jun 01 21:49:00 +0000 2017","We are a large group that tweets to promote #TheResistance.We do regular tweetstorms. Join us.#VoteBlueNoMatterWho #FBR #TW unprotected your tweets for a follow",,,,,,"0","5495","14856","15111","false","870396788288741376","false","false","false","everywhere","3333","Tweeting Warriors",,"false","https://pbs.twimg.com/profile_images/1046809389565394949/2fiON-j-_normal.jpg","","22438","https://twitter.com/twitwar2017","user","https://x.com/twitwar2017","twitwar2017","On Wednesday, December 13th, Deputy Attorney General Rosenstein will testify to the House Judiciary Committee. Can you go to the hearing? We want Rosenstein to know how important it is to defend the Mueller investigation.

RSVP and RT! #ProtectMueller https://t.co/7AHmhpxgLD …","Sat Dec 09 23:56:15 +0000 2017"
"false","true",,"Wed Apr 22 02:13:46 +0000 2015","",,,,,,"0","349","31","76","true","3193059057","false","false","false","","0","Kathy Aguilar",,"false","https://pbs.twimg.com/profile_images/590700162726629376/TwcO8bPi_normal.png","","6607","https://twitter.com/kathyaguilar456","user","https://x.com/kathyaguilar456","kathyaguilar456","There’s something very curious about SeanTheBobbleHead he &amp; other FOX NEWS hosts are so desperate to end the investigation. Should They s/b investigated? Removing Mueller w/n stop the investigation. https://t.co/gpYPwx3Cdu","Sat Dec 09 23:55:30 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/436344781/1732378776","Wed Dec 14 02:36:36 +0000 2011","9/11 Responder/Advocate•Denise is my ❤️ and 💍 👰‍♀️ •Covid is real 🦠 Antifascist🇺🇸Husband/Dad•Unity Service Recovery🔺Trump /G💩P/MAGAts are TRAITORS",,,,,,"0","115759","661","813","false","436344781","false","false","false","United States","4255","ScottC",,"false","https://pbs.twimg.com/profile_images/1253399377542107139/mY4Gk1Aw_normal.jpg","","69890","https://twitter.com/scottc_scottc","user","https://x.com/scottc_scottc","scottc_scottc","The Mueller Investigation Is in Mortal Danger https://t.co/HAwGJUFwEB via @intelligencer","Sat Dec 09 23:55:07 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/29599480/1732062278","Wed Apr 08 01:12:02 +0000 2009","I am an amateur Christian blogger trying to spread the Good News about Jesus Christ.","crosstalk.blog","http://crosstalk.blog","0","23","https://t.co/2wJzLzlpuF","0","8","1369","1684","false","29599480","false","false","false","New Hampshire","636","Steve Dennis",,"false","https://pbs.twimg.com/profile_images/1263255747791593475/bWrnyYN-_normal.jpg","","10673","https://twitter.com/mpinkeyes","user","https://x.com/mpinkeyes","mpinkeyes","More ties to Hillary Clinton in Robert Mueller’s Russia collusion investigation come to light https://t.co/G4Kvgpu1zl","Sat Dec 09 23:54:43 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/792220058491588608/1551755625","Sat Oct 29 04:22:35 +0000 2016","God Fearing , Conservative ,has Beautiful Hand-Crafted Cabin in Somers,Mt. @AirBnB , Fisherman , Trumper2020 , Hope AG Bill Barr Indicts Hillary/Cartel, Maga ,",,,,,,"0","610","948","1387","false","792220058491588608","false","false","false","","308","Kuch",,"false","https://pbs.twimg.com/profile_images/792400432001724416/vmO6pP_K_normal.jpg","","11566","https://twitter.com/swan7365","user","https://x.com/swan7365","swan7365","Exactly Girl Bot -  all Mueller Investigation is a Fraud - the Real Criminals haven't recieved Indictments Yet !  Obama /Hillary/Bill /Mueller/Rosenstein/McCabe/Weissman/Holder/Lynch/Comey/Podesta /Abedin/Mills / Powers /Ohr/ Rhee and more - - - - https://t.co/MqMXa3Lzym","Sat Dec 09 23:54:32 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/499429809/1402025793","Wed Feb 22 03:34:34 +0000 2012","Love to read about happenings all over the World
USA (Support President Trump and Constitution) #MAGA",,,,,,"0","18379","2124","3000","true","499429809","false","false","false","","92","Hello World","818447178767147008","false","https://pbs.twimg.com/profile_images/474739354732990464/OFmeLS4H_normal.jpeg","","179194","https://twitter.com/AboutThWorldNow","user","https://x.com/AboutThWorldNow","AboutThWorldNow","Greg Jarrett, Fox legal analyst, says the Mueller investigation is ‘illegitimate and corrupt’
December 7, 2017  Conservative Institute","Sat Dec 09 23:53:41 +0000 2017"
"false","true",,"Wed Nov 18 01:56:55 +0000 2015","",,,,,,"0","960","3","72","false","4214431955","false","false","false","","61","Holly romasco",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","432","https://twitter.com/HollyRomasco","user","https://x.com/HollyRomasco","HollyRomasco","Tell the Senate: Protect the Mueller investigation from Trump's interference. Sign now. https://t.co/QwPkcku03N @moveon","Sat Dec 09 23:52:38 +0000 2017"
