"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/194302476/1671205672","Thu Sep 23 20:53:17 +0000 2010","Leaving a better world for my grandkids ❤️Healthcare ❤️Education ❤️Gun Safety Laws ❤️DACA ❤️BLM ❤️LGBTQIA Rights ❤️Racial Equality ❤️Gender Equality ❤️wtpBlue",,,,,,,,,,,,,,,,"0","143038","10628","11618","true","194302476","true","false","false","Colorado, USA","3388","ddd “Yes We Kam—Yes We Will”","939998505594109952","false","https://pbs.twimg.com/profile_images/1499147390929883138/zeD7T0L7_normal.jpg","","96362","https://twitter.com/dddfaber","user","https://x.com/dddfaber","dddfaber",,"@swanson_eugene Yep that’s a righty for ya. I’ve watched it. It proves utterly nothing. Why does all IC still confirm Russian meddling in our election? Vast conspiracy?  The DEEP STATE (sotto voce)","Thu Nov 30 23:25:55 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/790019230389248000/1625981794","Sun Oct 23 02:37:17 +0000 2016","ELON IS MY NEW BOSS

Sharing Hot Takes on: Business + Political News.",,,,,,,,,,,,,,,,"0","41686","71306","60033","false","790019230389248000","true","false","false","Everywhere","37968","POLITICAL HEDGE",,"false","https://pbs.twimg.com/profile_images/1629205355493220354/hasc4yA-_normal.png","","1221016","https://twitter.com/politicalHEDGE","user","https://x.com/politicalHEDGE","politicalHEDGE",,"First Reported On 11/12/2017║President Trump shifts stance on Russia election meddling (video) https://t.co/dUcPfqVPYD #2016 elections","Thu Nov 30 23:14:16 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/39286444/1592480923","Mon May 11 16:42:12 +0000 2009","The Voice of the LGBTQ Community is Now YOUR Voice.",,,,,,,,,,,"qlifemedia.com","http://qlifemedia.com","0","23","https://t.co/ruiOMB0YRW","0","272","6707","3141","false","39286444","false","false","false","United States","16327","QLife Media",,"false","https://pbs.twimg.com/profile_images/1273583412859801601/AuzRdFqR_normal.jpg","","101768","https://twitter.com/QLifeMedia","user","https://x.com/QLifeMedia","QLifeMedia",,".@qlifemagazine Donald Trump Believes Putin's Denials Regarding Election Meddling, To Inquire Further #DonaldTrump https://t.co/q9ljp03JVz","Thu Nov 30 22:49:08 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1336656378/1732387586","Mon Apr 08 13:35:19 +0000 2013","If we starve the fuel ( Money) from this industry we stand a better chance to see JUSTICE! ""Don't go it will cost a fortune and you will not get the outcome you",,,,,,,,,,,"daveyonefamilylawman.blogspot.com","http://daveyonefamilylawman.blogspot.com/","0","23","https://t.co/EBPccWXdIM","0","85491","3387","4888","true","1336656378","false","false","false","Worldwide","23457","#BoycottFamilyLaw","1861502320355181017","false","https://pbs.twimg.com/profile_images/1856477972842041344/ttQhGpYJ_normal.jpg","","218762","https://twitter.com/BoycottFamilyLw","user","https://x.com/BoycottFamilyLw","BoycottFamilyLw",,"Mueller Investigation, Michael Flynn and Alan Dershowitz — Mueller’s look into Russian election meddling has all… https://t.co/nQjxnuf1gd","Thu Nov 30 21:52:26 +0000 2017"
,,,,,,"false","true",,"Thu Jul 02 23:07:03 +0000 2015","",,,,,,,,,,,,,,,,"0","4206","297","633","true","3355867804","false","false","false","","3931","claudia fernandez","1621356402143895552","false","https://pbs.twimg.com/profile_images/1311024174811557888/v0gSeDps_normal.jpg","","31006","https://twitter.com/bmialeja","user","https://x.com/bmialeja","bmialeja",,"#impeachtrump-Former Trump campaign chairman Paul Manafort, who was indicted on ​money laundering charges by special counsel Robert Mueller as part of the probe into Russian meddling in the election, has reached a bail deal, Talking Points Memo reported, citing court documents.","Thu Nov 30 21:01:02 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/287814610/1699609069","Mon Apr 25 18:42:47 +0000 2011","Love cooking. Detest dishwashers. Scottish Malteser. Be good to one another.",,,,,,,,,,,,,,,,"0","2141","302","490","true","287814610","false","false","false","England","240","Felicity M",,"false","https://pbs.twimg.com/profile_images/1722911382641754112/mLiAzUsI_normal.jpg","","6421","https://twitter.com/FizzEm","user","https://x.com/FizzEm","FizzEm",,"@realDonaldTrump Hmm - had the Russian election meddling been exposed sooner, you would not be President and the US might still be ""great"", the world is watching and laughing. Sad. So sad.","Thu Nov 30 20:53:17 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/41147623/1650120241","Tue May 19 16:18:31 +0000 2009","I. I Obtained Unity in yoga on 7/20/80. 3 of my incarnations: Thomas Jefferson; Jacob (Israel); Caliph Umar. II. Prophet Muhammad is the reincarnation of Moses.",,,,,,,,,,,"sunracommunications.com","http://sunracommunications.com","0","23","https://t.co/jgiphbWbEP","0","24459","36078","38117","true","41147623","false","false","false","Chicago, Lansing, Illinois","34746","James L. Robinson",,"false","https://pbs.twimg.com/profile_images/1643054804229406720/3FeukaHw_normal.jpg","","444427","https://twitter.com/ykhalim","user","https://x.com/ykhalim","ykhalim",,"How can @realDonaldTrump confront Vladimir Putin about Russia’s meddling in the 2016 USA election – when both were in on it?","Thu Nov 30 20:43:33 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/892898640850817026/1501718776","Thu Aug 03 00:03:20 +0000 2017","MAKE AMERICA GREAT AGAIN",,,,,,,,,,,,,,,,"0","34670","166","280","false","892898640850817026","false","false","false","Greenwich, CT","0","Brutus Jackson II",,"false","https://pbs.twimg.com/profile_images/892899216674013184/m8qrtY2x_normal.jpg","","4667","https://twitter.com/brutus_ii","user","https://x.com/brutus_ii","brutus_ii",,"@mannytabloid @LeonHWolf @EWErickson no, we should expel them, not let liberal papers elect Democrats thru election meddling","Thu Nov 30 20:12:39 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/223610043/1489276579","Mon Dec 06 21:23:58 +0000 2010","🇦🇺🇵🇸 
No DM's.",,,,,,,,,,,"toshay.shop","http://www.toshay.shop","0","23","https://t.co/9ksl8IQfQS","0","39416","4127","4876","true","223610043","false","false","false","Yuggera Country","58263","Th2shay",,"false","https://pbs.twimg.com/profile_images/840712950138601472/PsJcE8r6_normal.jpg","","638374","https://twitter.com/Th2shay","user","https://x.com/Th2shay","Th2shay",,"Mueller Investigation, Michael Flynn and Alan Dershowitz — Mueller’s look into Russian election meddling has all… https://t.co/pzm3Jrffzr","Thu Nov 30 19:22:33 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/15240578/1543865606","Thu Jun 26 04:47:12 +0000 2008","Abdelfattah Abuqayyas, PhD 
Consultant; Partner at BidPai 
abuqayyas@abuqayyas.com
https://t.co/gpSkGZ2VW2
https://t.co/3VuhpA7Di8","twitter.com/abuqayyas","https://twitter.com/abuqayyas","83","106","https://t.co/gpSkGZ2VW2","linkedin.com/in/abuqayyas","http://linkedin.com/in/abuqayyas","107","130","https://t.co/3VuhpA7Di8","wefollow.com/abuqayyas","http://wefollow.com/abuqayyas","0","23","https://t.co/Gq7283oolE","0","66","1271","1198","true","15240578","false","false","false","Amman - Jordan","742","ABUQAYYAS",,"false","https://pbs.twimg.com/profile_images/466912323349651456/sj0dXWY2_normal.png","","70297","https://twitter.com/abuqayyas","user","https://x.com/abuqayyas","abuqayyas",,"The UK's election watchdog is now investigating Google over Russian meddling in Brexit (FB, TWTR, GOOG) https://t.co/OUixtkLrOy","Thu Nov 30 19:18:52 +0000 2017"
