"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/description/urls/3/display_url","author/entities/description/urls/3/expanded_url","author/entities/description/urls/3/indices/0","author/entities/description/urls/3/indices/1","author/entities/description/urls/3/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"true","true","https://pbs.twimg.com/profile_banners/50011708/1689801005","Tue Jun 23 15:48:05 +0000 2009","Face the Nation Moderator, CBS Chief Foreign Affairs Correspondent, Boy Mom & USMC wife, UVA alum, CSH grad, CT Yankee & Sag Harbor native, retired 🇮🇪 dancer",,,,,,,,,,,,,,,,,,,,,"facethenation.com","http://facethenation.com","0","23","https://t.co/jRLkDYglHz","0","20777","133904","5012","true","50011708","true","false","false","Washington, DC","753","Margaret Brennan",,"false","https://pbs.twimg.com/profile_images/1681772080298094593/OOQBGtj1_normal.jpg","","89164","https://twitter.com/margbrennan","user","https://x.com/margbrennan","margbrennan",,"Russia has no intention of backing off election meddling in US says @CIA's Pompeo who says it happened in 2016 but also in prior years","Thu Jul 20 23:49:56 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/1405924435/1593283010","Sun May 05 19:32:47 +0000 2013","☮️Artist, Photographer + DEM 4 LIFE😊 Blocking idiots & mktg. Vaccinated against GOP+WH Rodents. #TheResistance I MISS OBAMA !",,,,,,,,,,,,,,,,,,,,,,,,,,"0","5690","769","919","false","1405924435","false","false","false","The Eastern Countryside","7258","KatsSoapBox","912740084075593729","false","https://pbs.twimg.com/profile_images/1273261186268700672/XOSjLrk6_normal.jpg","","21008","https://twitter.com/KatsSoapbox","user","https://x.com/KatsSoapbox","KatsSoapbox",,"@mikefarb1 - ICYMI
Break w/ Trump, top Homeland Security officials affirm Russia's election meddling https://t.co/OnVGkAc2bd via @usatoday","Thu Jul 20 23:47:07 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/67657364/1448390632","Fri Aug 21 17:01:36 +0000 2009","Writer/Editor. Lecturer/research scholar @Yale. Past: @latimes @business @ap @ajfaultlines in MENA/South Asia/DC - Fellow @the_IAS @ucla. Views are my own.",,,,,,,,,,,,,,,,,,,,,"nafeesasyeed.com","http://www.nafeesasyeed.com/","0","23","https://t.co/SpC4k4qcEC","0","4067","6584","3513","true","67657364","false","false","false","LA - DC","196","Nafeesa Syeed",,"false","https://pbs.twimg.com/profile_images/1466098128889659396/GaDQsCGp_normal.jpg","","15644","https://twitter.com/NafeesaSyeed","user","https://x.com/NafeesaSyeed","NafeesaSyeed",,"Russia doesn't have 'any intention of backing off' from election meddling @CIA Dir Pompeo","Thu Jul 20 23:43:58 +0000 2017"
"false","true",,"Thu Mar 04 23:53:08 +0000 2010","Author (""Screwball"") & ex-journalist (LA Times). Supports #healthcare for all & opposes Trump's lies, racism, corruption, hypocrisy. #Resist #Impeach",,,,,,,,,,,,,,,,,,,,,,,,,,"0","39321","2375","4138","false","119927179","false","false","false","Long Beach, CA","338","David Ferrell",,"false","https://pbs.twimg.com/profile_images/1145680256/100_3314_normal.jpg","","66712","https://twitter.com/davidwferrell","user","https://x.com/davidwferrell","davidwferrell",,"@HillaryClinton please sue to invalidate 2016 election! US intel certain of Russian meddling. PLUS, evidence piling up that Trump colluded!","Thu Jul 20 23:27:18 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/831789661009870848/1487150214","Wed Feb 15 08:58:03 +0000 2017","Investigative reporter",,,,,,,,,,,,,,,,,,,,,,,,,,"0","129","7","35","false","831789661009870848","false","false","false","Ketchum, Idaho","230","Jimmy Shoots",,"false","https://pbs.twimg.com/profile_images/871551045784260608/qw81DRRj_normal.jpg","","2943","https://twitter.com/cnn_is_not_news","user","https://x.com/cnn_is_not_news","cnn_is_not_news",,"@jaketapper are you in denial about CNN meddling in the election or not","Thu Jul 20 23:24:08 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/469710557/1432219627","Fri Jan 20 22:13:38 +0000 2012","Snr Fellow, ATL Council. Managing Dir., Energy, Growth & Security, ITIC. Founder, Int’l Market Analysis. Column: FORBES. Views mine only. R/Ts not endorsements.",,,,,,,,,,,,,,,,,,,,,"arielcohen.com","http://www.arielcohen.com","0","23","https://t.co/4RCfaccsGq","0","31514","5676","1894","true","469710557","true","false","false","United States","740","Ariel Cohen, PhD",,"false","https://pbs.twimg.com/profile_images/631292687224848384/V30h8Qz7_normal.jpg","","29664","https://twitter.com/Dr_Ariel_Cohen","user","https://x.com/Dr_Ariel_Cohen","Dr_Ariel_Cohen",,"Reeeeally? 👹In break with Trump, top Homeland Security officials affirm Russia's election meddling https://t.co/EjvBhyEz4t via @USATODAY","Thu Jul 20 23:22:05 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/84451789/1524183604","Thu Oct 22 23:26:48 +0000 2009","Australian Stock Report memberships enable you access to reports and educational resources about ASX stock research, analysis, and financial market updates.",,,,,,,,,,,,,,,,,,,,,"australianstockreport.com.au","https://www.australianstockreport.com.au/","0","23","https://t.co/NokZI1gr4B","0","153","15868","1271","true","84451789","false","false","false","Australia","754","Australian Stock Report","1323919755464486912","false","https://pbs.twimg.com/profile_images/823276610635714560/FZok1BWB_normal.jpg","","4311","https://twitter.com/aus_stockreport","user","https://x.com/aus_stockreport","aus_stockreport",,"US investigation into Russian meddling in the 2016 election has widened with a focus on Trump's business transactions weighing on markets.","Thu Jul 20 23:21:36 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/166530562/1595659203","Wed Jul 14 11:24:41 +0000 2010","EIN Presswire is Everyone's Internet News Presswire™. We make issuing and distributing press releases easy and affordable.",,,,,,,,,,,,,,,,,,,,,"einpresswire.com","https://www.einpresswire.com/","0","23","https://t.co/44nSzkPk8p","0","0","2900","9","false","166530562","false","false","false","Washington, D.C.","0","EIN Presswire: Russia Newswire",,"false","https://pbs.twimg.com/profile_images/1286914085209219072/aZNzkAar_normal.jpg","","178385","https://twitter.com/EINRussiaNews","user","https://x.com/EINRussiaNews","EINRussiaNews",,"Trump Jr. to testify over Russian election meddling https://t.co/8ZmEIuD63G #Russia","Thu Jul 20 23:20:09 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/1032867956/1478273048","Mon Dec 24 15:01:03 +0000 2012","",,,,,,,,,,,,,,,,,,,,,,,,,,"0","193756","677","4099","true","1032867956","false","false","false","Texas, USA","363","Ugogodent","828104421338968064","false","https://pbs.twimg.com/profile_images/1606827335663210497/wB3a3Y1f_normal.jpg","","30541","https://twitter.com/Ugogodents","user","https://x.com/Ugogodents","Ugogodents",,"Not in connection to Russian election meddling. FBI &amp; DOJ can do that. https://t.co/hU5mV3m1wC","Thu Jul 20 23:18:23 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/21538653/1529510239","Sun Feb 22 02:37:45 +0000 2009","Attorney / Legal analyst on CNN, HLN, FoxNews, ABC, NBC, Comcast, et al.
https://t.co/3kHmBW1a8J","youtube.com/@JeffreyEvanGo…","http://youtube.com/@JeffreyEvanGold","73","96","https://t.co/3kHmBW1a8J",,,,,,,,,,,,,,,,"thegoldpatrol.weebly.com","http://www.thegoldpatrol.weebly.com","0","23","https://t.co/71oEH986jR","0","31203","13234","961","true","21538653","true","false","false","","8071","Jeffrey Evan Gold","1856716059782578351","false","https://pbs.twimg.com/profile_images/461585883888492544/KMsCrQnB_normal.jpeg","","282705","https://twitter.com/jeffgoldesq","user","https://x.com/jeffgoldesq","jeffgoldesq",,"In break with Trump, top Homeland Security officials affirm Russia's election meddling https://t.co/NE54LSjwrc via @USATODAY","Thu Jul 20 23:14:56 +0000 2017"
