"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/802989211796303878/1604707469","Sun Nov 27 21:35:21 +0000 2016","",,,,,,,,,,,,,,,,,,,,,"0","21479","447","2698","true","802989211796303878","false","false","false","","364","Patriot Jane",,"false","https://pbs.twimg.com/profile_images/905519939112493057/0PWo-ukd_normal.jpg","","12333","https://twitter.com/PatriotJane2","user","https://x.com/PatriotJane2","PatriotJane2","As Mueller investigation gains speed and Trump/Putin liaison heats up, be prepared for power grid outages. Buy flashlights, etc.","Sun Jul 09 23:57:57 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/15912287/1587411022","Wed Aug 20 01:39:50 +0000 2008","Happily Married. Live to Ride, Ride to Live. Love, Peace, Truth, & JC! #CBA #CBN #CBC #CBC1 #CBD & #CBG and more! #ECS",,,,,,,,,,,,,,,,,,,,,"0","10691","617","1903","false","15912287","false","false","false","In my tree","2001","Christine_B",,"false","https://pbs.twimg.com/profile_images/767732773889060864/JZRl9iTh_normal.jpg","","16061","https://twitter.com/ikkinbah","user","https://x.com/ikkinbah","ikkinbah","Tom Fitton discusses the Mueller Investigation, Obamacare Exemption, New...   https://t.co/Js45Nd0CkF","Sun Jul 09 23:56:59 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/60297891/1531247223","Sun Jul 26 12:48:54 +0000 2009","Progressive thinker who can no longer watch FOX news propaganda. Father of two handsome boys; 43 & 40, and adoptive Daddy of two young girls; 14 and 12.",,,,,,,,,,,,,,,,"webfashioner.com","http://webfashioner.com","0","23","https://t.co/KvzlDADf2d","0","15278","1077","1350","true","60297891","false","false","false","Sunny Florida","1624","webfashioner 🆘","1119933114921385984","false","https://pbs.twimg.com/profile_images/1017829550204448769/2WVEJ-MR_normal.jpg","","27167","https://twitter.com/webfashioner","user","https://x.com/webfashioner","webfashioner","@peevee24 The investigation (Mueller) is in it's early stages
If it's a legit investigation, I expect a lot of information will be released.
We'll see","Sun Jul 09 23:55:33 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/570318719/1723059625","Thu May 03 21:59:07 +0000 2012","Let's make America joyous again! Elect Harris/Walz 2024
Tampa, Fl 
instagram: leyles7",,,,,,,,,,,,,,,,,,,,,"0","11105","925","532","true","570318719","false","false","false","Tampa, Fl","2083","Lesley 🇺🇲 🇺🇦","750030275619545088","false","https://pbs.twimg.com/profile_images/801980787818188800/7WjW7SoZ_normal.jpg","","132412","https://twitter.com/leyles7","user","https://x.com/leyles7","leyles7","@lotterypicker You should send your memes to Mueller. Maybe he'll drop the investigation for you!","Sun Jul 09 23:53:47 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/3182839376/1512780554","Sat May 02 12:08:35 +0000 2015","Sleep 🛇 - BIPOC -  Screenwriter - Director",,,,,,,,,,,,,,,,,,,,,"0","64808","4538","123","false","3182839376","false","false","false","San Antonio, TX","516","⁽⁽PmPmek⁾⁾","1605528155002847234","false","https://pbs.twimg.com/profile_images/594477435388764160/t1fhh9W__normal.jpg","","73725","https://twitter.com/VETERANUSA1","user","https://x.com/VETERANUSA1","VETERANUSA1","My #1 question at this point is did Robert Mueller already know about this meeting before WP broke the story? How strong is investigation? https://t.co/lej7tnyF5R","Sun Jul 09 23:52:28 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/825448971468353536/1723046826","Sat Jan 28 21:02:25 +0000 2017","Retired USAF, MSN, RN, political junkie. You never want to be the smartest person in the room. @ehedie3939.bsky.social",,,,,,,,,,,,,,,,,,,,,"0","22089","587","1269","true","825448971468353536","false","false","false","California, USA","1724","Emmy_ban assault weapons now","1827444308003488106","false","https://pbs.twimg.com/profile_images/1768126168895754240/fYvcipwD_normal.jpg","","138790","https://twitter.com/ehedie_3939","user","https://x.com/ehedie_3939","ehedie_3939","@JoyAnnReid Let's hope Mueller concludes his investigation soon, or that our cybersecurity experts refuse to cooperate &amp; keep us safe.  Trump=nutjob","Sun Jul 09 23:52:25 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/570318719/1723059625","Thu May 03 21:59:07 +0000 2012","Let's make America joyous again! Elect Harris/Walz 2024
Tampa, Fl 
instagram: leyles7",,,,,,,,,,,,,,,,,,,,,"0","11105","925","532","true","570318719","false","false","false","Tampa, Fl","2083","Lesley 🇺🇲 🇺🇦","750030275619545088","false","https://pbs.twimg.com/profile_images/801980787818188800/7WjW7SoZ_normal.jpg","","132412","https://twitter.com/leyles7","user","https://x.com/leyles7","leyles7","@lotterypicker Ok we'll see after Mueller finishes his investigation.","Sun Jul 09 23:50:42 +0000 2017"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/1014249685/1729568470","Sun Dec 16 01:15:22 +0000 2012","Student of broken things 🇺🇸 When you want to know how things really work, study them when they're coming apart  -Wm Gibson,Zero History #DonotObeyInAdvance 🦋",,,,,,,,,,,,,,,,,,,,,"0","375643","10174","8734","true","1014249685","false","false","false","Pittsburgh, PA","9888","𝟷𝟿𝟾𝟺 ɪꜱ ɴᴏᴛ ꜰɪᴄᴛɪᴏɴ 🚨","883730793343987714","false","https://pbs.twimg.com/profile_images/1854593916869181447/NeVLD4JK_normal.jpg","","125991","https://twitter.com/dutchiegirlie","user","https://x.com/dutchiegirlie","dutchiegirlie","@Terry40001482 @Ali_H_Soufan Exactly. Propagandists in media are the ones claiming the collusion was made up. If Trump = choirboy then Mueller's investigation nbd right?","Sun Jul 09 23:50:09 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/2948629276/1466787134","Mon Dec 29 05:56:33 +0000 2014","Feed your head. Quit the fire-breathing, take a deep breath, find good sources of information and think.

No time for hatred, though. Hate has no place here.",,,,,,,,,,,,,,,,"thedormousesays.blogspot.com","http://thedormousesays.blogspot.com/","0","23","https://t.co/2TG1EUH6zU","0","30900","1264","1740","true","2948629276","false","false","false","USA","2107","TheDorMouse","1297207358213558276","false","https://pbs.twimg.com/profile_images/1506350050384953345/rI40JSM2_normal.jpg","","239696","https://twitter.com/DorMouseSez","user","https://x.com/DorMouseSez","DorMouseSez","@themanfronUNCLE @Impeach_D_Trump So either DJT's attorneys are incompetent or there is good cause for Mueller's investigation. (My bet is both, but what do I know?)","Sun Jul 09 23:48:16 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/826980583507116034/1506127020","Thu Feb 02 02:28:30 +0000 2017","May the Lord open",,,,,,,,,,,,,,,,,,,,,"0","45100","310","307","true","826980583507116034","false","false","false","Gilead, USA","482","Blessed Be the Carbs","854806993885941760","false","https://pbs.twimg.com/profile_images/1009967383354789889/a7QD08Ti_normal.jpg","","11074","https://twitter.com/LElitist","user","https://x.com/LElitist","LElitist","@tribelaw Any guesstimates on how many indictments Mueller's investigation might have?","Sun Jul 09 23:45:37 +0000 2017"
