"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/description/urls/3/display_url","author/entities/description/urls/3/expanded_url","author/entities/description/urls/3/indices/0","author/entities/description/urls/3/indices/1","author/entities/description/urls/3/url","author/entities/description/urls/4/display_url","author/entities/description/urls/4/expanded_url","author/entities/description/urls/4/indices/0","author/entities/description/urls/4/indices/1","author/entities/description/urls/4/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"false","true",,"Fri Jul 31 00:58:21 +0000 2009","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","48","85","479","false","61649073","false","false","false","","108","DEL PARRA",,"false","https://pbs.twimg.com/profile_images/758682307045851136/z_uu35Ra_normal.jpg","","12165","https://twitter.com/delparra","user","https://x.com/delparra","delparra",,"Trump keeps appointing Republicans to oversee the Russia investigation and it keeps backfiring: https://t.co/qap8IZClAZ via @slate","Tue Apr 10 23:51:42 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/109470534/1587774173","Fri Jan 29 04:32:05 +0000 2010","Here for my favorite female rappers Lil Kim and Missy. I love Britney Spears, Rihanna, Lady Gaga, and Adele !! Missy Elliott and Lil Kim are following me!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","185686","4611","5547","false","109470534","false","false","false","","13620","solider 1 lil kim","1565442286263173120","false","https://pbs.twimg.com/profile_images/1253841872130359296/OBn10vy7_normal.jpg","","382214","https://twitter.com/LilTeamkimlisa","user","https://x.com/LilTeamkimlisa","LilTeamkimlisa",,"Somebody needs to put an ethical complaint on @DevinNunes because he was apart of trump’s transition team and shouldn’t be anywhere near the Russia investigation!","Tue Apr 10 23:50:27 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/309705905/1725489241","Thu Jun 02 14:47:53 +0000 2011","Jurist—Catalan Parliament and Spanish Judiciary Council’s former member—Writes in @businessinsider—@ctxt_es—@myfairobserver—@Jerusalem_Post—@htTweets—@trtworld",,,,,,,,,,,,,,,,,,,,,,,,,,"facebook.com/alfonslopeztena","https://www.facebook.com/alfonslopeztena","0","23","https://t.co/9BKUZX9dv5","0","11145","196124","8114","true","309705905","true","false","false","Catalonia","35901","Alfons López Tena 🦇","1274380322629656577","false","https://pbs.twimg.com/profile_images/1829642692914982913/vFP7dSFu_normal.jpg","","209806","https://twitter.com/alfonslopeztena","user","https://x.com/alfonslopeztena","alfonslopeztena",,"Even if the evidence seized from Trump’s attorney Cohen was sought for a different investigation, if federal prosecutors uncover evidence related to the Russia inquiry, Mueller will get it—a search warrant where the stakes couldn’t possibly get any higher.
https://t.co/r62McXujNV","Tue Apr 10 23:49:38 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/4785836575/1730931984","Tue Jan 19 22:28:10 +0000 2016","Liberal, It’s the DEMOCRATIC PARTY!!, Proud Grandma, Anglophile, ❤️Cats, Education #RidinWithBiden 24!! #Resistance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","107618","2244","2147","true","4785836575","false","false","false","Connecticut, USA","3829","Mombity at Large 🪷","1815519030217789506","false","https://pbs.twimg.com/profile_images/1854288872961720328/Gn2X8mSA_normal.jpg","","75856","https://twitter.com/Mombity","user","https://x.com/Mombity","Mombity",,"There is NO DIFFERENCE if Trump fires Rosenstein to shut down investigation or Sessions. As Rosenstein is technically the acting AG on all things Russia related due to Sessions' recusal, it is the same as firing the AG as Nixon did. OBSTRUCTION OF JUSTICE.","Tue Apr 10 23:48:08 +0000 2018"
"false","true",,"Sun Oct 16 21:44:19 +0000 2011","Born in Philadelphia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2563","79","235","true","392336012","false","false","false","Around The World","659","BusyB",,"false","https://pbs.twimg.com/profile_images/533465232295747585/nQLKZKA0_normal.jpeg","","10063","https://twitter.com/bhwayman","user","https://x.com/bhwayman","bhwayman",,"Trump, please stop trying to threaten and fire Mueller and Rosenstein, we need them to finish this investigation to learn what Russia tried to do!  @realDonaldTrump This is more important for the country!","Tue Apr 10 23:40:20 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/974035654467358725/1527016440","Wed Mar 14 21:32:51 +0000 2018","strange but not a stranger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","7245","137","3341","false","974035654467358725","false","false","false","Mars","97","the OG of Talking Heads","1005523908261502976","false","https://pbs.twimg.com/profile_images/1009478605116715008/fHBHvtj1_normal.jpg","","12296","https://twitter.com/thinkingcap33","user","https://x.com/thinkingcap33","thinkingcap33",,"@lblandford @talkpolitix Then why so much focus on Trump when HRC has just as many if not more “connections” to Russia? Not even a little bit of an investigation? Does that even make sense? Clearly this shows there is targeting of Trump.","Tue Apr 10 23:36:48 +0000 2018"
"false","true",,"Thu Apr 23 02:55:47 +0000 2009","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","67762","3631","3554","true","34507278","false","false","false","Toronto, Ontario, Canada","5","SouljahSingh","953814310903599106","false","https://pbs.twimg.com/profile_images/1544046558714413056/YED375b4_normal.jpg","","2749287","https://twitter.com/souljahsingh","user","https://x.com/souljahsingh","souljahsingh",,"Maybe Donald Trump is just waiting for a valid time to fire Robert Mueller when the Russia investigation gets beyond ridiculous.","Tue Apr 10 23:36:31 +0000 2018"
"false","true",,"Thu Apr 23 02:55:47 +0000 2009","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","67762","3631","3554","true","34507278","false","false","false","Toronto, Ontario, Canada","5","SouljahSingh","953814310903599106","false","https://pbs.twimg.com/profile_images/1544046558714413056/YED375b4_normal.jpg","","2749287","https://twitter.com/souljahsingh","user","https://x.com/souljahsingh","souljahsingh",,"What did charging Paul Manafort have to do with the Donald Trump and Russia investigation???","Tue Apr 10 23:36:26 +0000 2018"
"false","true",,"Thu Apr 23 02:55:47 +0000 2009","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","67762","3631","3554","true","34507278","false","false","false","Toronto, Ontario, Canada","5","SouljahSingh","953814310903599106","false","https://pbs.twimg.com/profile_images/1544046558714413056/YED375b4_normal.jpg","","2749287","https://twitter.com/souljahsingh","user","https://x.com/souljahsingh","souljahsingh",,"Sooner or later the Russia investigation will be a nightmare for Donald Trump if he doesn't fire him.","Tue Apr 10 23:36:23 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/32412626/1507515699","Fri Apr 17 13:55:19 +0000 2009","I love music, politics and Mzansi. A retweet does not equal endorsement. A-Reece's fan until I R.I.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","51918","3840","4990","true","32412626","false","false","false","Cincinnati, OH","5145","Greg Berchenko",,"false","https://pbs.twimg.com/profile_images/378800000693967861/6ab33050d10b6482109ddc2a0787e916_normal.jpeg","","59200","https://twitter.com/blaccoffee","user","https://x.com/blaccoffee","blaccoffee",,"@CNN I think Trump should stop considering and just do it. Mueller is going way outside of the Russia collusion investigation.","Tue Apr 10 23:34:57 +0000 2018"
"false","true",,"Sat Jan 24 03:30:57 +0000 2009","We watch FOX so you don't have to. Follow us on Threads: https://t.co/8Luj5Fz6bl","threads.net/@newshounds.us","https://www.threads.net/@newshounds.us","57","80","https://t.co/8Luj5Fz6bl",,,,,,,,,,,,,,,,,,,,,"newshounds.us","http://www.newshounds.us","0","23","https://t.co/5IAQ3ODFVG","0","3003","2340","433","false","19430190","false","false","false","blogosphere","5038","NewsHounds","1821036608709087370","false","https://pbs.twimg.com/profile_images/567555440901226496/ZYOPyE-m_normal.jpeg","","17605","https://twitter.com/NewsHounds","user","https://x.com/NewsHounds","NewsHounds",,"Rupert Murdoch’s London Office Raided: No, the raid on Rupert Murdoch’s London office had nothing to do with the Russia investigation or Donald Trump. The European Commission is investigating anti-competitive practices in sports broadcasting. https://t.co/3O4lHzY82N https://t.co/IKvQbbLhD6","Tue Apr 10 23:33:59 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/833035440408125440/1645744823","Sat Feb 18 19:28:20 +0000 2017","retired RN, wife of retired USN Senior Chief, #Resistance #MeToo, #FBR; First they ignore you, then they laugh at you, then they fight you, then you win -M.G.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","131570","3342","4599","true","833035440408125440","false","false","false","Hermitage, PA","441","GandhiGal",,"false","https://pbs.twimg.com/profile_images/1777802534385586176/VFaTSB8c_normal.jpg","","127660","https://twitter.com/LisaLew64739529","user","https://x.com/LisaLew64739529","LisaLew64739529",,"Hey #MAGA why is Zuckerberg on the Hill today if Russia and Cambridge Analytical didn't interfere in our elections? Why is Mueller 's investigation a witch hunt considering the Trump campaign hired Cambridge Analytical? Trump and Fox are illogical.","Tue Apr 10 23:33:51 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/1202534797/1641095501","Thu Feb 21 00:26:57 +0000 2013","Writer and certified hot pot. owner of @romancealacart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","16832","1040","559","true","1202534797","false","false","false","Cincinnati, OH","2430","Amy 🐳n is maybe here","1487434669838712839","false","https://pbs.twimg.com/profile_images/1239297141778132992/6R2wMRXz_normal.jpg","","16852","https://twitter.com/AmyKWhalen","user","https://x.com/AmyKWhalen","AmyKWhalen",,"Q is for Kucinich to clarify views on trump. He’s called Russia investigation a hoax amongst other things. Says he’s splits with trump on infrastructure, wall, and many other things. Says he will always be willing to speak out","Tue Apr 10 23:31:48 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/844379549576114177/1490152536","Wed Mar 22 02:45:47 +0000 2017","Pay no attention to deceitful FAKE NEWS claiming that my tweets are from the FAILING ONION. SAD!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","9","12","3","false","844379549576114177","false","false","false","WINTER WHITE HOUSE (NORTH)","0","SadTrumpBot",,"false","https://pbs.twimg.com/profile_images/844384662554263552/NahfQkTf_normal.jpg","","35215","https://twitter.com/SadTrumpBot_SAD","user","https://x.com/SadTrumpBot_SAD","SadTrumpBot_SAD",,"Blood Drains From Mueller’s Face After Realizing Russia Investigation Might Go All The Way To White House. SAD!","Tue Apr 10 23:31:31 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/480135960/1483126702","Wed Feb 01 04:52:24 +0000 2012","Like California weather.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2773","592","1066","false","480135960","true","false","false","Orinda, CA USA","3226","Dan DeBusschere",,"false","https://pbs.twimg.com/profile_images/636750470153834496/nDpT9ixX_normal.jpg","","34145","https://twitter.com/DanDeBusschere","user","https://x.com/DanDeBusschere","DanDeBusschere",,"@amberinzaman Big problem is Russia has no credibility. I think they vetoed a UN sponsored investigation effort in the #UNSC today. Does not help their credibility. If Putin wants to avoid a conflict with Trump, he needs to be more transparent. @MIG29_","Tue Apr 10 23:28:22 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/4839064522/1663107824","Sat Jan 23 16:32:52 +0000 2016","#Resistance #StandWithUkraine #NeverForget #NeverForgive 
Trump is A Criminal #LockHimUp! #JusticeMatter 
#AnimalLivesMatter, Be kind to all animals 🐘🐧🦧🐈🐕",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","41096","13054","14134","true","4839064522","false","false","false","New York","141","Arusbarus Karo-2",,"false","https://pbs.twimg.com/profile_images/918907533649154048/gvzY1nAB_normal.jpg","","152464","https://twitter.com/BarusArus","user","https://x.com/BarusArus","BarusArus",,"Trump keeps appointing Republicans to oversee the Russia investigation and it keeps backfiring: https://t.co/nO8vLFUQaV via @slate","Tue Apr 10 23:27:38 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/719202585639460864/1668184454","Sun Apr 10 16:37:13 +0000 2016","Army Veteran  #Army  101st Air Assault  #AmericaFirst  #MAGA  #2A #Constitution  #COLT  #WINCHESTER  #AR-15  #DraintheSwamp  #NRA",,,,,,,,,,,,,,,,,,,,,,,,,,"youtube.com/watch?v=e_b64k…","https://www.youtube.com/watch?v=e_b64kDTzKo&feature=youtu.be&a=","0","23","https://t.co/7IRAsoG6PE","0","148713","12734","13632","true","719202585639460864","false","false","false","Virginia ","7759","MAGA Style Tod Chappuis","1293859487611269120","false","https://pbs.twimg.com/profile_images/1213697171142381568/pihYTanM_normal.jpg","","196461","https://twitter.com/tod1776","user","https://x.com/tod1776","tod1776",,"@RepMaxineWaters Rosenstein's results from Mueller's investigation to Congress about Trump Admin Colluding with Russia reported NO RUSSIA COLLUSION with the TRUMP Campaign !!!  What about the Democrats paying for the #FusionGPS Fraud Russia Dossier ?","Tue Apr 10 23:25:33 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/1884366960/1456788076","Thu Sep 19 21:08:06 +0000 2013","Writer/photojournalist",,,,,,,,,,,,,,,,,,,,,,,,,,"Sulizan.biz","http://Sulizan.biz","0","23","https://t.co/vqLCigXCIi","0","267222","2213","269","true","1884366960","false","false","false","Texas, USA","122","Sue Groves","1636224328978055171","false","https://pbs.twimg.com/profile_images/704432475464794112/Xoi_6X9R_normal.jpg","","310678","https://twitter.com/VideSulizan","user","https://x.com/VideSulizan","VideSulizan",,"TRUMP, REPUBLICANS move ahead w BUDGET DOUBLE-CROSS, https://t.co/nyuJ0NusX0 State Dept was SUPPOSED to spend $120 MIL to COUNTER FOREIGN MEDDLING in US elections; DIDN'T. TRUMP ADMINI had AUTHORITY under LAW to SANCTION RUSSIA for ELECTION-related CONDUCT; DIDN'T.","Tue Apr 10 23:46:31 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/1015531123/1452081546","Sun Dec 16 16:09:08 +0000 2012","#MakeLyingWrongAgain #HowsTHATGrabya #WeAreNOTGoingBACK #PublicCampaignFinance #AllYouNeedIsLove",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","36544","3616","4680","false","1015531123","false","false","false","Texas, USA","2949","ScottieTakesOn",,"false","https://pbs.twimg.com/profile_images/2983971842/ae6ea86d8ea7f91883f1fb7de310d0c3_normal.png","","65143","https://twitter.com/ScottieTakesOn","user","https://x.com/ScottieTakesOn","ScottieTakesOn",,"@Amy_Siskind All together now, R's: ""Huh, we DID NOT see that COMING!"" As if they haven't ALL known abt Russia's meddling/interference/hacking/fake news/use of bots ALL ALONG. NO WAY did Ryan/MitchyMc/RudyG/Christie/Pence/Priebus ET AL not KNOW well b4 the election. They were GOOD with it.","Tue Apr 10 23:46:00 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/902513020198375425/1532801691","Tue Aug 29 12:47:26 +0000 2017","Open minded for conservative values.  logic is what I do.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2847","23","16","false","902513020198375425","false","false","false","New York, NY","12","Sean Dean",,"false","https://pbs.twimg.com/profile_images/1023270809702416384/VDQXm6t4_normal.jpg","","2181","https://twitter.com/_SeanDean","user","https://x.com/_SeanDean","_SeanDean",,"@SteveoCO21 @BobnotBot @realDonaldTrump Well, given they all had anything to do with Russians meddling with 2016 election, elaborate how their indictments have anything to do with Trump.  Please, don't be shy with details.","Tue Apr 10 23:45:10 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/458796368/1666536177","Sun Jan 08 23:32:53 +0000 2012","Trial & Appellate Lawyer. Computer Law, Criminal Law, Constitutional Law.  CFAA: https://t.co/LOzvw59rtv Art by @courtart","tinyurl.com/2bvrnasy","http://tinyurl.com/2bvrnasy","81","104","https://t.co/LOzvw59rtv",,,,,,,,,,,,,,,,,,,,,"torekeland.com","https://torekeland.com","0","23","https://t.co/pRbX9EmF9r","0","51290","13968","7492","true","458796368","true","false","false","Brooklyn","498","Tor Ekeland","1011002957406588928","false","https://pbs.twimg.com/profile_images/1585781857961902080/Shl__hyh_normal.jpg","","45516","https://twitter.com/TorEkelandPLLC","user","https://x.com/TorEkelandPLLC","TorEkelandPLLC",,"What’s just as disturbing to me in all of this as Trump’s behavior is the central role the FBI has played in it throughout. From @Comey and the SDNY FBI meddling in the election to Mueller and SDNY FBI working to take Trump down. 🤔","Tue Apr 10 23:44:36 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/891091330566426624/1560346872","Sat Jul 29 00:21:43 +0000 2017","https://t.co/CcNvAopY2A
https://t.co/ABdJMJ5DwE 
@Truth2@Mastodon.world

😎 #Resist 🌻 ⚖️🇺🇦 🗽 🌊","kca68.bsky.social","http://kca68.bsky.social","0","23","https://t.co/CcNvAopY2A","Post.news/@/Addison1","http://Post.news/@/Addison1","24","47","https://t.co/ABdJMJ5DwE",,,,,,,,,,,,,,,,,,,,,"0","28985","15832","14087","true","891091330566426624","false","false","false","NYC born & raised 🍎  now  ☀","6208","Truth ☯️ ♎",,"false","https://pbs.twimg.com/profile_images/1855748095440510976/qi7pxPx4_normal.jpg","","81881","https://twitter.com/KCAddison68","user","https://x.com/KCAddison68","KCAddison68",,"@whereiskennedy Their user agreement sucks?  Ever see your buddies at banks user agreements, car leases, any pharmaceuticals?  Give me a break!  This GOP led Congress has some nerve going after Zuck when YOU'VE done NOTHING about Russian election meddling for over a year!  FRAUD","Tue Apr 10 23:44:05 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/848296527688736768/1650936930","Sat Apr 01 22:10:27 +0000 2017","#proudresister #BLM
#GlorytoUkraine 
#VoteBlueNoMatterWho 

Adam loves the kids! 
Animal lover!
Obama will always be my President 

Dreamers are citizens!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","27239","1640","1613","false","848296527688736768","false","false","false","","119","Adam","1233603959027224576","false","https://pbs.twimg.com/profile_images/1526214597786542086/oMvb9HyM_normal.jpg","","19422","https://twitter.com/Adam_loveshugs","user","https://x.com/Adam_loveshugs","Adam_loveshugs",,"@CNN @CNNPolitics This has to be some sort of ""distraction,"" leave #MarkZuckerburg alone! What is the Trump admin going to do about Russia's meddling in the 2016 election?","Tue Apr 10 23:41:45 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/16657699/1643002233","Wed Oct 08 22:43:25 +0000 2008","News, Sports, Weather, Traffic & the Best of the Bay Area. Tag your 📸 : #KPIX Download the CBS News App for live updates",,,,,,,,,,,,,,,,,,,,,,,,,,"kpix.com","http://kpix.com","0","23","https://t.co/1ExWxU2pi1","0","2238","122617","2263","true","16657699","false","false","false","San Francisco Bay Area","29402","CBS News Bay Area",,"false","https://pbs.twimg.com/profile_images/1605250222036176896/IbIx_DZS_normal.jpg","","238513","https://twitter.com/KPIXtv","user","https://x.com/KPIXtv","KPIXtv",,"Facebook CEO Mark Zuckerberg confirmed Tuesday that his company is cooperating with special counsel Robert Mueller in its investigation into Russian meddling in the 2016 election. https://t.co/FGVbp4msDd","Tue Apr 10 23:32:01 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/360214917/1677120117","Mon Aug 22 21:38:07 +0000 2011","Award-winning 🇨🇦🇬🇾 Journalist & Economist. Host of @badandbitchy. Columnist @thehilltimes. Habitual line-stepper",,,,,,,,,,,,,,,,,,,,,,,,,,"badandbitchy.com","http://badandbitchy.com","0","23","https://t.co/I6mF68l0Kz","0","26253","21624","1805","true","360214917","false","false","false","Unceded Algonquin Territory ","16134","Erica Ifill (@wickdchiq.bsky.social)","1860695112226926966","false","https://pbs.twimg.com/profile_images/1628586276117962752/Z1J75-ld_normal.jpg","","274039","https://twitter.com/wickdchiq","user","https://x.com/wickdchiq","wickdchiq",,"What the effort does the expanding size of our network have to do with Facebook's data breach? This is not the ""philosophy of social networking"". We are talking about Congressional hearings on  Russia's meddling in the US election, @CamAnalytica, FB data breach #cdnmedia https://t.co/JJWxsvf3vZ","Tue Apr 10 23:24:22 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/32547678/1425004564","Fri Apr 17 20:06:44 +0000 2009","Emmy/Golden Mike award-winning journalist 🎙️ @ABC7 Digital News Producer | Content creator | Workaholic but always trying to find life balance.",,,,,,,,,,,,,,,,,,,,,,,,,,"linktr.ee/oflores","https://linktr.ee/oflores","0","23","https://t.co/vF1rLljk0P","0","1724","1853","1068","true","32547678","false","false","false","Los Angeles, CA","11462","Oscar Flores",,"false","https://pbs.twimg.com/profile_images/731660857487155200/UJ1secd2_normal.jpg","","36348","https://twitter.com/oflores","user","https://x.com/oflores","oflores",,"Facebook CEO Mark Zuckerberg confirmed Tuesday that his company is cooperating with special counsel Robert Mueller in its investigation into Russian meddling in the 2016 election. https://t.co/tENq7ONtq9","Tue Apr 10 23:22:01 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/14173315/1731686804","Tue Mar 18 23:19:17 +0000 2008","News updates from around the 🌎, all day, every day.",,,,,,,,,,,,,,,,,,,,,,,,,,"NBCNews.com","http://NBCNews.com","0","23","https://t.co/2f2PctyT1n","0","733","9404620","1330","true","14173315","true","false","false","New York, NY","96172","NBC News",,"false","https://pbs.twimg.com/profile_images/1726675942938980352/bxKUxCUp_normal.jpg","","414955","https://twitter.com/NBCNews","user","https://x.com/NBCNews","NBCNews","Business","Mark Zuckerberg sat in the hot seat as senators fired off questions about how he plans to address Facebook's growing list of issues — from preventing election meddling to protecting users' privacy.

Here's what you need to know so far. https://t.co/Ax8N7Tpz49","Tue Apr 10 23:18:29 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/50879834/1369509856","Fri Jun 26 02:15:59 +0000 2009","Just an old sinner, saved by Grace. 58-year-old married, father of two, grandfather of two. Freelance Journalist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","29189","1273","3365","true","50879834","false","false","false","Fitchburg, MA","3307","Bill Gilman",,"false","https://pbs.twimg.com/profile_images/794765657141346304/y2YpWcR-_normal.jpg","","65730","https://twitter.com/bgilman66","user","https://x.com/bgilman66","bgilman66",,"@mickbrizzie @brithume His task was NEVER to prove if trump colluded or not. It was to completely investigate russia’s meddling in the election.
Only trump thought it was all about him.","Tue Apr 10 23:16:31 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/360729354/1604883933","Tue Aug 23 17:34:26 +0000 2011","Repository of doggerel and ephemera. Dad. Bowler. Mental health, trade unionism, mental health. Recovering reporter. 3-time Jeopardy champ. he/him",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2057","645","583","true","360729354","false","false","false","Toronto, Ontario, Canada","2160","Kevin Wilson",,"false","https://pbs.twimg.com/profile_images/1325605408548003840/-fbnKSxL_normal.jpg","","22176","https://twitter.com/kvonbling","user","https://x.com/kvonbling","kvonbling",,"@bryanbehar @JoanneCangal You forgot Russia meddling in the election. Wonder what trumpa lumpa calls that.","Tue Apr 10 22:57:42 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/785795854183440385/1551737786","Tue Oct 11 10:55:05 +0000 2016","I am a progressive, animal loving attorney with a long political memory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","19117","7183","7562","true","785795854183440385","false","false","false","New York","190","Mosh","1353344515055247361","false","https://pbs.twimg.com/profile_images/1483435769398280197/u23SKHhM_normal.jpg","","98826","https://twitter.com/joeyandmosh","user","https://x.com/joeyandmosh","joeyandmosh",,"@brycetache 2) And, worse, if the RNC laundered UAE and Russian money through their pacs as some suggest what won’t they do to avoid a reckoning? A blue wave depends on safeguarding the election from Putin’s meddling and so far the Rs have done next to nothing to effectively stop him -","Tue Apr 10 22:52:08 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/50879834/1369509856","Fri Jun 26 02:15:59 +0000 2009","Just an old sinner, saved by Grace. 58-year-old married, father of two, grandfather of two. Freelance Journalist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","29189","1273","3365","true","50879834","false","false","false","Fitchburg, MA","3307","Bill Gilman",,"false","https://pbs.twimg.com/profile_images/794765657141346304/y2YpWcR-_normal.jpg","","65730","https://twitter.com/bgilman66","user","https://x.com/bgilman66","bgilman66",,"@brithume Brit .... one more time ... THIS WAS NEVER ABOUT TRUMP COLLUDING PERSONALLY WITH THE RUSSIANS. It was about the Russians meddling in the election. And as an aside, TEAM TRUMP COLLUDED (proven) and Trump covered it up (almost proven)","Tue Apr 10 22:49:29 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/877167363501826048/1497968874","Tue Jun 20 14:12:51 +0000 2017","Latest Top #news from all popular sources.   We're on Facebook too: https://t.co/O0vfTsMANk  
* https://t.co/xBJzIPMBHt
* https://t.co/uzGqBkBHGa
* https://t.co/IMLrsvtAMn
* https://t.co/kiRQaSZHPa","fb.me/s4news","http://fb.me/s4news","68","91","https://t.co/O0vfTsMANk","s4news.com","http://www.s4news.com","96","119","https://t.co/xBJzIPMBHt","s4news.in","http://www.s4news.in","122","145","https://t.co/uzGqBkBHGa","s4news.de","http://www.s4news.de","148","171","https://t.co/IMLrsvtAMn","s4news.ru","http://www.s4news.ru","174","197","https://t.co/kiRQaSZHPa","s4news.com","https://www.s4news.com/","0","23","https://t.co/XnjsZofcoU","0","327","59","685","false","877167363501826048","false","false","false","","0","S4news.com",,"false","https://pbs.twimg.com/profile_images/877848362552262656/9v8NCr8s_normal.jpg","","37366","https://twitter.com/S4news_com","user","https://x.com/S4news_com","S4news_com",,"'This is an arms race': #Zuckerberg has 'confidence' Facebook will handle 2018 election meddling https://t.co/yqRMagI1UA","Tue Apr 10 22:45:03 +0000 2018"
