"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/longDescription/entities/0/fromIndex","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/__typename","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/legacy/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/rest_id","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/type","author/affiliatesHighlightedLabel/label/longDescription/entities/0/toIndex","author/affiliatesHighlightedLabel/label/longDescription/text","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,,,,,,"false","true",,"Tue Dec 08 01:01:40 +0000 2015","Lifelong liberal Democrat.
Retired TV newswriter.",,,,,,,,,,,"jackpolakoff.blogspot.com","http://jackpolakoff.blogspot.com/","0","23","https://t.co/YjxjjLYsoM","0","3463","6403","6007","true","4491531140","false","false","false","New York City","116432","Jack Polakoff",,"false","https://pbs.twimg.com/profile_images/1493627287916494855/B1hSaOTm_normal.jpg","","137427","https://twitter.com/JackPolakoff","user","https://x.com/JackPolakoff","JackPolakoff",,"Trump claims the investigation into possible conspiracy with Russia is a Democratic plot
  #MuellerInvestigation #ProtectMueller #ImpeachTrump #TrumpRussia #TrumpLies #Resist #Resign #MuellerTime #UniteBlue #TrumpTrain #MAGA #PutinPuppet #Puppet #Kremlingate https://t.co/rEzyt34Kjn","Sat Apr 21 23:48:34 +0000 2018"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/75454053/1508946627","Sat Sep 19 02:47:51 +0000 2009","Endless Tweets about anything for fun.",,,,,,,,,,,"twitter.com/hanchow","https://twitter.com/hanchow","0","23","https://t.co/X5PQbLPEEe","0","31","241","401","true","75454053","false","false","false","California, USA","119","Hanchow Lee",,"false","https://pbs.twimg.com/profile_images/703017928006893568/yv4B0SR7_normal.jpg","","9557","https://twitter.com/hanchow","user","https://x.com/hanchow","hanchow",,"Amid #Russia collusion and meddling investigation still ongoing by special counsel #Mueller and politicians facing midterms to be held in November #Trump-#Kim meeting could be ended up as a sideshow given both leaders lacking of diplomatic experience. #トランプ #金正恩 #北朝鮮","Sat Apr 21 23:46:05 +0000 2018"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/18956073/1719427727","Tue Jan 13 22:16:00 +0000 2009","Political news and commentary from the Washington Examiner. https://t.co/IV2haseKib

#RestoringAmerica","washingtonexaminer.com","http://washingtonexaminer.com","60","83","https://t.co/IV2haseKib",,,,,,"washingtonexaminer.com","https://www.washingtonexaminer.com","0","23","https://t.co/rUG6hFZCFo","0","741","356580","451","true","18956073","true","false","false","Washington, DC","236334","Washington Examiner","1857427333021315179","false","https://pbs.twimg.com/profile_images/1049003685639081986/zX2rN7zN_normal.jpg","","758072","https://twitter.com/dcexaminer","user","https://x.com/dcexaminer","dcexaminer","Business","Trump eases up on Mueller and Rosenstein with eye on bringing Russia investigation to a close https://t.co/gJgr3Rre2b https://t.co/WxeNQVy5Ue","Sat Apr 21 23:46:02 +0000 2018"
,,,,,,,,,,,"false","false",,"Sun Sep 13 05:09:25 +0000 2009","Supporter of the First Amendment! Supporter of Journalists. Defender of a Free Press!",,,,,,,,,,,,,,,,"0","124706","5212","4910","true","73819329","false","false","false","MI","1694","Mark",,"false","https://pbs.twimg.com/profile_images/1086446658957791233/82Z0mXce_normal.jpg","","129542","https://twitter.com/MAGMAUS","user","https://x.com/MAGMAUS","MAGMAUS",,"@realDonaldTrump I didn't know that Robert Mueller was made up of several people who meet to discuss the Russia investigation.  Wow, I think most fourth graders know the difference between counsel and council, Mr. Trump.","Sat Apr 21 23:41:48 +0000 2018"
,,,,,,,,,,,"false","false",,"Wed Oct 30 22:32:41 +0000 2013","",,,,,,,,,,,,,,,,"0","4610","58","437","true","2165578824","false","false","false","","4","Shirley Ann Freeman",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","3903","https://twitter.com/portcharlotte25","user","https://x.com/portcharlotte25","portcharlotte25",,"@USAGSessions  To this layperson reasonable limit should be placed on investigation by Mueller team &amp; NY USAtty to stem only from evidence of improper cooperation with Russia to rig campaign occurring in 3-yr time frame before-during Trump 2016PresidentialCampaign NoWitchHunt USA","Sat Apr 21 23:28:44 +0000 2018"
,,,,,,,,,,,"false","true",,"Sat Oct 25 10:07:55 +0000 2014","https://t.co/K9vNj1Iog1","linkedin.com/pub/bill-harwo…","http://www.linkedin.com/pub/bill-harwood-lion/a/aa5/a18/","0","23","https://t.co/K9vNj1Iog1",,,,,,,,,,,"0","993","573","1761","true","2843424285","false","false","false","Ruther Glen, Va-Dennis, Ma","625","Bill Harwood",,"false","https://pbs.twimg.com/profile_images/728796110278426624/D3dDj_Un_normal.jpg","","28425","https://twitter.com/Bearinamsterdam","user","https://x.com/Bearinamsterdam","Bearinamsterdam",,"Trump has turned to Rudy Giuliani for help with the Russia investigation, which increasingly poses danger for the president &amp; his inner circle. Giuliani’s addition to Trump’s legal team could affect the president’s probe. 
https://t.co/jU06iUCchQ …
https://t.co/nynmWG5CFf","Sat Apr 21 23:24:50 +0000 2018"
,,,,,,,,,,,"false","false",,"Sun Dec 04 15:37:58 +0000 2016","""...and we can make America what America must become."" - James Baldwin",,,,,,,,,,,,,,,,"0","9","8","0","false","805435987803459584","false","false","false","","786","williammonroetrotter",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","4234","https://twitter.com/monroetrotter","user","https://x.com/monroetrotter","monroetrotter",,"@dmartosko The memos confirm that @POTUS more concerned about protecting his image than about protecting United States. Much in #Dossier has been confirmed. @realDonaldTrump possibly might not have colluded, but it sure looks like RUSSIA has kompromat on Trump. Investigation must continue. https://t.co/afjQkwuSkL","Sat Apr 21 23:18:46 +0000 2018"
,,,,,,,,,,,"true","false","https://pbs.twimg.com/profile_banners/1659661788/1598708308","Sat Aug 10 09:24:08 +0000 2013","This account is no longer active please follow @TimesPictures",,,,,,,,,,,"thetimes.co.uk","http://www.thetimes.co.uk","0","23","https://t.co/GAsNZjVp0D","0","28894","12150","3425","true","1659661788","false","false","false","Instagram @STStories","5894","SundayTimesPictures","1299594597014949891","false","https://pbs.twimg.com/profile_images/1299705297188073473/xKg4hQNc_normal.jpg","","12269","https://twitter.com/STPictures","user","https://x.com/STPictures","STPictures",,"The G-Man on Trump's tail. Former FBI chief @Comey tells @tobyharnden how it feels to be at the centre of the political firestorm sparked by the Russia investigation @ST_Newsreview #JamesComey #TrumpRussia 📷 Adam Nadel
https://t.co/znG1oUvS8M https://t.co/8OTy3Plv9w","Sat Apr 21 23:17:03 +0000 2018"
,,,,,,,,,,,"false","true",,"Sat Feb 13 20:40:44 +0000 2016","",,,,,,,,,,,,,,,,"0","24710","59","179","true","4903530031","false","false","false","","10","Gary Driscoll",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","1302","https://twitter.com/realGaryInTexas","user","https://x.com/realGaryInTexas","realGaryInTexas",,"@realDonaldTrump Trump doesn't have to fire Rosenstein - he can just order him to recuse  himself from the Russia investigation based on a conflict of interest  (he signed a possible illegal FISA warrant making him a party or witness).","Sat Apr 21 23:16:51 +0000 2018"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/620737275/1468015418","Thu Jun 28 05:00:18 +0000 2012","",,,,,,,,,,,,,,,,"0","105258","1000","724","false","620737275","false","false","false","Texas","1782","Alcoholophile","1564087660028755969","false","https://pbs.twimg.com/profile_images/829371966683480064/FU8vnRRW_normal.jpg","","103488","https://twitter.com/alcoholophile","user","https://x.com/alcoholophile","alcoholophile",,"Trump’s 9th tweet and 14th lie today about the Russia investigation https://t.co/amfh1hd8Si","Sat Apr 21 23:08:35 +0000 2018"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/734049427388669952/1730883006","Sat May 21 15:53:16 +0000 2016","",,,,,,,,,,,,,,,,"0","191829","6179","3352","true","734049427388669952","false","false","false","Chicago, IL","3514","Conscious Observer",,"false","https://pbs.twimg.com/profile_images/1814346558097260544/F9C-xsso_normal.jpg","","78256","https://twitter.com/conscious_obsrv","user","https://x.com/conscious_obsrv","conscious_obsrv",,"@ric_oshay @DearAuntCrabby Thanks for the back and forth. I dont see evidence of trump colluding with russia. Have you read the oig report on mccabe? This was not a partisan investigation, it was referred by james comey. Really worth a read","Sat Apr 21 23:05:04 +0000 2018"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/47847546/1640270432","Wed Jun 17 03:54:53 +0000 2009","I mostly just sit around and try to be witty.",,,,,,,,,,,,,,,,"0","17117","208","444","true","47847546","false","false","false","North Alabama","1621","Michael Rodgers",,"false","https://pbs.twimg.com/profile_images/1484327235444084739/jdy3P0Uj_normal.jpg","","15667","https://twitter.com/sagafood","user","https://x.com/sagafood","sagafood",,"So let's try saying the same of the collusion stuff. Sounds like Martosko is advocating for cooperation.

""Collusion doesn't exist. It's fake. Let's lay it to rest.""

or

""The Trump-Russia investigation is a WITCH HUNT! Sore loser Democrats! FAKE NEWS!""

Yep. Logic checks out. 😐 https://t.co/hzFcGSjAa6","Sat Apr 21 22:59:43 +0000 2018"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/897947012171157504/1558139635","Wed Aug 16 22:23:45 +0000 2017","Truth Provider posting facts that matter.Liberal activist fighting for  truth,voting rights,democracy and accountability.#resist#resistance#SaveDemocracy#blm",,,,,,,,,,,,,,,,"0","1954","1613","3014","false","897947012171157504","false","false","false","San Francisco","5163","William James",,"false","https://pbs.twimg.com/profile_images/897953911897587712/cMJ4BMpY_normal.jpg","","29193","https://twitter.com/jigsawtman","user","https://x.com/jigsawtman","jigsawtman",,"Trump says  Mueller’s Russia probe is illegal; it’s not https://t.co/kNgU5IU8d9
The confessions &amp; testimonies are legit and will show the Russians and the Trump camp were in bed together.That’s collusion. Anyone who tried to halt the investigation obstructed justice.","Sat Apr 21 22:52:47 +0000 2018"
,,,,,,,,,,,"true","false","https://pbs.twimg.com/profile_banners/301630105/1604763920","Thu May 19 19:52:10 +0000 2011","Now only on BlueSky!
https://t.co/e47bRVnArD

° Inclusive atheist
° Willing to discuss anything","bsky.app/profile/nociti…","https://bsky.app/profile/nocitizensunited.bsky.social","21","44","https://t.co/e47bRVnArD",,,,,,,,,,,"0","487478","1889","2269","true","301630105","false","false","false","United States","2466","No Citizen's United 🇺🇸","1860717847355281551","false","https://pbs.twimg.com/profile_images/1062368057778151424/JmcQX_O5_normal.jpg","","59306","https://twitter.com/BostonStuff","user","https://x.com/BostonStuff","BostonStuff",,"@RoughCarrigan @zeningge @MarkWarner I know that a known Russian spy talked with trump campaign members without their informing the FBI
I know that, despite Russia stealing the Crimea, there's lots of ""business"" being conducted &amp; Manafort was involved
I know that the investigation will continue to indict
Patience","Sat Apr 21 22:50:09 +0000 2018"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/26362805/1727535282","Tue Mar 24 23:51:42 +0000 2009","He/Him",,,,,,,,,,,,,,,,"0","48777","661","681","false","26362805","false","false","false","","4830","Valentino","1742979224179466442","false","https://pbs.twimg.com/profile_images/1748493798664024064/kH7Xu3iq_normal.jpg","","30137","https://twitter.com/Valentine84_x","user","https://x.com/Valentine84_x","Valentine84_x",,"@dmartosko @realDonaldTrump He is guilty as sin. Trump wanted the FBI to have a conclusion before the investigation. Same with Russia. Trump has his own conclusion that he wants and is pushing for even before the investigation is complete. Your investigation leads to conclusion not vice versa.","Sat Apr 21 22:49:19 +0000 2018"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/817230185770655744/1484286485","Fri Jan 06 04:43:54 +0000 2017","I run a project to fight Fake News and misinformation in all of its forms. I never imagined so much of it would come from the 
(now former) President...",,,,,,,,,,,"youtube.com/user/KrazieKan…","https://www.youtube.com/user/KrazieKanuk","0","23","https://t.co/iNuIMEQ5FH","0","28758","451","694","true","817230185770655744","false","false","false","Toronto, Ontario","1502","Matthew Thompson","1016713446425948160","false","https://pbs.twimg.com/profile_images/1362697649384783872/moFuMJMc_normal.jpg","","8013","https://twitter.com/Krazie_Kanuck","user","https://x.com/Krazie_Kanuck","Krazie_Kanuck",,"@dmartosko @realDonaldTrump It can’t actually, you’re previous argument concerned Trump’s fixation with clearing his name from the ‘golden shower’ accusation.

Trump requesting Comey disprove that claim from the Steele Dossier is not the same as Trump asking for a full investigation into Russia interference","Sat Apr 21 22:33:05 +0000 2018"
,,,,,,,,,,,"true","false",,"Sun Oct 23 03:26:47 +0000 2011","",,,,,,,,,,,,,,,,"0","20824","211","342","false","396328855","false","false","false","","69","voted for President Harris",,"false","https://pbs.twimg.com/profile_images/1548446862025170946/tYJT7Atf_normal.jpg","","30504","https://twitter.com/CameronRonnie","user","https://x.com/CameronRonnie","CameronRonnie",,"It’s clear the president is throwing everything at the wall to see what sticks. First it was the dossier that got the Russia investigation started, now it’s Comey leaked memos. What do Russia and Cohen have on you trump? @realDonaldTrump @CNNPolitics @HouseGOP @DevinNunes","Sat Apr 21 22:21:14 +0000 2018"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/1152584509/1597339434","Wed Feb 06 01:41:13 +0000 2013","I refuse to let the media dictate my political narrative. We will rue the day the media destroyed Democracy. IFBA PATRIOTS. RT’s Do Not Imply Agreement.",,,,,,,,,,,,,,,,"0","12520","1602","3478","true","1152584509","false","false","false","United States","2749","N_Payo",,"false","https://pbs.twimg.com/profile_images/1293961484817465344/tz5P-zbb_normal.jpg","","41206","https://twitter.com/chillinginak","user","https://x.com/chillinginak","chillinginak",,"@dcpoll @chrislhayes @brianbeutler @IChotiner But 1.5 years later, we are still talking about Russia when Comey himself has said Trump is not under investigation. But,Hillary is out of bounds?","Sat Apr 21 22:14:20 +0000 2018"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/574807922/1679344572","Tue May 08 21:36:50 +0000 2012","Tired of media bias? Follow us for balanced news & 2,400 media bias ratings. Free yourself from filter bubbles: https://t.co/LYYFvNN17L","linktr.ee/AllSides","http://linktr.ee/AllSides","112","135","https://t.co/LYYFvNN17L",,,,,,"allsides.com","http://allsides.com","0","23","https://t.co/XvlhHRie34","0","7036","33147","582","true","574807922","true","false","false","United States","18538","AllSides",,"false","https://pbs.twimg.com/profile_images/1600596001747832832/1Y826Qnc_normal.jpg","","54473","https://twitter.com/AllSidesNow","user","https://x.com/AllSidesNow","AllSidesNow",,"#FromtheRight: Trump eases up on Mueller and Rosenstein with eye on bringing Russia investigation to a close | @dcexaminer  https://t.co/GMeCJS6wio https://t.co/TsTJMAuOaP","Sat Apr 21 22:10:04 +0000 2018"
,,,,,,,,,,,"false","false",,"Thu Nov 08 10:36:12 +0000 2012","",,,,,,,,,,,,,,,,"0","203","0","14","false","934190353","false","false","false","","1","Inkybob",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","672","https://twitter.com/Inkybob2","user","https://x.com/Inkybob2","Inkybob2",,"@FoxNews Don't fire Mueller.  Hopefully, he'll stop taking our money and end this investigation on his own.","Sat Apr 21 23:58:54 +0000 2018"
,,,,,,,,,,,"false","false",,"Tue Jun 15 18:57:39 +0000 2010","Environmentalist/progressive in NE. Thx for follows, RTs and favs! RTs do not necessarily mean I agree-only that I find the tweet interesting.",,,,,,,,,,,,,,,,"0","4929","326","759","false","155998467","false","false","false","","107","Kerry Mackin",,"false","https://pbs.twimg.com/profile_images/1300200546/Photosoldcomputer-4_010_normal.jpg","","70569","https://twitter.com/kerrymackin","user","https://x.com/kerrymackin","kerrymackin",,"At the risk of stating the obvious, if there really was no collusion between the Trump campaign and Russia, there would be no need for Trump to worry about the Mueller investigation. His frantic tweets convey his consciousness of guilt.","Sat Apr 21 23:55:22 +0000 2018"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/418004532/1398538008","Mon Nov 21 16:42:00 +0000 2011","",,,,,,,,,,,,,,,,"0","127942","469","701","true","418004532","false","false","false","Boston, MA","204","Michael Brent Morris",,"false","https://pbs.twimg.com/profile_images/1613179709575020546/YbOv9aSU_normal.jpg","","28082","https://twitter.com/MorrisMichaelB","user","https://x.com/MorrisMichaelB","MorrisMichaelB",,"@realDonaldTrump You make one move to hobble the Mueller investigation and it will be over for you. Mark my words.","Sat Apr 21 23:54:13 +0000 2018"
,,,,,,,,,,,"false","false",,"Fri Aug 25 21:07:39 +0000 2017","",,,,,,,,,,,,,,,,"0","23866","677","1074","true","901189353124311041","false","false","false","","1487","Concerned citizen","1344093337037529093","false","https://pbs.twimg.com/profile_images/1287526792308416514/ynOTeSEq_normal.jpg","","112822","https://twitter.com/kathyand37","user","https://x.com/kathyand37","kathyand37",,"CNN was complicit in helping Mueller investigation get off the ground.  They should pay for the investigation https://t.co/Z9D54KZDYl","Sat Apr 21 23:52:35 +0000 2018"
,,,,,,,,,,,"true","false","https://pbs.twimg.com/profile_banners/19155313/1475206759","Sun Jan 18 19:47:42 +0000 2009","“What are you doing for others?”",,,,,,,,,,,,,,,,"0","170","280","358","false","19155313","false","false","false","USA","171","Uday Sripathi",,"false","https://pbs.twimg.com/profile_images/1264565959714648065/ZvBiigaF_normal.jpg","","3848","https://twitter.com/UdaySripathi","user","https://x.com/UdaySripathi","UdaySripathi",,"@kw1979 @TsrTrump @ZakyEhsas @dmartosko @iaminthemoody @empirestatemind So why not let Mueller finish his investigation? If there is nothing, why is Trump panicking? All these tweets seem like an excuse that he wants to fire Mueller...","Sat Apr 21 23:49:48 +0000 2018"
