"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"true","true","https://pbs.twimg.com/profile_banners/51884939/1658429539","Sun Jun 28 23:41:45 +0000 2009","Navy vet. Xs/Os at @AcmePackingCo, West Coast Football , @NinersNation and @49ersall22, writer @footballzebras. SoCal native. Your favorite QB’s biggest critic.","westcoastfootball.substack.com","https://westcoastfootball.substack.com/","0","23","https://t.co/CsMIRpxbJ4","0","167999","7172","1134","true","51884939","true","false","false","Tacoma, WA","26338","Rich","1823144422663762010","false","https://pbs.twimg.com/profile_images/1830328465649799169/ZJM8H8JP_normal.jpg","","275566","https://twitter.com/richjmadrid","user","https://x.com/richjmadrid","richjmadrid","bring themselves to accept that the Russians are meddling in our election, despite US intel community consensus across several agencies. /2","Mon Oct 24 23:11:09 +0000 2016"
"true","true",,"Mon Aug 01 23:25:18 +0000 2016","deplorable me Hillary the killary",,,,,,"0","17363","1870","1249","true","760255112317116416","false","false","false","","416","Andrew Blandina",,"false","https://pbs.twimg.com/profile_images/767183727554277376/c_lp-aCT_normal.jpg","","367478","https://twitter.com/andyblandina","user","https://x.com/andyblandina","andyblandina","We condemn u my not so freind and the us does not have 17intel agency and u r the one meddling in the election misleading the people with me https://t.co/a3gyGbLxtX","Mon Oct 24 22:21:31 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/20686956/1724625716","Thu Feb 12 15:48:59 +0000 2009","Strong, Intelligent Woman * Author * Speaker * I do not respond to DMs.",,,,,,"0","176907","1488","2106","true","20686956","true","false","false","Proud Houstonian #TexasStrong","4868","Deb E","1857825393782272252","false","https://pbs.twimg.com/profile_images/637348718451163136/-LZr5nZs_normal.jpg","","60832","https://twitter.com/debspov","user","https://x.com/debspov","debspov","If the Russians are Really Meddling in Our Election via Wikileaks, Can They Please Keep It Up? https://t.co/Ij0bq9rHrq via @pastemagazine","Mon Oct 24 22:02:46 +0000 2016"
"false","true",,"Tue Nov 09 17:50:59 +0000 2010","Getting along as best I can....","profoundautomotive.com","http://www.profoundautomotive.com","0","23","https://t.co/wESR8FmWpG","0","167","216","700","false","213743712","false","false","false","Spanaway","24","Bernie Gray",,"false","https://pbs.twimg.com/profile_images/614287470117531648/h99Tvcm4_normal.jpg","","670","https://twitter.com/bernie691","user","https://x.com/bernie691","bernie691","@ARnews1936 Soros is a parasite of the world and the demoncrates should tell him to stop meddling in our election and through out the world","Mon Oct 24 21:06:38 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/321646852/1382268835","Tue Jun 21 22:28:53 +0000 2011","PhD student in ethics. Tweeting re politics, theology, society, justice, education, & philosophy. Mom, citizen. BA history, JD, M.Div.","durfeewest.com","http://www.durfeewest.com","0","22","http://t.co/sbfYHfdpHp","0","17351","2094","2545","false","321646852","false","false","false","Denver CO","308","Amy Durfee West",,"false","https://pbs.twimg.com/profile_images/1406987487/AmyMay6-11-21kb_normal.JPG","","59269","https://twitter.com/HeartOverdBars","user","https://x.com/HeartOverdBars","HeartOverdBars","If the Russians are Really Meddling in Our Election via Wikileaks, Can They Please Keep It Up?  https://t.co/01crb3brwJ","Mon Oct 24 13:45:57 +0000 2016"
"true","false","https://pbs.twimg.com/profile_banners/225967664/1618585889","Sun Dec 12 23:34:28 +0000 2010","Trying to keep my head high, my feet grounded, and my game moving.",,,,,,"0","39741","246","936","false","225967664","false","false","false","","169","Mike",,"false","https://pbs.twimg.com/profile_images/925143951396556800/7y7ZUYUz_normal.jpg","","22235","https://twitter.com/underage_CEO","user","https://x.com/underage_CEO","underage_CEO","Russia still maintaining they are not meddling in the US election? https://t.co/UBei3PY3OP","Mon Oct 24 13:37:54 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/732286674227593217/1485173862","Mon May 16 19:08:43 +0000 2016","She/Her. #Hufflepuff Outspoken about Social Justice. @therosemaryben’s mom @BNBuzz Bookseller. Books are food for the soul & I aim to be well fed","maybesbooks.blogspot.com","https://maybesbooks.blogspot.com","0","23","https://t.co/hx5JRJn1DP","0","34838","445","1162","true","732286674227593217","false","false","false","Massachusetts, USA","1127","(((Wendy)))","791244785642311680","false","https://pbs.twimg.com/profile_images/957523668636176384/Qc9TPlYU_normal.jpg","","16833","https://twitter.com/Wendyreads2live","user","https://x.com/Wendyreads2live","Wendyreads2live","A closed press nation meddling with our press freedoms and election. I think if hack had been of both parties content would be similar https://t.co/ec5Xoauf7x","Mon Oct 24 11:43:11 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/235840781/1721687356","Sun Jan 09 05:46:04 +0000 2011","“None of us has to fail for all of us to succeed."" ~ Kamala Harris, 8/22/24 #VoteCarolinaBlue💙 #HarrisWalz2024 UVA Alum 💙🧡",,,,,,"0","112741","970","4353","true","235840781","false","false","false","","110","GirlRaisedIntheSouth","1535817272001953797","false","https://pbs.twimg.com/profile_images/1815497354688057344/Wh3PmfDq_normal.jpg","","89162","https://twitter.com/LilYellowGirl","user","https://x.com/LilYellowGirl","LilYellowGirl","@mmckinnon giddy describing Wikileaks ""movie"" like it's entertainment.

Foreigners meddling in US Election isn't a ""show"".

It's a disgrace.","Mon Oct 24 10:55:43 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/480515620/1713976674","Wed Feb 01 15:51:35 +0000 2012","EP Feature films stream global. Wi†ch 101FilmsInt. HomelessAshes IndieRights. JITTERS. UNRAVEL dev Malta @zammit_marc. Shorts women-led awareness. IndieFilms 🎶","pro.imdb.com/name/nm9810348…","https://pro.imdb.com/name/nm9810348/overview","0","23","https://t.co/n6wJcQ7YTD","0","21487","3403","3091","true","480515620","true","false","false","Maine","2067","R","1618674902395129861","false","https://pbs.twimg.com/profile_images/1662970757385682946/0UfNxwD__normal.jpg","","27801","https://twitter.com/RDesroc","user","https://x.com/RDesroc","RDesroc","@sexy_librarian @ChloeNolann In 2011 election-meddling charges against Clinton by Putin re NGO. New RUS law followed https://t.co/4yE6Xf7AVZ","Mon Oct 24 05:06:01 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/694908425713614849/1666015533","Wed Feb 03 15:40:54 +0000 2016","Mom to Gyllden & her much loved & missed angel sisters Zumi, Faeden & Mory. Married to a most amazing man. Love science, nature, soccer, basketball & kindness!",,,,,,"0","31686","200","384","true","694908425713614849","false","false","false","Ontario, Canada","328","patrizia vandenbogerd 🇨🇦 🇩🇪",,"false","https://pbs.twimg.com/profile_images/1693266121057611776/kAvDX4u2_normal.jpg","","17888","https://twitter.com/Patz_Van","user","https://x.com/Patz_Van","Patz_Van","@jheil I think @MarkHalperin s last sentence abt Aussie in Equadoarian Emb in UK meddling with Dem Candidate in US Pres.Election says it all","Mon Oct 24 02:41:08 +0000 2016"
