"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/32978700/1401486429","Sat Apr 18 19:09:37 +0000 2009","Political junkie. Freelance writer. Lapsed cartoonist. 
Appreciator of originality, wit, the well-turned phrase.","webrapper.tumblr.com","http://www.webrapper.tumblr.com","0","22","http://t.co/O2YdnhLcfo","0","286011","6102","2918","true","32978700","false","false","false","Hawaii and Canada hinterlands","7874","Adriane Zane","1857309299191513206","false","https://pbs.twimg.com/profile_images/1863293783/ME_head_shot_normal.jpg","","176375","https://twitter.com/AdrianeZane","user","https://x.com/AdrianeZane","AdrianeZane","MT @LizEClark: Where is #Comey transparency about investigation of #Trump ties to Russia? No leaks there? No need for mega-public statement?","Fri Oct 28 23:35:39 +0000 2016"
"true","true","https://pbs.twimg.com/profile_banners/27803880/1406503013","Tue Mar 31 03:27:39 +0000 2009","he/him #Astrology #Art #Politics #Science #SanAntonio #LOVE #BLM #GBI #BTS DM me if U want me to view your chart using my 37 years of Astrological observations.",,,,,,"0","130203","4102","3016","true","27803880","false","false","false","SATX  USA  Central Time Zone","6148","The DOG-STAR is the brightest*AstroPuppy WAGS TAIL","1391433839533248515","false","https://pbs.twimg.com/profile_images/1235067816/astropup_normal.jpg","","99954","https://twitter.com/astro_puppy","user","https://x.com/astro_puppy","astro_puppy","@woodjl68 @matthewamiller Will Comey get pressure from the White House to give an update on the Russia-Trump-Wikileaks investigation too?🔍👀","Fri Oct 28 23:22:46 +0000 2016"
"true","false","https://pbs.twimg.com/profile_banners/1245111643/1513391233","Wed Mar 06 02:39:03 +0000 2013","True Blue/Orange in Red Alabama. Please don't write us off. I frequently break into profanity about Trump or the GOP. #WorldsDumbestTrump #TheDuhIsSilent","action.needtoimpeach.com","https://action.needtoimpeach.com","0","23","https://t.co/CVBtm29inp","0","45616","2137","2637","true","1245111643","false","false","false","Way down South ","4695","⚔️ 🐲 Cymmie Resists 🐉⚔️","950050283815686144","false","https://pbs.twimg.com/profile_images/883039756136972288/CgxqL05G_normal.jpg","","60202","https://twitter.com/bellatrova","user","https://x.com/bellatrova","bellatrova","When is Comey going to announce the investigation into Trump/PUTIN Russia hacks that he CALLED for.","Fri Oct 28 22:51:44 +0000 2016"
"false","true",,"Fri Jul 24 16:51:05 +0000 2009","",,,,,,"0","4827","26","214","false","59829502","false","false","false","Napa, CA","7","petunia",,"false","https://pbs.twimg.com/profile_images/851870981459070976/el4AJZ48_normal.jpg","","11069","https://twitter.com/petuniapple","user","https://x.com/petuniapple","petuniapple","@nytimes what do we know about the FBI investigation into Trump/Russia/Wikileaks? Will Comey give us an update into that?","Fri Oct 28 22:50:24 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/432121431/1682862750","Fri Dec 09 02:14:13 +0000 2011","TRANS Rights, prioritizing WANTS of few men over the NEEDS of all women.",,,,,,"0","19374","4251","4353","true","432121431","false","false","false","United States","3134","Agent 99",,"false","https://pbs.twimg.com/profile_images/1652672275227856897/2uKJ85Di_normal.jpg","","64932","https://twitter.com/agent_orangutan","user","https://x.com/agent_orangutan","agent_orangutan","Trump shud b blocked won't release taxes and no one knows the ties to Russia whose camp under FBI investigation with Manafort &amp; Roger Stone https://t.co/G7xjcTF9n9","Fri Oct 28 22:35:21 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/3074077823/1442810111","Fri Mar 06 03:23:46 +0000 2015","Resist - Democrat-Political Junkie--Hate injustice of any kind. Love Hillary!  Try to be kind but found my snarky side when I joined Twitter.",,,,,,"0","38082","2950","3809","true","3074077823","false","false","false","","5","Izzystreet4",,"false","https://pbs.twimg.com/profile_images/965991834806714368/qqAmTfjc_normal.jpg","","44975","https://twitter.com/Izzystreet4","user","https://x.com/Izzystreet4","Izzystreet4","Why haven't we heard about @FBI investigation into Trump &amp; Russia which should be going on unless they're pure political hacks?  #ImWitHer https://t.co/fLJ9LEA16I","Fri Oct 28 22:20:45 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/788463155605155840/1477333255","Tue Oct 18 19:34:00 +0000 2016","All about America","youtube.com/channel/UCedzo…","https://www.youtube.com/channel/UCedzoo3usdou6qekJOGT_hQ","0","23","https://t.co/3JUSSh9D8V","0","0","4","71","false","788463155605155840","false","false","false","","1385","Net's America",,"false","https://pbs.twimg.com/profile_images/790618706942373888/R7EePXtU_normal.jpg","","1385","https://twitter.com/WomenlikeTrump","user","https://x.com/WomenlikeTrump","WomenlikeTrump","Democrat Congressman Tim Ryan Blames Russia for FBI Re Opening Clinton Investigation: https://t.co/30cBNDVoHn qua @YouTube","Fri Oct 28 22:05:15 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/16564503/1731773898","Thu Oct 02 19:08:39 +0000 2008","Democracy WILL Prevail. Women WON'T GO BACK. Pro-Choice/Att'y/Prof./Texan helping to turn it BLUE. I STAND w. ISRAEL AND UKRAINE. I block rape deniers. NO DMS.",,,,,,"0","423905","5262","5884","true","16564503","false","false","false","everywhere","1745","((MRW))🇺🇸#🟦🇮🇱","1564265997892296705","false","https://pbs.twimg.com/profile_images/1843294228333383680/Kt-eJHq3_normal.jpg","","197142","https://twitter.com/marcyrw","user","https://x.com/marcyrw","marcyrw","So, it's OK 4 FBI to release cryptic letter abt. HRC witch hunt, but NOT OK 2 talk abt. investigation into Trump's Russia hacking cnxn? OK.","Fri Oct 28 22:03:46 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/432121431/1682862750","Fri Dec 09 02:14:13 +0000 2011","TRANS Rights, prioritizing WANTS of few men over the NEEDS of all women.",,,,,,"0","19374","4251","4353","true","432121431","false","false","false","United States","3134","Agent 99",,"false","https://pbs.twimg.com/profile_images/1652672275227856897/2uKJ85Di_normal.jpg","","64932","https://twitter.com/agent_orangutan","user","https://x.com/agent_orangutan","agent_orangutan","Total BS. I still want to hear from Comey re FBI investigation of Trump camp Manafort and Roger stone with Russia and Wiki https://t.co/VdrbEfCqOr","Fri Oct 28 21:46:53 +0000 2016"
"true","false","https://pbs.twimg.com/profile_banners/128429068/1730876122","Thu Apr 01 02:56:57 +0000 2010","Married w/Children, Liberal, White Male, CA Transplant Living in San Antonio #BroncosCountry #SFGiants #PorVida #Hawkeyes",,,,,,"0","762460","34021","30679","true","128429068","false","false","false","San Antonio, Texas","38049","Alamo_On_The_Rise 🫡 🇺🇲","1370097667192336394","false","https://pbs.twimg.com/profile_images/1854054954560036864/nn1eYTKT_normal.jpg","","240107","https://twitter.com/AlamoOnTheRise","user","https://x.com/AlamoOnTheRise","AlamoOnTheRise","Comey: While ur being transparent, how's your investigation into:
- Trump ties to Russia
- Trump Foundation fraud
- Trump/Bondi pay to play","Fri Oct 28 21:30:02 +0000 2016"
