"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/description/urls/3/display_url","author/entities/description/urls/3/expanded_url","author/entities/description/urls/3/indices/0","author/entities/description/urls/3/indices/1","author/entities/description/urls/3/url","author/entities/description/urls/4/display_url","author/entities/description/urls/4/expanded_url","author/entities/description/urls/4/indices/0","author/entities/description/urls/4/indices/1","author/entities/description/urls/4/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/17487795/1650944233","Wed Nov 19 15:26:17 +0000 2008","National journalism with local impact. McClatchy's Washington bureau serves 30 communities across the U.S. Share tips with us securely: https://t.co/X1Saw80Q4M","bit.ly/MCCsecure","http://bit.ly/MCCsecure","136","159","https://t.co/X1Saw80Q4M",,,,,,,,,,,,,,,,,,,,,"mcclatchydc.com","http://www.mcclatchydc.com","0","23","https://t.co/YBVz3pitQQ","0","923","36846","1300","false","17487795","false","false","false","Washington, D.C.","10236","McClatchyDC",,"false","https://pbs.twimg.com/profile_images/1518796306394849281/EZgzw9_-_normal.jpg","","79707","https://twitter.com/McClatchyDC","user","https://x.com/McClatchyDC","McClatchyDC","Speculation is growing that Russians may have arrested a source in U.S. probe of election meddling https://t.co/cycF7uhYPc https://t.co/C99mW8WPSa","Mon Jan 30 01:00:01 +0000 2017"
"false","true",,"Mon Dec 07 03:30:04 +0000 2015","Wisdom knowledge and understanding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","62","8","13","false","4400617701","false","false","false","Tennessee, USA","5","Horomsi1011",,"false","https://pbs.twimg.com/profile_images/885979876645363712/_EdbqfQA_normal.jpg","","94","https://twitter.com/horomsi1011","user","https://x.com/horomsi1011","horomsi1011","Trump has successfully thwarted media attention from Russians election meddling .No that everyone is busy worrying the impossible. Hm# noban","Mon Jan 30 00:37:44 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/738962621362118656/1645805965","Sat Jun 04 05:16:33 +0000 2016","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","171728","5018","5718","true","738962621362118656","false","false","false","United States","234","Colleen","1424581371587022850","false","https://pbs.twimg.com/profile_images/1497244806203863044/koRpauRS_normal.jpg","","190861","https://twitter.com/KnudsenColleen","user","https://x.com/KnudsenColleen","KnudsenColleen","@SenSchumer Equally important to stop Sessions. He will stop investigation into Trump &amp; team cooperation and money ties to Russia. Vote no.","Mon Jan 30 22:25:14 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/411270221/1605300681","Sun Nov 13 06:17:07 +0000 2011","🇹🇹NAVY Vet🇺🇸 I took an Oath to Support/Defend U.S. Constitution NOT pledge allegiance to a person or cult!",,,,,,,,,,,,,,,,,,,,,,,,,,"vote.gov","https://vote.gov/","0","23","https://t.co/Q6zLUchb3H","0","18305","8483","8689","true","411270221","false","false","false","California, USA","1155","Veterans4Democracy","1719177537031663822","false","https://pbs.twimg.com/profile_images/834067342724259840/aqgHiC4h_normal.jpg","","7917","https://twitter.com/Jade_Rousseau","user","https://x.com/Jade_Rousseau","Jade_Rousseau","@SenKaineOffice You Can STOP TRUMP AGENDA Do NOT Consent UNTIL Investigation of Election Ties to Russia is COMPLETE
https://t.co/zH6j6qfmGf","Mon Jan 30 22:22:59 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/411270221/1605300681","Sun Nov 13 06:17:07 +0000 2011","🇹🇹NAVY Vet🇺🇸 I took an Oath to Support/Defend U.S. Constitution NOT pledge allegiance to a person or cult!",,,,,,,,,,,,,,,,,,,,,,,,,,"vote.gov","https://vote.gov/","0","23","https://t.co/Q6zLUchb3H","0","18305","8483","8689","true","411270221","false","false","false","California, USA","1155","Veterans4Democracy","1719177537031663822","false","https://pbs.twimg.com/profile_images/834067342724259840/aqgHiC4h_normal.jpg","","7917","https://twitter.com/Jade_Rousseau","user","https://x.com/Jade_Rousseau","Jade_Rousseau","@RepKarenBass 
You can STOP TRUMP AGENDA Do NOT Consent UNTIL Investigation of Election Ties to Russia is COMPLETE!
https://t.co/zH6j6qfmGf","Mon Jan 30 22:16:25 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/411270221/1605300681","Sun Nov 13 06:17:07 +0000 2011","🇹🇹NAVY Vet🇺🇸 I took an Oath to Support/Defend U.S. Constitution NOT pledge allegiance to a person or cult!",,,,,,,,,,,,,,,,,,,,,,,,,,"vote.gov","https://vote.gov/","0","23","https://t.co/Q6zLUchb3H","0","18305","8483","8689","true","411270221","false","false","false","California, USA","1155","Veterans4Democracy","1719177537031663822","false","https://pbs.twimg.com/profile_images/834067342724259840/aqgHiC4h_normal.jpg","","7917","https://twitter.com/Jade_Rousseau","user","https://x.com/Jade_Rousseau","Jade_Rousseau","@SenSanders 
D-Senators STOP TRUMP AGENDA Do NOT Consent UNTIL Investigation of Election Ties to Russia is COMPLETE!
https://t.co/zH6j6qfmGf","Mon Jan 30 22:11:15 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/411270221/1605300681","Sun Nov 13 06:17:07 +0000 2011","🇹🇹NAVY Vet🇺🇸 I took an Oath to Support/Defend U.S. Constitution NOT pledge allegiance to a person or cult!",,,,,,,,,,,,,,,,,,,,,,,,,,"vote.gov","https://vote.gov/","0","23","https://t.co/Q6zLUchb3H","0","18305","8483","8689","true","411270221","false","false","false","California, USA","1155","Veterans4Democracy","1719177537031663822","false","https://pbs.twimg.com/profile_images/834067342724259840/aqgHiC4h_normal.jpg","","7917","https://twitter.com/Jade_Rousseau","user","https://x.com/Jade_Rousseau","Jade_Rousseau","@SenateDems 
You Can STOP TRUMP AGENDA Do NOT Consent UNTIL Investigation of Election Ties to Russia is COMPLETE!
https://t.co/zH6j6qfmGf","Mon Jan 30 22:07:43 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/411270221/1605300681","Sun Nov 13 06:17:07 +0000 2011","🇹🇹NAVY Vet🇺🇸 I took an Oath to Support/Defend U.S. Constitution NOT pledge allegiance to a person or cult!",,,,,,,,,,,,,,,,,,,,,,,,,,"vote.gov","https://vote.gov/","0","23","https://t.co/Q6zLUchb3H","0","18305","8483","8689","true","411270221","false","false","false","California, USA","1155","Veterans4Democracy","1719177537031663822","false","https://pbs.twimg.com/profile_images/834067342724259840/aqgHiC4h_normal.jpg","","7917","https://twitter.com/Jade_Rousseau","user","https://x.com/Jade_Rousseau","Jade_Rousseau","@SenWarren 
D-Senators STOP TRUMP AGENDA Do NOT Consent UNTIL Investigation of Election Ties to Russia is COMPLETE!
https://t.co/zH6j6qfmGf","Mon Jan 30 21:55:30 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/411270221/1605300681","Sun Nov 13 06:17:07 +0000 2011","🇹🇹NAVY Vet🇺🇸 I took an Oath to Support/Defend U.S. Constitution NOT pledge allegiance to a person or cult!",,,,,,,,,,,,,,,,,,,,,,,,,,"vote.gov","https://vote.gov/","0","23","https://t.co/Q6zLUchb3H","0","18305","8483","8689","true","411270221","false","false","false","California, USA","1155","Veterans4Democracy","1719177537031663822","false","https://pbs.twimg.com/profile_images/834067342724259840/aqgHiC4h_normal.jpg","","7917","https://twitter.com/Jade_Rousseau","user","https://x.com/Jade_Rousseau","Jade_Rousseau","@SenSchumer 
D-Senators STOP TRUMP AGENDA Do NOT Consent UNTIL Investigation of Election Ties to Russia is COMPLETE!
https://t.co/zH6j6qfmGf","Mon Jan 30 21:51:11 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/388899077/1611276728","Tue Oct 11 14:39:21 +0000 2011","""Laughter is the sound of the soul dancing""- Jarod Kintz. Better ""Oops"" than a ""what if?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2294","75","460","false","388899077","false","false","false","South suburbs of Chicago, IL","65","Tangent Queen",,"false","https://pbs.twimg.com/profile_images/1317812285998534656/sgdnWGbA_normal.jpg","","1631","https://twitter.com/memorykeepr","user","https://x.com/memorykeepr","memorykeepr","@SenSanders Demoting DNI while Russia/Trump investigation #nobannon on NSC Semite a threat and Trump retaliation?","Mon Jan 30 21:36:53 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/192709407/1681483813","Sun Sep 19 23:03:53 +0000 2010","Philosophical research social scoence  content. dba @classic8media #journalist #photojournalist #philosopher #documentarian #witch shelledione@classic8media.com",,,,,,,,,,,,,,,,,,,,,,,,,,"classic8media.com","https://classic8media.com","0","23","https://t.co/u2JdQ8wKOn","0","15301","6243","682","true","192709407","false","false","false","Oakland, CA","2960","Michelle Dione🧜🏻‍♀️",,"false","https://pbs.twimg.com/profile_images/1815825542689820672/fHfi0typ_normal.jpg","","51120","https://twitter.com/ShelleDione","user","https://x.com/ShelleDione","ShelleDione","@theartydodger Or the fact that Trump and his staff are under investigation for possibly having connection with Russia the entire campaign","Mon Jan 30 21:12:25 +0000 2017"
"true","false",,"Mon Oct 31 20:00:55 +0000 2016","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","15623","94","470","false","793180974825738240","false","false","false","","51","Soulshine_TN",,"false","https://pbs.twimg.com/profile_images/793184213432492032/mYANd06I_normal.jpg","","10039","https://twitter.com/TnSoulshine","user","https://x.com/TnSoulshine","TnSoulshine","Not to be forgotten - Trump's advisors under investigation for ties to Russia https://t.co/PzmQybGWyC","Mon Jan 30 20:49:02 +0000 2017"
"true","true","https://pbs.twimg.com/profile_banners/55948054/1496062385","Sat Jul 11 22:28:45 +0000 2009","Personal account. Mostly hibernating.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","14167","402322","580","true","55948054","true","false","false","Washington, DC","461","Matthew Miller",,"false","https://pbs.twimg.com/profile_images/1130525676765949952/IBeJ-JTQ_normal.png","","15979","https://twitter.com/matthewamiller","user","https://x.com/matthewamiller","matthewamiller","Sounds like someone who can be counted on to conduct a full and fair investigation into any Trump campaign ties with Russia. https://t.co/Rv8bHjcDig","Mon Jan 30 20:38:36 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/441550488/1610205142","Tue Dec 20 06:01:22 +0000 2011","I assist people.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","45333","791","1579","true","441550488","false","false","false","Jersey in the Mountains","971","Citizen Samantha","940603607132422144","false","https://pbs.twimg.com/profile_images/759770683018731520/UXTcnhVk_normal.jpg","","35040","https://twitter.com/CitiSam","user","https://x.com/CitiSam","CitiSam","@fbi @CIA @ODNIgov Checking in on investigation into Trump's ties to Russia.  Anyone care to tell the public where you're at?  Thanks!","Mon Jan 30 20:16:09 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/2428129975/1479255658","Sat Apr 05 01:57:25 +0000 2014","RN, Veteran 🇺🇸🏳️‍🌈🤙",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","47021","7954","7946","false","2428129975","false","false","false","United States","111","Brandy Lee",,"false","https://pbs.twimg.com/profile_images/798680741303422976/qCp1mkPQ_normal.jpg","","34067","https://twitter.com/btach2014","user","https://x.com/btach2014","btach2014","@KeithOlbermann Don't let people forget that there is a current investigation into Russia/trump connection.","Mon Jan 30 19:34:09 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/141317509/1535592514","Fri May 07 19:25:10 +0000 2010","Live in beautiful mountains of Colorado. 
 #TheResistance  #VoteBlue  #DogsRule #mybodymychoice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","10467","779","1589","false","141317509","false","false","false","","24","Annie",,"false","https://pbs.twimg.com/profile_images/1559176654198489088/2l98r4mT_normal.jpg","","7154","https://twitter.com/1Azooo","user","https://x.com/1Azooo","1Azooo","@USARedOrchestra what is happening with russia investigation?trump,Pres Bannon want it to get buried like his taxes,pussy grabbing,etc.","Mon Jan 30 17:38:47 +0000 2017"
"true","true","https://pbs.twimg.com/profile_banners/788039242286927872/1646515800","Mon Oct 17 15:29:31 +0000 2016","Conscious/Conscience: Both words have to do w/the mind; Trump GOP & Deplorbs use neither & live in a Narcissistic world. America vote GOP/Trump out!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","29485","463","732","true","788039242286927872","false","false","false","","1816","Nasty45",,"false","https://pbs.twimg.com/profile_images/1319795918623920128/LUWb-fEH_normal.jpg","","46841","https://twitter.com/d3andone","user","https://x.com/d3andone","d3andone","@CIA @FBI @INTEL @TheJusticeDept WHEN WILL YOU BEGIN CIVIL INVESTIGATION! IMPEACH TRUMP&lt;PENCE&gt;BANNON&gt; COUNTRY NOT SAFE! CORRUPTION W/RUSSIA https://t.co/otxKXOvwBi","Mon Jan 30 14:33:48 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/307981449/1511623649","Mon May 30 16:40:55 +0000 2011","Passionately devoted to #TheResistance !",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","125793","930","1451","false","307981449","false","false","false","Las Vegas, NV","114","Lara Desautel",,"false","https://pbs.twimg.com/profile_images/932244187205873665/-ILBRd2a_normal.jpg","","59561","https://twitter.com/flipflop4u2","user","https://x.com/flipflop4u2","flipflop4u2","@co_rapunzel4 must keep up demand 4 taxes! must keep demand 4 investigation n2 russia-also bannon. since he's more powerful than trump now!","Mon Jan 30 14:28:30 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/3365688095/1685482970","Wed Jul 08 09:54:34 +0000 2015","Unless I follow you, DO NOT follow me. Raw Powerlifter🏋‍♀️
CSA/CPTSD Survivor.
#YNWA #TiocfaidhÁrLá 🇵🇸🇺🇦🇮🇪🇦🇲✊️",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","249699","7","104","true","3365688095","false","false","false"," ","14172","Belladonna the Oxford Comma","1051233739962023936","false","https://pbs.twimg.com/profile_images/1491028108438384642/ZR3rZm3f_normal.jpg","","54937","https://twitter.com/IBringReceipts","user","https://x.com/IBringReceipts","IBringReceipts","@ColMorrisDavis Shouldn't we be hearing something soon about the Trump prez campaign/Russia communication investigation?","Mon Jan 30 13:46:44 +0000 2017"
"false","true",,"Sun Mar 22 16:34:42 +0000 2009","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","581","195","506","false","25839480","false","false","false","Alabama","3778","Pennywinkle",,"false","https://pbs.twimg.com/profile_images/816454868445630464/qsUdGCb8_normal.jpg","","8031","https://twitter.com/Pennywinkle45","user","https://x.com/Pennywinkle45","Pennywinkle45","@jasoninthehouse where's the investigation on trump and Russia stop the cover up","Mon Jan 30 12:19:51 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/3818350165/1449267406","Wed Oct 07 21:23:47 +0000 2015","Passionate Bay Area native; proud father, CRE Professional, Giants, Warriors, Niners fan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1791","52","125","false","3818350165","false","false","false","San Francisco ","38","MCCORMAC",,"false","https://pbs.twimg.com/profile_images/672902389528027136/pMriZOzz_normal.jpg","","2442","https://twitter.com/Mac_DaddieSF","user","https://x.com/Mac_DaddieSF","Mac_DaddieSF","@deray @NancyPelosi @SenSchumer And investigation of Russia/Trump election collusion?","Mon Jan 30 06:09:36 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/15058411/1431175583","Mon Jun 09 13:51:51 +0000 2008","AI and geophysics. Earth foundation models. Accused of having big ideas. Also, cats. Be fearless. UT-Austin BS, Columbia PhD. Past: @UTGeophysics @LamontEarth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","110024","1481","2751","true","15058411","false","false","false","Houston, TX","941","Visiting Fellow, Ph.D.","1533272151159148544","false","https://pbs.twimg.com/profile_images/597049552244330496/mLaqm1Qf_normal.jpg","","28699","https://twitter.com/jackiefloyd","user","https://x.com/jackiefloyd","jackiefloyd","The Trump-Russia investigation is still happening, right? @SenSchumer @NancyPelosi https://t.co/kKdYXxL2A8","Mon Jan 30 05:48:42 +0000 2017"
"false","true",,"Tue Mar 03 07:39:29 +0000 2009","https://t.co/Ea8J8i5isL ; https://t.co/SFo3OiXCXq ; https://t.co/teYa8qT6u0 ; https://t.co/PKd41urZ0B ; https://t.co/pbyYt5aGK2","labelsandpackaging.4your.biz","http://labelsandpackaging.4your.biz","0","23","https://t.co/Ea8J8i5isL","globalprintmonitor.info","http://globalprintmonitor.info","26","49","https://t.co/SFo3OiXCXq","signage.4your.biz","http://signage.4your.biz","52","75","https://t.co/teYa8qT6u0","additivemanufacturing.global","http://additivemanufacturing.global","78","101","https://t.co/PKd41urZ0B","commercialprinting.4your.biz","http://commercialprinting.4your.biz","104","127","https://t.co/pbyYt5aGK2","globalprintmonitor.info","http://www.globalprintmonitor.info","0","23","https://t.co/KXi75pplN2","0","186014","1394","4938","true","22599045","false","false","false","","767","Sabine Slaughter",,"false","https://pbs.twimg.com/profile_images/449558142590803968/YkfKpynY_normal.jpeg","","59674","https://twitter.com/SASlaugh","user","https://x.com/SASlaugh","SASlaugh","when even his advisors think so, maybe an investigation should be done #trump #russia https://t.co/9W17JtULLb","Mon Jan 30 04:09:22 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/883313305/1582728353","Mon Oct 15 23:17:07 +0000 2012","clinical geriatric medical social worker; Arkansas farmer raising horses; animal welfare fostering horses/dogs/cats.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","48799","413","1646","true","883313305","false","false","false","Arkansas, USA","51","Sara Bartlett",,"false","https://pbs.twimg.com/profile_images/815955716112465920/I6ThwCK3_normal.jpg","","17628","https://twitter.com/SaraBartlett17","user","https://x.com/SaraBartlett17","SaraBartlett17","@SenateMajLdr is a coward and traitor. He cares more about power and money than our country, protects Russia from investigation, &amp; Trump https://t.co/WMZbgpLE6R","Mon Jan 30 03:51:50 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/620291951/1494345230","Wed Jun 27 19:53:34 +0000 2012","Dem * Writer * Strategist * Designer *",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","30134","7222","7638","true","620291951","false","false","false","Seattle, WA","144","I daydream of Arizona rolling hills and blue skies","838159920121815040","false","https://pbs.twimg.com/profile_images/1456026062643548160/Te_7UNu8_normal.jpg","","18168","https://twitter.com/KarenSavvyAdPro","user","https://x.com/KarenSavvyAdPro","KarenSavvyAdPro","Trump isn't shutting down FBI / CIA investigation into pre-election DT team / Russia talks. Instead, he's getting rid of intell. one by one.","Mon Jan 30 03:40:20 +0000 2017"
