author/fastFollowersCount,favourites_count,followers_count,author/following,name,uid,listed_count,author/userName,content,createdb,favoritecount,viewCount,retweetcount,replycount,quoteCount,bookmarkCount,media,place,avatar,Pi,Ei,Ni,PZ,DG,NCI,info
0,139681,1807986,37443,Mario Nawfal,1319287761048723458,89723,MarioNawfal,"e??：e??oe??? BREAKING: KASH PATEL NAMED NEXT FBI DIRECTOR

Trump announces Kash Patel as the next FBI Director, touting him as an ""America First"" champion. 

Patel served in key national security roles during Trumpa??s first term, including Chief of Staff at the Department of Defense and https://t.co/czWafNR7wB",2024/11/30 23:57,1879392,373847914,328124,154072,27821,123258,https://pbs.twimg.com/media/Gdq9IxqWAAEqLqh.jpg,,https://pbs.twimg.com/profile_banners/1319287761048723458/1687204248,63,45,34,84,23,93,27
0,139681,1807986,37443,Mario Nawfal,1319287761048723458,89723,MarioNawfal,"e??oe??? FCC'S FREE SPEECH CHAMPION HIT WITH A HACK JOB BY SERIAL CENSOR

Jessica Gonz??lez, co-CEO of a??Free Pressa?? (ironic, right?), is outraged at Brendan Carr, Trumpa??s pick to lead the FCC. 

She claims hea??s a a??threat to free speech.a?? But leta??s look at her record.

Gonz??lez demanded https://t.co/UEzUiYIDDr",2024/11/30 21:54,1875517,373680963,327564,153919,27787,123152,https://pbs.twimg.com/media/GdqgATnXwAAL0cN.jpg,,https://pbs.twimg.com/profile_banners/1319287761048723458/1687204248,12,15,83,57,61,54,11
0,139681,1807986,37443,Mario Nawfal,1319287761048723458,89723,MarioNawfal,"e??oe??? TRUMP WINS, WOMEN RUSH TO GET STERILIZEDa??NO, REALLY

Some women are skipping panic tweets and going straight for surgery, with sterilizations reportedly on the rise post-Trump victory. 

Why? Fear of losing reproductive rights under his presidency.

One woman called it a??the https://t.co/3AnUqu5upi",2024/11/30 21:42,1875358,373626254,327510,153894,27787,123148,https://pbs.twimg.com/media/GdqePESWQAATxPZ.jpg,,https://pbs.twimg.com/profile_banners/1319287761048723458/1687204248,12,38,49,68,21,51,35
0,139681,1807986,37443,Mario Nawfal,1319287761048723458,89723,MarioNawfal,"TRUDEAU a?∴??? TRUMP

From: ""Canadians will not be pushed around.a?? 

To: ""I look forward to the work we can do together, again.""

What a difference a dinner makes...",2024/11/30 21:14,1875106,373513414,327451,153655,27756,123129,,,https://pbs.twimg.com/profile_banners/1319287761048723458/1687204248,97,40,10,10,66,58,75
0,139681,1807986,37443,Mario Nawfal,1319287761048723458,89723,MarioNawfal,"e??oe??? TRUMP NAMES CHARLES KUSHNER AS AMBASSADOR TO FRANCE

Trump has selected Charles Kushner, father of his son-in-law Jared Kushner, as the next U.S. ambassador to France.

Trump praised Kushner as a a??highly successful business leader and philanthropista?? with extensive real estate https://t.co/DISAJu6yqC",2024/11/30 19:09,1874399,373419941,327331,153555,27749,123110,https://pbs.twimg.com/media/Gdp7V8NW4AAJVvD.jpg,,https://pbs.twimg.com/profile_banners/1319287761048723458/1687204248,54,44,74,7,49,43,73
0,139681,1807986,37443,Mario Nawfal,1319287761048723458,89723,MarioNawfal,"e??oe??? FETTERMAN BLASTS DEMOCRATS: a??STOP INSULTING MENa??

a??Telling them, a??I know better than you do,a?? thata??s not helpful. Ita??s insulting. Ita??s condescending.a??

The Pennsylvania senator says this attitude cost Democrats the male vote, with Trump dominating Black, Latino, and younger https://t.co/VqSJNMMaAt",2024/11/30 19:05,1874320,373368336,327307,153540,27747,123103,https://pbs.twimg.com/media/Gdp6VtJWoAArXcB.jpg,,https://pbs.twimg.com/profile_banners/1319287761048723458/1687204248,95,1,27,55,34,16,19
0,139681,1807986,37443,Mario Nawfal,1319287761048723458,89723,MarioNawfal,"e??：e??oe???TRUMP TO BRICS: a??100% TARIFFS IF YOU DARE TO CREATE AN ALTERNATIVE TO THE US DOLLARa??

""The idea that the BRICS Countries are trying to move away from the Dollar while we stand by and watch is OVER.

We require a commitment from these Countries that they will neither create a https://t.co/PWJlHvnpzr",2024/11/30 18:13,1873871,373267177,327254,153455,27737,123089,https://pbs.twimg.com/media/GdptreiXMAE2aFa.jpg,,https://pbs.twimg.com/profile_banners/1319287761048723458/1687204248,73,90,100,49,18,8,61
0,139681,1807986,37443,Mario Nawfal,1319287761048723458,89723,MarioNawfal,"e??：ELLEN DEGENERESa?? UK MANSION SWAMPED BY FLOODS AFTER FLEEING THE US FOLLOWING TRUMPa??S WIN

Her Cotswolds mansion, a 43-acre property she shares with Portia De Rossi, is now submerged due to severe flooding. Local reports describe the situation as the worst in years, with https://t.co/TgnGsqLnYc",2024/11/30 17:44,1871347,373050700,326836,153143,27675,122896,https://pbs.twimg.com/media/GdpnajnXMAAqhXg.jpg,,https://pbs.twimg.com/profile_banners/1319287761048723458/1687204248,0,99,78,0,75,5,88
0,139681,1807986,37443,Mario Nawfal,1319287761048723458,89723,MarioNawfal,Another day...another MSM Weird meltdown over Trump's win... Seriously NYT? https://t.co/So3pxhiuqc,2024/11/30 16:44,1870882,372981757,326787,153014,27656,122876,https://pbs.twimg.com/media/GdpZ6g4WQAAj0Mr.jpg,,https://pbs.twimg.com/profile_banners/1319287761048723458/1687204248,81,75,93,41,18,36,29
0,139681,1807986,37443,Mario Nawfal,1319287761048723458,89723,MarioNawfal,"e??：e??oe???TRUMPa??S BORDER CZAR: WE WILL PUNISH FOREIGN COUNTRIES INVOLVED IN THE BORDER INVASION

Homan: a??What did the UN have to do with this open border crisis? What NGOs were involved? We will know who was involved...and we will hold them accountable.""

https://t.co/dzodOrcCHh",2024/11/30 15:41,1870671,372947455,326760,152945,27654,122869,https://pbs.twimg.com/ext_tw_video_thumb/1862706613322170368/pu/img/I23a-5do5nt0Qzyv.jpg,,https://pbs.twimg.com/profile_banners/1319287761048723458/1687204248,89,81,2,74,82,1,30
