author/fastFollowersCount,favourites_count,followers_count,author/following,name,uid,listed_count,author/userName,content,createdb,favoritecount,viewCount,retweetcount,replycount,quoteCount,bookmarkCount,media,avatar,init_att
0,1,6,27,Silent,1449705434005315587,17,Silent62450585,@elonmusk @elonmusk where the hell is my $100!?! My wife and I are PA voters who signed your petition… and still haven’t gotten shit yet… wtf man…. I woulda voted for trump anyway but this is BS!!,2024/11/30 23:59:50,0,10.0,0,0,0,0,,,0.490625
0,12820,384,509,Chris Coffee,1498692728644947976,13511,ChrisCoffeeHF,"@elonmusk So, how does Trump make #Bitcoin a 'reserve' asset? Won't they debank America? They'll prob just stop Trump from doing it... I mean persuade him.",2024/11/30 23:59:43,1,23.0,0,0,0,0,,,0.3125
0,6043,216,127,trueblue,1444478577940910087,12387,MikeKer86177116,@elonmusk And x is the propaganda machine for Donald trump and the maga party.,2024/11/30 23:59:42,0,6.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1444478577940910087/1716678982,0.1
0,344,87,100,Steve Sapato is the most famous unfamous speaker,228359476,544,greatmanagers,@elonmusk We are waiting to be 'legal' about their removal. They weren't legal when they tried to remove Trump.,2024/11/30 23:59:26,0,6.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/228359476/1731104323,0.2
0,300,27,2,Pepsee Cool de Bilde,1834464799310409728,769,PepseeB,@elonmusk @TheSlyStallone All Trump supporters are Traitors to the USA!,2024/11/30 23:59:25,0,8.0,0,0,0,0,,,0.0
0,2583,8,54,RTower,1954329613,192,IngRdelaTorre,"@elonmusk I'm an anti-woke person and a republican voter so far. But sorry, you shouldn't have any power on those political decisions. Nobody votes for you. That's a Trump and Vance's job. That's part of democracy",2024/11/30 23:59:20,0,13.0,0,0,0,0,,,0.1333333333333333
0,75,17,19,Broski,1695989939425447937,463,Broskibrosef,@elonmusk  please tell Trump to make a direct sale sales law so we won’t have to go thru dealerships to buy cars,2024/11/30 23:58:19,0,8.0,0,0,0,0,,,0.1
0,480,41,5,Ronald ferguson,1781411540572266496,193,ronald_r8166,@elonmusk Don’t understand. If one commits crimes one should face the consequences. Trump was found guilty.,2024/11/30 23:58:19,3,29.0,1,0,0,0,,,0.5
0,16932,151,383,Windbeneathmywings,1724678139044065280,19324,Windbeneath1820,"@elonmusk 
Please let President Trump know we have a volunteer for the mass deportation in January.

P.S does it include the one way flight first class with a revoked citizenship, canceled passport, and transportation to the corresponding citizenship office at her destination?",2024/11/30 23:57:00,1,18.0,0,0,0,0,,,0.25
0,8472,2018,2083,capitalism works,1462251135406907400,11080,demsaredolts,"@elonmusk The mayors and liberal governors are trying to keep it this way. They don’t care about their citizens, only their hate Trump agenda",2024/11/30 23:56:39,1,10.0,0,0,0,0,,,0.4
0,26032,243,388,FreeAssange2024,1722941085675065344,13031,FreeAssange_24,"@elonmusk It didn’t work. 

Trump is a gentleman.",2024/11/30 23:56:19,1,12.0,0,0,0,0,,,0.0
0,0,1,8,jon,1852765013376942080,3,jon594286356793,"@elonmusk I'm sure you probably won't see this. But since 1996 I had lost my trust in our Gov. My motto since the age of 21 was to help build America. I'm 60 now. The only real herose in my life were JFK and Nikoli. Now you Rogen, Trump, and crew.",2024/11/30 23:56:14,1,7.0,0,0,0,0,,,0.2333333333333333
0,141,66,193,4-3-3,1376252170429927432,1893,Gaffer254,"@elonmusk Sponsored,owned and run by the Jews.. Kanye West already told us this and it was confirmed… I why is Trump still kissing Zionists asses yet they sponsored media to oppose him 70% of Jewish voters voted Kamala Harris… the US Media is also Jew owned.. why does this surprise you?",2024/11/30 23:55:42,0,23.0,0,0,0,0,,,0.0
0,2732,16,111,Duck Astley,1691579809057460225,978,TheDuckRoller,"@elonmusk “Too many games are made by massive corporations.

That’s why I’ll be using my massive company to mass produce trump propaganda in the form of video games, without using any human labor, but it’s Ai, so it’s good by default”",2024/11/30 23:55:30,0,9.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1691579809057460225/1708193627,0.1833333333333333
0,56126,10430,9965,Bonewitz🇺🇸🇺🇸Trump🇺🇸🇺🇸,1594331735168270337,68022,bonewitz_SPBG,@elonmusk @Slaughtertrades @AlecStapp SpaceX seems so undervalued right now. It was a surprise me at all it'll be the next trillion dollar company.,2024/11/30 23:55:25,0,72.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1594331735168270337/1727697409,0.1428571428571428
0,140791,3285,4448,Yolonda 🌷,1164524512421064704,61018,PoughYolonda,"@elonmusk You, @MELANIATRUMP, @Riley_Gaines_ husband should fall under @realDonaldTrump illegal immigration P2025 hateful policies! Your brother said you were illegal, lied in your application. Trump gave Melania’s parents chain migration citizenship. Riley’s &amp; all of you’re HYPOCRITES! https://t.co/zBBHs9tUOn",2024/11/30 23:54:39,0,12.0,0,0,0,0,https://pbs.twimg.com/media/Gdq8mvTXkAANJqv.jpg,https://pbs.twimg.com/profile_banners/1164524512421064704/1592758971,0.625
0,16373,1935,3746,Mary Jane Smith,1644710481137942535,38475,beachcomber413,@elonmusk Listen up. Trump won bc democrats stayed home. Or bc they were purged from the voter rolls. He got fewer votes than in 2020. We’re exhausted.,2024/11/30 23:53:46,0,1.0,0,0,0,0,,,0.4
0,15204,742,670,Jorgeenah,1756439324823064576,21038,jorgeena33,"@elonmusk @elonmusk @IanJaeger29 These Republican Senators will try and stall or shut down Trump at every turn. 
We voted for Trump for change those that cause stumbling blocks need to go. Call your Senators put them on notice!!!",2024/11/30 23:52:26,0,6.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1756439324823064576/1707606325,0.3038194444444445
0,5884,75,65,No one special,229098303,1985,SensOfKnowledge,"@elonmusk At this point Trump could just many of have his policy positions be a supercut of things they used to say. He could just walk into the press conference, point and the screen and just say ""yea, we're doing that, but for real.""",2024/11/30 23:51:57,0,385.0,0,0,0,0,,,0.35
0,182,1,2,Samhain Moon,169927761,52,samhain_moon,@elonmusk @CatchUpFeed Vindman's actions against Trump regarding the Ukraine phone call were treason.  I forget. Firing squad? Or hanging?,2024/11/30 23:51:57,0,6.0,0,0,0,0,,,0.0
0,382,187,241,thoughtcriminal,1819889587315183616,709,maourelska,"@elonmusk The civil war isn't coming; the civil war already has happened, and we're in the the midst of it. We've had a major, explosive win with the reelection of Donald Trump. We can't. stop. pushing. them. back. They will never stop and neither can we. Freedom or bust.",2024/11/30 23:51:42,0,13.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1819889587315183616/1733291436,0.2875
0,113,123,124,Dustin Driscoll,368071439,2308,DJLaker54,"@elonmusk U act like there wasnt Hollywood figures for trump. You literally had an entire platform supporting him, as well as the backing of you and the biggest podcast in the world. Sounds like a fair race. Stop trying to make you sound like the underdog. Or do you like playing victim?",2024/11/30 23:51:24,0,10.0,0,0,0,0,,,0.255
0,18717,1156,3220,NOT_DOBBINS,378932726,17405,NOT_ERIKDOBBINS,@elonmusk You literally repeat anything Trump says,2024/11/30 23:51:06,0,16.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/378932726/1666379243,0.0
0,21,36,3,The_Trump_Scoreboard,1767034740492685312,3458,Trump_Rpt_Card,@elonmusk Stop polarizing..49% voted for harris,2024/11/30 23:50:10,0,2.0,0,0,0,0,,,0.0
0,2,1,0,Jamal,1841645763882803200,4,Jamal8526799994,@elonmusk I thought Trump supporters were Americans? Senators have the right to vote who they see fit just as they did before Trump left office. Stop being hypocrites.,2024/11/30 23:49:24,1,4.0,0,0,0,0,,,0.2285714285714285
