author/fastFollowersCount,favourites_count,followers_count,author/following,name,uid,listed_count,author/userName,content,createdb,favoritecount,viewCount,retweetcount,replycount,quoteCount,bookmarkCount,media,avatar,init_att
0,172,299,321,ccjcrypto,1311967970013466624,2102,cjcrypto465,@NickAdamsinUSA Yes and if found guilty Trump should pardon him!,2024/11/30 23:01:03,0,3.0,0,0,0,0,,,0.625
0,7832,221,207,Michelle,1527038861590814723,24884,Michell06550680,@NickAdamsinUSA Trump needs to Parody this man when he gets in,2024/11/30 22:26:25,0,1.0,0,0,0,0,,,0.0
0,594,119,120,Mara,1485776515161858052,2864,IHoldTrumpCard,@NickAdamsinUSA ABSOLUTELY!,2024/11/30 22:11:39,0,,0,0,0,0,,,0.25
0,28206,4759,5194,Lama Trump FJB,1531365195632852995,50044,FJBLamaKonan,@NickAdamsinUSA YES. He saved lives. He's a hero.,2024/11/30 21:46:31,0,6.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1531365195632852995/1727889561,0.0
0,9105,769,488,Lois Fillmore: Trump Won. I know it. You Know it.,1656338640946216960,28579,Idahomtns,"@NickAdamsinUSA Yes, Daniel Penny is innocent.",2024/11/30 21:42:00,0,26.0,0,0,0,0,,,0.5
0,363,83,55,Friends of Eddie Coyle,1600988353813303298,2222,bergheim_max,"@NickAdamsinUSA Top 5 reasons Urban Meyer never lost to Michigan 
5..Bo Schemblecher rigged it
4...JD Vance was offensive coordinator 
3.. Mike Rulli rigged it
2.. Leon Musk was called for 23 holding penalties
1..Acting President Trump stopped the count",2024/11/30 21:35:53,0,152.0,0,1,0,0,,,0.25
0,16646,175,41,Greg brigden,4519014279,11113,brigden_greg,@NickAdamsinUSA Trump will only make the inequitable distribution of wealth in the country worse.,2024/11/30 21:19:49,0,8.0,0,0,0,0,,,0.2
0,12213,15527,12216,Lock Up Donald Trump,807998957708115968,59107,the_jimmy_says,"@NickAdamsinUSA Yeah, electing a thrice married adulterer, rapist and convicted felon is proof that god is back. https://t.co/FFeZGaIt2R",2024/11/30 20:36:09,1,21.0,0,0,0,0,https://pbs.twimg.com/tweet_video_thumb/GdqPKyfWMAAjLmh.jpg,,0.125
0,86926,4596,730,Wampum Mining LLC 🇺🇸,1223278241382834176,23693,WampumMining,@NickAdamsinUSA @AngelaBelcamino Nick apologize for convincing that bold lib to vote for trump.,2024/11/30 20:28:02,1,43.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1223278241382834176/1628020926,0.4166666666666666
0,75807,574,299,Joseph Shabadoo,246329289,83671,andrewlmd,@NickAdamsinUSA Trump will lead us to doom.,2024/11/30 19:51:26,1,14.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/246329289/1436022876,0.0
0,306,62,106,"Jim Zynson, CRA",1796541371953692672,562,jimzynson,@NickAdamsinUSA If Trump was an Ohio state guy I’d take my vote away,2024/11/30 19:26:41,3,174.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1796541371953692672/1723694800,0.0
0,363,83,55,Friends of Eddie Coyle,1600988353813303298,2222,bergheim_max,"@NickAdamsinUSA Nick, should Acting President Trump keep appointing thugs and gangsters to his administration or should he dig up the corpse of Woddy Hayes and install him at THE Ohio St university",2024/11/30 19:20:49,0,85.0,0,0,0,0,,,0.0
0,54933,861,492,Dr. Logan Kane,1524371040633339906,22701,LoganKane24,@NickAdamsinUSA President Coach Donald J Trump!,2024/11/30 19:06:56,0,75.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1524371040633339906/1692995971,0.0
0,2899,251,530,Fatima Kalil,1519655428845670400,4657,FatimaKalil12,"@NickAdamsinUSA @ACTBrigitte Jesus I trust in You... 🙏
 Please protect Trump, Elon and all the team, from the Snares of the Devil..
Have mercy on them and their families..AMEN 🙏",2024/11/30 18:50:06,0,1.0,0,0,0,0,,,0.0
0,116106,33183,642,Gays For Trump,1595346060519641093,32097,GaysForTrump24,@NickAdamsinUSA Yeah this game has been boring to watch. I am literally in an airbnb right next to the stadium and the crowd went silent real quick.,2024/11/30 18:48:06,1,1074.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1595346060519641093/1732850643,0.1023809523809523
0,1349,255,987,haha,1743746630044749824,849,darkwolverine69,"@NickAdamsinUSA Liberal Ryan Day is struggling despite having superior players, recruits, and high profile assistant coaches because he is up against God-fearing, Trump supporting Sherrone Moore",2024/11/30 18:48:01,1,135.0,0,0,0,0,,,0.3699999999999999
0,44303,2385,4405,Trump’s Makeup & Hair Stylist (Parody) 🇺🇸🦅,1597687440986218498,36963,Jedger007,@NickAdamsinUSA Not yet he’s not,2024/11/30 18:47:30,0,7.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1597687440986218498/1721675673,0.0
0,53178,9195,8718,🇺🇸🇺🇸MJ4TrumpUSA🇺🇸🇺🇸,804437961345527808,46636,MJ4TrumpUSA,@NickAdamsinUSA I agree. He gives off a creepy vibe,2024/11/30 18:37:04,5,150.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/804437961345527808/1731477476,0.5
0,80541,1265044,2256,Brigitte Gabriel,722528529716383744,48400,ACTBrigitte,@NickAdamsinUSA We are so lucky to have President Trump back!,2024/11/30 18:35:58,51,1647.0,4,8,1,0,,https://pbs.twimg.com/profile_banners/722528529716383744/1599265843,0.1666666666666666
0,2899,251,530,Fatima Kalil,1519655428845670400,4657,FatimaKalil12,"@NickAdamsinUSA @ACTBrigitte The Mainstream Media is responsible for this 🙄 it's a genuine fear 😨 The Media and democratic politicians should be held accountable...
So many want an assassination of president elect Trump and his team.. 
It will take many years to have unity in America again 🤔",2024/11/30 18:29:22,0,8.0,0,0,0,0,,,0.4800000000000001
0,53178,9195,8718,🇺🇸🇺🇸MJ4TrumpUSA🇺🇸🇺🇸,804437961345527808,46636,MJ4TrumpUSA,@NickAdamsinUSA I agree!!,2024/11/30 18:18:09,2,215.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/804437961345527808/1731477476,0.0
0,80541,1265044,2256,Brigitte Gabriel,722528529716383744,48400,ACTBrigitte,@NickAdamsinUSA Grandpa Trump is the best!,2024/11/30 18:17:09,27,1075.0,1,0,0,0,,https://pbs.twimg.com/profile_banners/722528529716383744/1599265843,1.0
0,14516,330,184,trump is always wrong,474366709,56468,carterconsult,@NickAdamsinUSA He will never be my president. He is a place holder only. We will stop him at every turn. He will fail as usual.,2024/11/30 17:39:23,0,2.0,0,0,0,0,,,0.25
0,115656,4559,4658,RMO 𝐵𝑙𝑢𝑒𝑆𝑘𝑦𝑁𝐽 #MAGA,1364129403685507073,74962,BlueRMO,"@NickAdamsinUSA Yes, if convicted I hope he’s pardoned-I’m sure President Trump is aware.",2024/11/30 16:17:10,0,6.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1364129403685507073/1622726191,0.375
0,6838,220,451,Sandra Griffin,1651336084104654849,2411,tazzie4240,@NickAdamsinUSA He's a hero.  President Trump won't let him do time. And he won't if the majority of the jury are working people who ride the subway.,2024/11/30 15:09:43,0,4.0,0,0,0,0,,,0.0
0,17197,1548,459,Michael,1513298056531300353,9070,SearkBeagles,@NickAdamsinUSA He saved lives and only in New York would he be treated this way .Look how much the Trump family has done for New York and how they have been treated the last four years.,2024/11/30 14:41:41,10,197.0,0,0,0,0,,,0.0945454545454545
0,4807,538,246,Sean Kellogg,294090806,10144,seanjkellogg,"@NickAdamsinUSA I am reasonably optimistic that President Trump will pardon Daniel Penny, regardless of the outcome, and install him into his Cabinet.",2024/11/30 14:17:43,1,26.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/294090806/1687047966,0.2
0,13939,2862,3687,Wilson,1413898815120318465,20495,Wilson22923502,"@NickAdamsinUSA Everyone get your shopping done for Christmas 2025, before Trump destroys our economy again.",2024/11/30 13:50:52,0,7.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1413898815120318465/1731028726,0.0
0,16646,175,41,Greg brigden,4519014279,11113,brigden_greg,@NickAdamsinUSA The inequality of wealth distribution in the country will only worsen under trump.,2024/11/30 13:44:04,0,4.0,0,0,0,0,,,0.0
0,89,100,140,Trey Easton,2764821366,8633,EastonTrey,"@NickAdamsinUSA Actually, on the course they like to call him Mulligan Trump because of all the mulligans he takes on the fairways",2024/11/30 12:53:28,0,10.0,0,0,0,0,,,0.0
0,1219,4442,1962,Kuanghuei Liang,1710670136158658560,32612,KuanghueiL22587,"@NickAdamsinUSA After President Trump's executive order to mandate all 50 States to require Voter ID, paper ballot votes in person and election day hand-counting and X freedom of speech platform, all informed Americans will use their wisdom to choose right people to serve in our government. The https://t.co/PngTVpAF7v",2024/11/30 12:36:29,3,128.0,0,1,0,0,https://pbs.twimg.com/media/GdohX-4XkAEMxtx.png,https://pbs.twimg.com/profile_banners/1710670136158658560/1697024149,0.2857142857142857
0,75807,574,299,Joseph Shabadoo,246329289,83671,andrewlmd,@NickAdamsinUSA Trump hasn’t done shit,2024/11/30 12:17:19,1,8.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/246329289/1436022876,0.2
0,38375,1577,6228,Dominic Favazzo 🎸🥁🎤🎧🎹🎷,1805243975739265024,17704,FavazzoDom63444,@NickAdamsinUSA Enjoy it while it lasts because Trump will be thrown out within two years,2024/11/30 12:14:53,1,67.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1805243975739265024/1732918584,0.4
0,8118,151,108,Leicachild,1742565926338236416,14009,leicachild67296,@NickAdamsinUSA Which one’s Trump; these guys are geezers?,2024/11/30 11:08:08,0,9.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1742565926338236416/1713530275,0.0
0,1791,136,160,Rick Rector,1516011743314690049,12152,RickRectorWapak,"@NickAdamsinUSA We understand you are the king of jizz timing Nikki...how do you get into a coffee shop bathroom with your Trump pictures, spank the shit out of your tiny wanker, catch it in a cup and try NOT TO GET CAUGHT....AGAIN! All about timing...right?",2024/11/30 10:39:20,0,7.0,0,0,0,1,,,0.1
0,1549,56,68,EVellere,1157651588795645953,2764,e_vellere,@NickAdamsinUSA No he is not president! He will never be president the dems did not cheat in either election but tRump did in both therefore he is not president!,2024/11/30 10:12:23,0,7.0,0,0,0,0,,,0.0
0,10002,766,298,RangaRunner,1407272549520601095,14972,RangaRunner,@NickAdamsinUSA Trump’s been sub par his entire life.,2024/11/30 09:14:53,1,49.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1407272549520601095/1654694451,0.0
0,29022,1389,2192,Jonathan Addy,25050359,37177,jonathanaddy,@NickAdamsinUSA Like what. Biden worked on the case fire. Putin attaching Ukraine more as knows trump will support him as he owns trump. He team are a joke. World laughing aleady,2024/11/30 07:40:17,3,18.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/25050359/1388237808,0.5
0,373,124,39,Cindy Gossett,1620494454774956034,5641,gossett509,@NickAdamsinUSA Why are so many touchups done to Trump's photos all the time? We all know he's older than dirt.,2024/11/30 06:46:05,2,26.0,1,1,0,0,,,0.3333333333333333
0,89,154,44,...,1422360438373863430,570,trump_truckers,"@NickAdamsinUSA Around blacks, never relax!",2024/11/30 06:30:38,2,17.0,0,0,0,0,,,0.0
0,8488,131,175,Nvb,1421323490775425029,7088,nvbjabs,"@NickAdamsinUSA Trump returns as the worst president in the history of the US, whether you like it or not... your not going to like it ..you just don't know it yet... https://t.co/nIaVjSkr2w",2024/11/30 06:05:53,0,10.0,0,0,0,0,https://pbs.twimg.com/media/GdnH_ODXkAAwhNd.jpg,,1.0
0,68445,543,287,Richard Paul,837524218745016322,4160,Richard05720572,@NickAdamsinUSA Trump will pardon him,2024/11/30 05:58:21,0,3.0,0,0,0,0,,,0.0
0,11025,3251,6206,Christine,1703495565131026432,4311,ChristineX2024,"@NickAdamsinUSA Agree, and if not Trump needs to pardon him on Jan 20.",2024/11/30 05:31:31,1,18.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1703495565131026432/1731548892,0.0
0,2238,297,315,Kante Bets,1549804457390653442,2115,Kante_Bets,@NickAdamsinUSA She is a Jezebel that will cost Carson a shot at winning the national championship and being invited to the White House by president Trump,2024/11/30 05:12:28,0,286.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1549804457390653442/1671830849,0.25
0,1224,77,195,downhillracer,34732971,12352,brandy117,"@NickAdamsinUSA Much has been written about American justice system and so called outstanding law schools. But it is obvious we are failing in having an outstanding judges school, this total Trump situation is a disaster caused by more than one judge being a coward .",2024/11/30 03:55:38,1,15.0,0,0,0,0,,,0.2428571428571428
0,29038,708,1147,Vuv Leninska ☭ 🇵🇸🇮🇪 (He/It),1793687418815594496,17649,gensecalex,@NickAdamsinUSA Donald Trump's timing ^^,2024/11/30 03:10:24,1,82.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1793687418815594496/1719933608,0.0
0,22,2,6,Crow,1787530498644004864,434,Crow_Guitarist,"@NickAdamsinUSA Too bad Trump couldn't run again.  If he could, then he'd have the chance to beat her again.",2024/11/30 03:06:49,0,8.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1787530498644004864/1715016003,0.6999999999999998
0,126152,392,858,-R. ,1592683139528269826,23202,dash_r_media,@NickAdamsinUSA The only man who could possibly defeat Trump on the golf course vs the only man who could possibly defeat Nicklaus,2024/11/30 02:47:44,1,164.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1592683139528269826/1732991800,0.0
0,1059,88,34,Free Radical,1477821374588727298,8598,flyoverborn,@NickAdamsinUSA Trump might be the President-elect but he's still not my State governor.,2024/11/30 02:25:06,0,18.0,0,0,0,0,,,0.0
0,5796,1944,583,Jeffrey Josephs,920527266228170752,3795,AlphaJeffrey45,@NickAdamsinUSA President Trump has been my president for the past 8 years,2024/11/30 02:17:12,1,132.0,0,1,0,0,,https://pbs.twimg.com/profile_banners/920527266228170752/1722318590,0.25
