author/fastFollowersCount,favourites_count,followers_count,author/following,name,uid,listed_count,author/userName,content,createdb,favoritecount,viewCount,retweetcount,replycount,quoteCount,bookmarkCount,media,avatar,init_att
0,16183,319,1848,Toomer,951093609130061824,10942,MagnoliaToomer,@kylenabecker These dopes are pushing us to the brink of nuclear war and TRUMP is the threat??  WTH?!!! Jan 6 can’t get here soon enough.,2024/11/25 15:39:59,5,147.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/951093609130061824/1515594026,0.0
0,398294,628452,2795,Kyle Becker,321954654,121799,kylenabecker,"Here is another ridiculous line from the NY Times:

""But the escalation risk of allowing Ukraine to strike Russia with U.S.-supplied weaponry has diminished with the election of Mr. Trump, Biden administration officials believe, calculating that President Vladimir V. Putin of",2024/11/25 15:39:12,164,11117.0,41,13,1,6,,https://pbs.twimg.com/profile_banners/321954654/1668045045,0.3333333333333333
0,4797,1530,1314,Just Brian,1597654190863650817,665,xxbta88,@kylenabecker This is suicidal. They’d rather end the world than to risk Trump fixing things.,2024/11/25 15:33:23,2,118.0,0,0,0,0,,,0.0
0,9599,2415,2225,TransOdius,1518780126036516866,27355,TransOdius,"@kylenabecker “Any US 'official' who even discussed giving Ukraine nuclear weapons should be immediately 'perp walked' out of the building
—this is the way a nuclear war would start...Trump cannot arrive soon enough” - Steve Bannon https://t.co/uJwtAW94Fj",2024/11/25 15:33:15,89,2847.0,29,4,1,0,https://pbs.twimg.com/media/GdPZ27VbwAAw3_6.jpg,,0.0
0,75606,5879,7344,Brenda Ward America First,1689676085154250752,100640,WardBrend50872,@kylenabecker @mirandadevine They also cheat.  @KamalaHarris did not get 74 million votes.  That's why Trump said too big to rig.  We had to turn out 80 plus million to beat the cheaters.  They literally stole 4 senate seats this year.  It's always the deep blue counties that hold back totals until they see,2024/11/25 15:19:49,2,60.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1689676085154250752/1692225813,0.0
0,16432,198,182,Socrates Johnson,1353394775794266112,67530,Jon85943072,"@kylenabecker Trump frequently advocates having the government arrest and execute his political enemies.

Trump is a fascist thug.",2024/11/25 15:19:15,1,15.0,0,1,0,0,,https://pbs.twimg.com/profile_banners/1353394775794266112/1684804289,0.0166666666666666
0,2074,565,675,Scott Phillips,1843253733569835008,12686,ScottPhill61674,@kylenabecker @mirandadevine Yet those declaring Trump is supposedly Hitler are the ones marching in protest with the sect from Palestine in which fought alongside Hitler... (Grand Mufti of Jerusalem...),2024/11/25 15:13:44,0,40.0,0,0,0,0,,,0.5
0,48299,83328,39326,Real Trucker Jake Logan,1693728657645473792,34322,bigskyfit,"@kylenabecker @mirandadevine There's only one reason why democrats lost the election. 

They didn't have Donald J Trump on the ballot.",2024/11/25 15:02:25,7,151.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1693728657645473792/1722129506,0.0
0,4,32,36,David H,1505956800394366980,1694,DavidH03294859,@kylenabecker Traitor trump will destroy our way of life,2024/11/25 12:11:17,0,3.0,0,0,0,0,,,0.2
0,25515,138,455,Bahamasmark,55745757,8886,bahamasmark,"@kylenabecker Leticia honestly believes she is above the law like all Democrats and they never get prosecuted – until now
 She campaigned on a promise to get Trump. Anyhow, anyway, at any cost – that is blatant, clear-cut, selective prosecution violation of civil rights - must be prosecuted.",2024/11/24 15:45:22,1,9.0,0,0,0,0,,,0.0333333333333333
0,5787,506,174,Jennifer Harashack,149282413,35759,OngLengImm,@kylenabecker America loves Trump.  He got a strong mandate from Americans to Make America Great Again https://t.co/1rJrlarE5U,2024/11/24 14:55:58,0,13.0,0,0,0,0,https://pbs.twimg.com/media/GdKHxYoWMAAkrra.jpg,,0.6166666666666667
0,133056,8546,2980,Ellie A,1351798714642231297,50946,EllieGAnders,"@kylenabecker I haven't stopped smiling in almost 3 weeks. I have a Trump won Playlist playing on repeat.
So excited for January 20 and the next 4 years. More than that, because I think JD will win in 2028.
It's a new day.
The future looks bright.",2024/11/24 14:33:56,3,82.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1351798714642231297/1724466555,0.3587662337662338
0,64587,1632,3511,dkor,1020858350060351488,84434,dkor14,@kylenabecker Is this real trump on time magazine,2024/11/24 11:35:08,2,43.0,1,0,0,0,,https://pbs.twimg.com/profile_banners/1020858350060351488/1538004286,0.2
0,41265,4764,3486,Itsbillertime,710877566748512257,37422,UnipartyBad,"@kylenabecker @neesietweets Wow, Time actually used a handsome photo of Trump. It really is a new day.",2024/11/24 11:25:32,4,79.0,2,0,0,0,,https://pbs.twimg.com/profile_banners/710877566748512257/1732362150,0.184090909090909
0,1278,698,56,TheConservativeHusky,1545109398829293568,24365,jdibert87,"@kylenabecker @OversightAdmn Pelosi wanted the protestors to enter the Capitol so she could  impeach Trump.  She did, but impeachment he was found Not Guilty by the Senate. Then She  made up the ""J6 show"" committee but demanded She could never testify. This committee was a big @ABC News Sham as  there was no",2024/11/24 09:32:04,0,19.0,0,0,0,0,,,0.0166666666666666
0,7462,114,161,America's sweetheart,1580593152045350914,7889,maidenusa17,@kylenabecker @MSNBC is disgusting.  But they did help Trump win.  The nation got sick of their constant hate.  May their poor excuse for news get canceled.,2024/11/24 04:25:13,0,9.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1580593152045350914/1725677660,0.3091836734693877
0,2194,374,354,Edward Dillinger,1750162266375192577,7849,MrEdDillinger,@kylenabecker @OversightAdmn Trump was crowned again you corrupt old c**t,2024/11/23 22:04:11,0,7.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1750162266375192577/1720909879,0.2
0,3621,181,458,Terley2016,1766926522567606272,5651,terley201632390,@kylenabecker @OversightAdmn Trump one this too.,2024/11/23 21:07:55,0,8.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1766926522567606272/1715086378,0.0
0,17,78,188,Paul Strand,1372377546239717376,8504,PaulStr09796932,@kylenabecker Rigged Trial with a Trump-hating jury.,2024/11/23 20:23:05,1,7.0,0,0,0,0,,,0.0
0,157,48,123,MyDude,1427605971736711170,3435,Yubyub69,@kylenabecker @OversightAdmn Trump delayed the national guard from stopping the insurrection he started. Let's not whitewash J6. It was an insurrection led by then President Diaper Donald.,2024/11/23 18:16:08,0,5.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1427605971736711170/1678653494,0.0
