"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1381782889/1399286408","Fri Apr 26 12:11:36 +0000 2013","Fleeting Street Level Situational Awareness w/ US NATSEC Context

Monitoring EBBS & FLOWS Of Power Centers

Retweets & Likes ≠ Endorsements, Timelines Do Matter",,,,,,"AwareMap.com","http://www.AwareMap.com","0","23","https://t.co/55PDvmXv3w","0","87413","1667","4087","true","1381782889","false","false","false","Washington, DC, USA","3173","AwareMap","868515135744331777","false","https://pbs.twimg.com/profile_images/1231077408746463234/rUZLv2jI_normal.png","","32660","https://twitter.com/AwareMap","user","https://x.com/AwareMap","AwareMap","Trump signs order to enable sanctions for U.S. election meddling https://t.co/za8btXvaXy","Thu Sep 13 23:51:22 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1023771075040210944/1668279798","Mon Jul 30 03:23:39 +0000 2018","Non Conformist. I use and apply logic.

“ ‘Freedom of Speech,’ is words; that they will bend.

Freedom, no longer frees you.” 

~ Metallica",,,,,,"rationalreasoning.home.blog","https://rationalreasoning.home.blog/","0","23","https://t.co/L3De6gWOSM","0","3718","660","383","true","1023771075040210944","false","false","false","Escape the matrix ","1621","RationalReasoning","1589453611335004160","false","https://pbs.twimg.com/profile_images/1591515037247721472/Rj9a4QUo_normal.jpg","","27307","https://twitter.com/RReasoning","user","https://x.com/RReasoning","RReasoning","@AmyMek Do you know @AMDWaters has been suspended by twitter 

She is #britain’s only chance of resisting an izlamic takeover, and they promptly squashed her before her party gains momentum 

This is election meddling with foreign interference as twitter has a majority Saudi mozlem owner","Thu Sep 13 23:46:00 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/720703647139495936/1638743937","Thu Apr 14 20:01:54 +0000 2016","Independent that picked a side... Right & left= Wrong... Left= radical. Left seems too far gone. The left is far more evil. It's sick.",,,,,,,,,,,"0","25082","438","759","false","720703647139495936","false","false","false","America","1027","Herox Aramu Bot",,"false","https://pbs.twimg.com/profile_images/1467594573107154946/VrnhBgQV_normal.jpg","","23743","https://twitter.com/Herox_Aramu","user","https://x.com/Herox_Aramu","Herox_Aramu","@sober__society @wnpcat @MrsRabbitResist @realDonaldTrump Also, it was said there main goal was to sow discord.  They did that. From my understanding the Russians were pro bernie. And they ran pro and anti trump ads. And their so called meddling in the election was poorly done. The didn't even pay a lot for ads. Putin must be cheap.","Thu Sep 13 23:44:37 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1023771075040210944/1668279798","Mon Jul 30 03:23:39 +0000 2018","Non Conformist. I use and apply logic.

“ ‘Freedom of Speech,’ is words; that they will bend.

Freedom, no longer frees you.” 

~ Metallica",,,,,,"rationalreasoning.home.blog","https://rationalreasoning.home.blog/","0","23","https://t.co/L3De6gWOSM","0","3718","660","383","true","1023771075040210944","false","false","false","Escape the matrix ","1621","RationalReasoning","1589453611335004160","false","https://pbs.twimg.com/profile_images/1591515037247721472/Rj9a4QUo_normal.jpg","","27307","https://twitter.com/RReasoning","user","https://x.com/RReasoning","RReasoning","@KTHopkins Can anyone explain how this is not open election meddling 

Anne Marie is literally a political party leader, who the courage to speak against izlam

Clearly they are abetting an izlamic invasion and openly banning anyone who resists

#StopIslam #stopislamisation","Thu Sep 13 23:43:27 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/2511805574/1547529641","Wed May 21 07:09:02 +0000 2014","vegan for the animals Ⓥ",,,,,,,,,,,"0","146150","2014","4838","false","2511805574","false","false","false","","17017","jack o'malley",,"false","https://pbs.twimg.com/profile_images/1085038632925163520/eiv489Jk_normal.jpg","","224852","https://twitter.com/1foolon1hill","user","https://x.com/1foolon1hill","1foolon1hill","Trump Regime Intends Sanctioning Russians for Nonexistent Midterm Election Meddling - Stephen Lendman https://t.co/MJbrm1s6hi","Thu Sep 13 23:39:27 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/742325690087833600/1465900177","Mon Jun 13 12:00:11 +0000 2016","Get yourself covered by News Summed Up! Email us at aprilinnovationslab@gmail.com
Download now https://t.co/5vDRNSUuRg","bit.ly/29Wturw","http://bit.ly/29Wturw","95","118","https://t.co/5vDRNSUuRg","newssummedup.com","http://www.newssummedup.com","0","23","https://t.co/6olOwpPKBD","0","0","409","157","false","742325690087833600","false","false","false","Nairobi, Kenya","0","News SummedUp Kenya",,"false","https://pbs.twimg.com/profile_images/742664722734927872/jhFht9g4_normal.jpg","","207530","https://twitter.com/summedupkenya","user","https://x.com/summedupkenya","summedupkenya","Facebook 'better prepared' for election meddling
 https://t.co/Pu8zAtFThn","Thu Sep 13 23:26:05 +0000 2018"
,,,,,,"false","false",,"Wed Nov 29 05:18:00 +0000 2017","",,,,,,,,,,,"0","104344","2098","2967","true","935739601301458947","false","false","false","Canada","63","Roland168",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","134944","https://twitter.com/Roland77769660","user","https://x.com/Roland77769660","Roland77769660","@charliekirk11 I think we need a special counsel to investigate all election meddling from within USA","Thu Sep 13 23:26:05 +0000 2018"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/58646912/1631081017","Tue Jul 21 00:41:02 +0000 2009","",,,,,,"facebook.com/home.php#!/lar…","http://www.facebook.com/home.php#!/larrie.moss","0","23","https://t.co/54OlkpN7iQ","0","197453","1069","622","false","58646912","false","false","false","United States","4691","Larrie Moss","1766733928843432431","false","https://pbs.twimg.com/profile_images/1410042108921143297/52r3e2Pe_normal.jpg","","130104","https://twitter.com/larriemoss","user","https://x.com/larriemoss","larriemoss","@Rockprincess818 @steph93065 I’m not so sure that a Special Counsel shouldn’t be appointed to investigate all of the big social media tech companies. There is more than enough evidence that election interference/meddling has occurred &amp; continues to occur with a number of these companies. cc: @POTUS","Thu Sep 13 23:24:56 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/2590325786/1698366432","Thu Jun 26 21:57:41 +0000 2014","Passionate about my work regarding quality research involving insurance, wealth planning, wellness or edifying or inspiring topics or activities. #LetItFlow",,,,,,,,,,,"0","1273","4191","5567","true","2590325786","false","false","false","USA","416","Craig Garbers",,"false","https://pbs.twimg.com/profile_images/1714859856211910656/wC0dOlz3_normal.jpg","","57016","https://twitter.com/AltruistWealth","user","https://x.com/AltruistWealth","AltruistWealth","@charliekirk11 Full spectrum investigations into all election meddling.

Foreign.

Domestic.

Foreign/Domestic.

Prosecutions for all.

🇺🇸🇺🇸🇺🇸#MAGA🇺🇸🇺🇸🇺🇸
🇺🇸🇺🇸🇺🇸#KAG2020🇺🇸🇺🇸🇺🇸","Thu Sep 13 23:21:07 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/44728980/1732790841","Thu Jun 04 21:26:24 +0000 2009","News updates and breaking news from the Philippines. Like our Facebook page: https://t.co/74AowFhQ8O.","facebook.com/ancalerts","http://facebook.com/ancalerts","77","100","https://t.co/74AowFhQ8O","abs-cbn.com","https://www.abs-cbn.com","0","23","https://t.co/lfRhULuSEx","0","5240","5236784","752","true","44728980","true","false","false","Philippines","152731","ABS-CBN News Channel","1851039170963398852","false","https://pbs.twimg.com/profile_images/1414916108289601540/v8USByp8_normal.jpg","","929165","https://twitter.com/ANCALERTS","user","https://x.com/ANCALERTS","ANCALERTS","Zuckerberg: Facebook 'better prepared' for election meddling https://t.co/Npxus7GiEC","Thu Sep 13 23:20:00 +0000 2018"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/969204524/1677463146","Sun Nov 25 02:21:02 +0000 2012","I’m a libtard.. obvi…",,,,,,,,,,,"0","203572","3395","4804","true","969204524","false","false","false","Owensboro, KY","988","#🟦🟧 TheyCallMeAntifaLibtard","822109104189612033","false","https://pbs.twimg.com/profile_images/1855604845949931520/s37QWq9T_normal.jpg","","123196","https://twitter.com/payne_tammi","user","https://x.com/payne_tammi","payne_tammi","Trump's Election Meddling Sanctions Will Not Deter Russia - Atlantic Council https://t.co/CYI3mDFkVW","Thu Sep 13 23:17:51 +0000 2018"
,,,,,,"false","true",,"Sat Aug 09 19:06:39 +0000 2014","",,,,,,,,,,,"0","19170","241","36","false","2719954040","false","false","false","","21","Sergio Alonso",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","58367","https://twitter.com/Alonsouru","user","https://x.com/Alonsouru","Alonsouru","Facebook 'better prepared' for election meddling, Zuckerberg says https://t.co/gDsnnSCHBp via @YahooNews Face Book is not a good source of information, all garbage!","Thu Sep 13 23:16:44 +0000 2018"
"https://pbs.twimg.com/profile_images/2755635003/597731ab250c382b7f77d12cf70c2a98_bigger.png","The Patriot Post","https://twitter.com/PatriotPost","DeepLink","Badge","BusinessLabel","true","false","https://pbs.twimg.com/profile_banners/3438333028/1618413531","Mon Aug 24 18:20:53 +0000 2015","Publisher @PatriotPost.",,,,,,"patriotpost.us","http://patriotpost.us","0","23","https://t.co/cEsYTsfPGJ","0","44","725","123","false","3438333028","true","false","false","","5304","Mark Alexander | Patriot Post",,"false","https://pbs.twimg.com/profile_images/1647935781363646464/OswCXS5C_normal.jpg","","7901","https://twitter.com/MAlexander1776","user","https://x.com/MAlexander1776","MAlexander1776","The Patriot Post: Thursday Top Headlines | Incomes up, poverty down, hurricane blame, foreign-born high, election-meddling sanctions, and more. | https://t.co/qqIlIMzeHC https://t.co/tWcT3DEkLd","Thu Sep 13 23:02:15 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/388432699/1435614080","Mon Oct 10 18:50:08 +0000 2011","Widow-mom, teacher, we have done enough tolerating each other; time to embrace our shared humanity/simply acknowledge we need each other! Anti-imperialist",,,,,,,,,,,"0","69579","6198","5579","true","388432699","false","false","false","Reality","3942","Baba Yaga",,"false","https://pbs.twimg.com/profile_images/3189021473/4239d0a19a01c4a3b0dfbce947bdb5e7_normal.jpeg","","358595","https://twitter.com/WhirlwindWisdom","user","https://x.com/WhirlwindWisdom","WhirlwindWisdom","Judicial usurpation, election meddling or violent coup
US gets regime change in Latin America 

SoS Hillary said 'the ballot box is not enough [in Latin America]""

https://t.co/5UL1hAirwa #Brazil #Haiti #Paraguay #Venezuela #Nicaragua #LulaPresidente #InvestigateLavaJota","Thu Sep 13 22:50:59 +0000 2018"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/859765521541189633/1505787959","Wed May 03 13:44:08 +0000 2017","Sou Beta. SDV",,,,,,,,,,,"0","26","72","67","false","859765521541189633","false","false","false","","9608","Rodolfo TIM BETA",,"false","https://pbs.twimg.com/profile_images/909966675096850435/WtCC6nJi_normal.jpg","","9813","https://twitter.com/RodolfoLemoss","user","https://x.com/RodolfoLemoss","RodolfoLemoss","Donald Trump signs order allowing sanctions for US election meddling in bid to protect midterms https://t.co/U7Cr5Yt9LR https://t.co/BuVMRp2JWD","Thu Sep 13 22:50:08 +0000 2018"
,,,,,,"false","true",,"Sun Sep 02 15:20:35 +0000 2018","",,,,,,,,,,,"0","0","0","2","false","1036272682768056320","false","false","false","","2","Dane Ermino",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","1611","https://twitter.com/DaneErmino","user","https://x.com/DaneErmino","DaneErmino","Facebook 'better prepared' for election meddling, Zuckerberg says https://t.co/3C9YL0XyaK","Thu Sep 13 22:49:53 +0000 2018"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/1020079158922055680/1536013417","Thu Jul 19 22:53:18 +0000 2018","I am just an average joe. Tired of the status quo. Drain the Swamp! MAGA! Oh, if illegal is illegal, lock 'em up or deport them!",,,,,,,,,,,"0","1443","270","444","false","1020079158922055680","false","false","false","","2482","Les Sage",,"false","https://pbs.twimg.com/profile_images/1037506315742982144/qEDVIfNQ_normal.jpg","","9927","https://twitter.com/LesSage7","user","https://x.com/LesSage7","LesSage7","Remember Florida . . . No on Amendment 4. A new democrat ploy at Election meddling! Convicted Felons in the voting booth! SAY NO TO 4!","Thu Sep 13 22:46:57 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/388432699/1435614080","Mon Oct 10 18:50:08 +0000 2011","Widow-mom, teacher, we have done enough tolerating each other; time to embrace our shared humanity/simply acknowledge we need each other! Anti-imperialist",,,,,,,,,,,"0","69579","6198","5579","true","388432699","false","false","false","Reality","3942","Baba Yaga",,"false","https://pbs.twimg.com/profile_images/3189021473/4239d0a19a01c4a3b0dfbce947bdb5e7_normal.jpeg","","358595","https://twitter.com/WhirlwindWisdom","user","https://x.com/WhirlwindWisdom","WhirlwindWisdom","Judicial usurpation, election meddling or violent coup
US elites get regime change in Latin America
As SoS Hillary said ""the ballot box is not enough [in Latin American]"" https://t.co/2IWI3A0ahC #Maduros #Venezuela #Nicaragua #Honduras #Chile #LulaPresidente #HaddadPresidente","Thu Sep 13 22:45:15 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1596871902/1521146251","Mon Jul 15 22:27:09 +0000 2013","",,,,,,"msn.com","http://www.msn.com","0","23","https://t.co/AHRGeb4p6F","0","49","98","1696","true","1596871902","false","false","false","Jamaica","390","Kevin Williams","1568636948583174145","false","https://pbs.twimg.com/profile_images/877271563275390976/3NTMq7g0_normal.jpg","","64740","https://twitter.com/KevinKevintogo","user","https://x.com/KevinKevintogo","KevinKevintogo","Facebook 'better prepared' for election meddling, Zuckerberg says. https://t.co/SaKVDxYFoY","Thu Sep 13 22:41:10 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/215485731/1483781392","Sun Nov 14 02:22:25 +0000 2010","Politics, Current Events, Science, Animal Rescue, TTRPG, Cookies. Pro refugee. @mkvand@newsie.social.🌊",,,,,,,,,,,"0","69089","2064","3120","true","215485731","false","false","false","Pullman, WA","194","ktvand🥄",,"false","https://pbs.twimg.com/profile_images/817663339195023360/PLvzxIIZ_normal.jpg","","34405","https://twitter.com/mkvand","user","https://x.com/mkvand","mkvand","@SpeakerRyan It's not proactive to wait until just before the elections to do anything about election meddling. Proactive would have been doing something his first day in office.","Thu Sep 13 22:38:28 +0000 2018"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/886408237200793600/1529451396","Sun Jul 16 02:12:47 +0000 2017","working man.father of 2.believe in what is fair for all.",,,,,,,,,,,"0","130711","3595","4376","true","886408237200793600","false","false","false","","2087","Sean McCloskey",,"false","https://pbs.twimg.com/profile_images/891827093075443712/mwMsPYFm_normal.jpg","","137851","https://twitter.com/IrishOregonian","user","https://x.com/IrishOregonian","IrishOregonian","@4YrsToday The investigation must be completed. It is not completed. After every tweet Trump puts out, I answer with this.... Mueller is closing in. Your time is coming.Sleep well, then go straight to hell !!!!!!Please feel free to answer Trump's tweets with this statement. I'm not stopping","Thu Sep 13 23:59:32 +0000 2018"
