"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/description/urls/3/display_url","author/entities/description/urls/3/expanded_url","author/entities/description/urls/3/indices/0","author/entities/description/urls/3/indices/1","author/entities/description/urls/3/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"false","false","https://pbs.twimg.com/profile_banners/562272986/1668730798","Tue Apr 24 19:20:43 +0000 2012","Recovering lawyer + agitator for voting rights. Ex @barackobama @BGTX @CommerceGov @TXCivilRights. @TrumanProject member. Views are mine alone, or your mom's.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","69895","3871","3727","true","562272986","false","false","false","Austin, TX","5387","James Slattery",,"false","https://pbs.twimg.com/profile_images/1129579445675843589/rdLWH4Uy_normal.jpg","","52722","https://twitter.com/jcslattery","user","https://x.com/jcslattery","jcslattery",,"From David Sanger’s new book on cyberwarfare: let’s never forget how Mitch McConnell played a big role in keeping the Obama Admin from adequately warning the country about Russian election meddling in 2016. https://t.co/rtL2iSHrZb","Tue Sep 25 23:59:25 +0000 2018"
"false","false",,"Thu Oct 22 11:39:14 +0000 2009","Facts matter Staying Focused - Calling it as I see it from the outside",,,,,,,,,,,,,,,,,,,,,,,,,,"0","3904","267","995","true","84304067","false","false","false","Australia","2796","MySay",,"false","https://pbs.twimg.com/profile_images/832050351532437504/Hex3kiuz_normal.jpg","","64982","https://twitter.com/mysayjp","user","https://x.com/mysayjp","mysayjp",,"@seanhannity @SaraCarterDC ALEXANDER Downer took information he received from a Donald Trump aide about potential Russia meddling in the 2016 US election to the American embassy in London, a report alleges.https://t.co/hKzC71rKpm","Tue Sep 25 23:55:46 +0000 2018"
"false","true",,"Sat May 19 02:18:02 +0000 2018","",,,,,,,,,,,,,,,,,,,,,,,,,,"0","90","2","3","true","997662634223853568","false","false","false","","0","Cdsdfccccccccccccggggggggggg",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","2302","https://twitter.com/Bentley51558141","user","https://x.com/Bentley51558141","Bentley51558141",,"@realDonaldTrump Why you didn't call out RUSSIA for MEDDLING in our election selling Assad regime stuff not looking good you keep saying no COLLUSION BUT YOU never ATTACK RUSSIA🤔🤔🤔🤔","Tue Sep 25 23:55:00 +0000 2018"
"false","true",,"Sat May 19 02:18:02 +0000 2018","",,,,,,,,,,,,,,,,,,,,,,,,,,"0","90","2","3","true","997662634223853568","false","false","false","","0","Cdsdfccccccccccccggggggggggg",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","2302","https://twitter.com/Bentley51558141","user","https://x.com/Bentley51558141","Bentley51558141",,"@FoxNews @ChuckGrassley Hey TRUMP SUPPORTER'S and fox news why didn't TRUMP call out RUSSIA for giving Assad regime boats and air craft and MEDDLING in our election he was on the world stage where he got laughed at by Nation LEADERS and didn't ATTACK RUSSIA","Tue Sep 25 23:37:36 +0000 2018"
"false","true",,"Sat May 19 02:18:02 +0000 2018","",,,,,,,,,,,,,,,,,,,,,,,,,,"0","90","2","3","true","997662634223853568","false","false","false","","0","Cdsdfccccccccccccggggggggggg",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","2302","https://twitter.com/Bentley51558141","user","https://x.com/Bentley51558141","Bentley51558141",,"@FoxNews @Nigel_Farage TRUMP JUMP FROM NORTH KOREA,syria,china,mexico,iran but he doesn't mess with Russia who is MEDDLING in our election👎🤔👎","Tue Sep 25 23:35:33 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/349803020/1446148252","Sat Aug 06 18:34:39 +0000 2011","Singer-songwriter/musician: Here for social/climate justice, fintwit and preventing a Trump dictatorship. Spotify https://t.co/sNSO5ATqRP Buy https://t.co/oLxzwnZc73","rb.gy/jm7b2","http://rb.gy/jm7b2","114","137","https://t.co/sNSO5ATqRP","bit.ly/2kJwUoL","http://bit.ly/2kJwUoL","142","165","https://t.co/oLxzwnZc73",,,,,,,,,,,"about.me/bill.madden","http://about.me/bill.madden","0","23","https://t.co/2VhIVMu7IL","0","4490","269734","52899","false","349803020","true","false","false","Lower East Side/Chinatown, NYC","5444","Bill Madden","1802401009026715870","false","https://pbs.twimg.com/profile_images/1527075304887525377/5_myTcv8_normal.jpg","","66114","https://twitter.com/maddenifico","user","https://x.com/maddenifico","maddenifico",,"Hoping once again his comrade will help him by rigging the election and spreading fake news and conspiracies, there was one thing intentionally absent from Trump’s UN speech — any mention of Putin or warning to Russia about meddling in the midterm election https://t.co/RSalkQLMeW","Tue Sep 25 23:34:32 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/851516412904566784/1492949391","Mon Apr 10 19:25:08 +0000 2017","Observer of tyrants, dictators, thugs, Pharisees, conducătors, Apprentice's, political gangsters, whether Left or Right, Front or Back. Shoe thrower.",,,,,,,,,,,,,,,,,,,,,"pussybonespurs.cheatemall.com","http://pussybonespurs.cheatemall.com","0","23","https://t.co/TVgfxDJFrB","0","5734","1634","3218","true","851516412904566784","false","false","false","New Hampster","2922","Jo Leam Esq",,"false","https://pbs.twimg.com/profile_images/856117912968589312/5UNCMxxc_normal.jpg","","12878","https://twitter.com/JoLeam3","user","https://x.com/JoLeam3","JoLeam3",,"@SaysHummingbird DISGRACEFUL! ---&gt; GOP : I’m not sure Putin meddling with our election results should disqualify Donald Trump from being #POTUS https://t.co/MsM5J7ezJg","Tue Sep 25 23:31:55 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/4048262236/1446469933","Mon Oct 26 19:15:45 +0000 2015","https://t.co/TOTXEHw70c","facebook.com/metalsilversto…","http://www.facebook.com/metalsilverstore","0","23","https://t.co/TOTXEHw70c",,,,,,,,,,,,,,,,"silvercompany.ca","http://silvercompany.ca","0","23","https://t.co/PJvLMtDMG6","0","9","226","63","false","4048262236","false","false","false","Canada","60","Metal Silver & Co ®",,"false","https://pbs.twimg.com/profile_images/665704661756739584/_0Ult10I_normal.jpg","","18178","https://twitter.com/MetalSilverCo","user","https://x.com/MetalSilverCo","MetalSilverCo",,"Metal Silver News→  China Warns Iowa Soybean Farmers Of “President’s Folly” In 4-Page US Newspaper Ad: Election meddling? China has…","Tue Sep 25 23:31:06 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/809108137814978560/1532221570","Wed Dec 14 18:49:47 +0000 2016","Retired Sys Engineer, “They say a little knowledge is a dangerous thing, but it’s not half so bad as a lot of ignorance.” Pratchett #NCResist #FreeRealityWinner",,,,,,,,,,,,,,,,,,,,,,,,,,"0","7453","2179","3424","false","809108137814978560","false","false","false","Hillsborough, NC","153","Jim Henninger 🗳🧢",,"false","https://pbs.twimg.com/profile_images/958368090835902466/RYo6qykR_normal.jpg","","8563","https://twitter.com/JimHenninger","user","https://x.com/JimHenninger","JimHenninger",,"@Irishman727 Yeah, you just watch what can happen to a 7 point lead in the week preceding election. That’s how NC got Tillis. You guys are about to see a sh*tload of money poured in by the oligarchs plus meddling by whoever is the new Cambridge Analytica. Prepare for battle.","Tue Sep 25 23:18:39 +0000 2018"
"false","false",,"Wed May 17 13:10:57 +0000 2017","Former Ranger, LRRP platoon leader in Viet Nam. Lifetime NRA member, politically conservative American and Christian.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","461","46","137","false","864830597994360833","false","false","false","","224","LRRP Man",,"false","https://pbs.twimg.com/profile_images/1073928626448547840/8GTNARMj_normal.jpg","","3015","https://twitter.com/Ranger_1070","user","https://x.com/Ranger_1070","Ranger_1070",,"Oh yeah. Just like it cleared up Russian election meddling? They couldn't clear up acne.","Tue Sep 25 23:01:38 +0000 2018"
