"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/description/urls/3/display_url","author/entities/description/urls/3/expanded_url","author/entities/description/urls/3/indices/0","author/entities/description/urls/3/indices/1","author/entities/description/urls/3/url","author/entities/description/urls/4/display_url","author/entities/description/urls/4/expanded_url","author/entities/description/urls/4/indices/0","author/entities/description/urls/4/indices/1","author/entities/description/urls/4/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/1247897269/1388282134","Thu Mar 07 04:20:07 +0000 2013","#Metallurgy, #pressurevessel, centrifugal #pump, and #grilled_flesh aficionado. Using nature to benefit #Mankind.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2910","445","4207","true","1247897269","false","false","false","Tulsa, OK","940","Michael Mueller",,"false","https://pbs.twimg.com/profile_images/417110030148567040/4Y8eO6Xa_normal.jpeg","","3456","https://twitter.com/magnuson87","user","https://x.com/magnuson87","magnuson87","A video I just watched included ""the bright light of science and investigation can be shown into the darkness of ignorance and superstition""","Fri Nov 04 18:07:57 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/341172184/1406977876","Sat Jul 23 22:55:17 +0000 2011","#DLU_US! Just a Matter of Politics and Political Facts: 'We the People' are too informed to vote Republican - ever! Visit Us: https://t.co/rAyAJAJP5C","democraticliberalumbrella.com","https://www.democraticliberalumbrella.com","126","149","https://t.co/rAyAJAJP5C",,,,,,,,,,,,,,,,,,,,,"democraticliberalumbrella.com","https://www.democraticliberalumbrella.com","0","23","https://t.co/rAyAJAJP5C","0","671","1200","1688","true","341172184","false","false","false","GA","1295","Robert L Gallimore",,"false","https://pbs.twimg.com/profile_images/424511533889363968/sI3ip3gq_normal.png","","54729","https://twitter.com/gbismarc","user","https://x.com/gbismarc","gbismarc","U.S. readies to fend off Election Day cyber meddling by Russia, others... https://t.co/G5urEKCjJN","Fri Nov 04 23:55:51 +0000 2016"
"false","true",,"Thu Apr 07 21:23:41 +0000 2016","Would-be hero, I seek to build an alliance between berner and MAGA and put 2 million people on Congress front door to end the reign of crooks in Washington.",,,,,,,,,,,,,,,,,,,,,,,,,,"ninaillingworth.com/the-clinton-sc…","http://www.ninaillingworth.com/the-clinton-scandal-meme-project/","0","23","https://t.co/YTMn2H0omZ","0","76372","225","48","true","718187513643450368","false","false","false","United States","391","Rock Golem","819445031450923008","false","https://pbs.twimg.com/profile_images/843608568070881280/w-WJ7rvw_normal.jpg","","37583","https://twitter.com/rock_golem","user","https://x.com/rock_golem","rock_golem","@Daniel_Ohana All good things. Particulairly calling out the election meddling. But don't start cheering too soon. Evil is powerful","Fri Nov 04 23:47:04 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/2241717492/1568488606","Thu Dec 12 03:16:00 +0000 2013","advocate for elephants,pro-conservation.fiscally conservative.Lover of beautiful things & places.Bots, bullies & profane= BLOCKED.Not debating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","245997","6783","7382","true","2241717492","false","false","false","","2016","@lalauraru777","1146636378551332864","false","https://pbs.twimg.com/profile_images/1247333663181864960/Ad5-IGoC_normal.jpg","","508870","https://twitter.com/lalauraru777","user","https://x.com/lalauraru777","lalauraru777","U.S. readies to fend off Election Day cyber meddling by Russia, others https://t.co/xLf1byHu6H via @nbcnews","Fri Nov 04 23:39:06 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/1372786812/1629579092","Mon Apr 22 18:36:16 +0000 2013","Horse trainer/Hay farmer, Old Saddle Bronc Rider - Trying to be as good as my 🐶 &🐴 think I am. Democracy killed The Republic. Married #HaySeedHick #JesusSaves",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","331182","58708","27398","true","1372786812","false","false","false","Home of The MASTERS ⛳️","22660","Tim Gradous","1465984461007470592","false","https://pbs.twimg.com/profile_images/1024783737584865281/Mn63n5Bm_normal.jpg","","573282","https://twitter.com/tgradous","user","https://x.com/tgradous","tgradous","U.S. readies to fend off Election Day cyber meddling by Russia, others

https://t.co/VtguBS5QN1 

via @nbcnews","Fri Nov 04 23:38:23 +0000 2016"
"false","true",,"Thu Jan 23 04:20:12 +0000 2014","Just News",,,,,,,,,,,,,,,,,,,,,,,,,,"Sievenews.com","http://www.Sievenews.com","0","22","http://t.co/MlyuTIR5rr","0","0","69","0","false","2305929534","false","false","false","","19675","Sievenews",,"false","https://pbs.twimg.com/profile_images/434866302293774336/OtQmV8Po_normal.png","","605933","https://twitter.com/Sievenews","user","https://x.com/Sievenews","Sievenews","Why Putin is meddling in the U.S. election - https://t.co/1JhCgAw8b1","Fri Nov 04 23:37:19 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/48476602/1703967343","Thu Jun 18 20:23:30 +0000 2009","https://t.co/jMn617aMbH…  https://t.co/njfk7e1fS9 https://t.co/9Vf03xOivl
https://t.co/MX8ghveDeI
https://t.co/Lh7RyXcMNQ","plus.google.com/u/0/+EbiTarkes","http://plus.google.com/u/0/+EbiTarkes","0","23","https://t.co/jMn617aMbH","youtube.com/user/Tarkeshi","http://youtube.com/user/Tarkeshi","26","49","https://t.co/njfk7e1fS9","telegram.me/EbiTarkeshi","http://telegram.me/EbiTarkeshi","50","73","https://t.co/9Vf03xOivl","instagram.com/tarkeshiebi/","http://instagram.com/tarkeshiebi/","74","97","https://t.co/MX8ghveDeI","facebook.com/ebi.tarkeshi.94","http://facebook.com/ebi.tarkeshi.94","98","121","https://t.co/Lh7RyXcMNQ","facebook.com/ebi.tarkeshi.94","https://www.facebook.com/ebi.tarkeshi.94","0","23","https://t.co/e8d6CZZ2gy","0","49696","2576","6423","true","48476602","false","false","false","Sweden","25349","Ebi Tarkeshi  🎻","1756130084656685525","false","https://pbs.twimg.com/profile_images/1548429877233061896/wIeJQ2tl_normal.jpg","","147115","https://twitter.com/EbiTarkeshi","user","https://x.com/EbiTarkeshi","EbiTarkeshi","Intelligence officials warn of Russian meddling in election and beyond

Analysts said Russia does not seem to be... https://t.co/VFe9GqFtEK","Fri Nov 04 23:29:16 +0000 2016"
"true","false","https://pbs.twimg.com/profile_banners/100986964/1568716356","Fri Jan 01 14:32:20 +0000 2010","The Fastest Crime News Updates on the Planet!",,,,,,,,,,,,,,,,,,,,,,,,,,"OddCrimes.com","http://OddCrimes.com","0","23","https://t.co/iQ8c4IcHeC","0","80","5249","839","true","100986964","false","false","false","USA","28059","PulpNews Crime",,"false","https://pbs.twimg.com/profile_images/1173908179320791040/vuqZqND8_normal.jpg","","4232530","https://twitter.com/PulpNews","user","https://x.com/PulpNews","PulpNews","Why Putin is meddling in the U.S. election - Nov 4 @ 7:28 PM ET  https://t.co/JRaFjqsDiP","Fri Nov 04 23:28:52 +0000 2016"
"true","false","https://pbs.twimg.com/profile_banners/23788966/1656604910","Wed Mar 11 16:47:12 +0000 2009","The Right Choice. Austin news, weather & talk, with @cardlewoolley 7-9AM. 1370AM, 95.5 HD2. Always live on the free @Audacy app. Story ideas: news@talk1370.com",,,,,,,,,,,,,,,,,,,,,,,,,,"talk1370.com","http://www.talk1370.com","0","23","https://t.co/9dnO8bTXG9","0","1301","2927","3066","false","23788966","false","false","false","Austin, Texas","1213","Talk 1370",,"false","https://pbs.twimg.com/profile_images/875887866840104960/qLqbXKAd_normal.jpg","","403777","https://twitter.com/TALK1370","user","https://x.com/TALK1370","TALK1370","HEADLINES: Why Putin is meddling in the U.S. election https://t.co/JjDQTVVjpd","Fri Nov 04 23:27:21 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/707661310813667335/1457555529","Wed Mar 09 20:16:19 +0000 2016","US News Headlines .net is ultimate source for breaking USA news for sports, politic, business & U.S. Find latest US news headlines with photos, videos, stories",,,,,,,,,,,,,,,,,,,,,,,,,,"usnewsheadlines.net","http://www.usnewsheadlines.net","0","23","https://t.co/zs1WPEl9pi","0","0","14","158","false","707661310813667335","false","false","false","United States","5888","us news headlines",,"false","https://pbs.twimg.com/profile_images/707664391530004481/5GfpCj_l_normal.jpg","","33082","https://twitter.com/usnewheadlines1","user","https://x.com/usnewheadlines1","usnewheadlines1","Why Putin is meddling in the U.S. election -  https://t.co/SYFzktu09Z","Fri Nov 04 23:27:17 +0000 2016"
