"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/description/urls/3/display_url","author/entities/description/urls/3/expanded_url","author/entities/description/urls/3/indices/0","author/entities/description/urls/3/indices/1","author/entities/description/urls/3/url","author/entities/description/urls/4/display_url","author/entities/description/urls/4/expanded_url","author/entities/description/urls/4/indices/0","author/entities/description/urls/4/indices/1","author/entities/description/urls/4/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/1901394096/1399039734","Tue Sep 24 18:52:41 +0000 2013","★cнıєfsσsα łαмвσяgнıηı ⛽",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","188","1335","1472","false","1901394096","false","false","false","ea✔","1","♔sosa™",,"false","https://pbs.twimg.com/profile_images/882670739555594240/zBUg9yYA_normal.jpg","","321961","https://twitter.com/Riskobe","user","https://x.com/Riskobe","Riskobe","CIA corrects director's Russian election meddling claim - CNN","Thu Oct 19 23:58:13 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/128928345/1730247179","Fri Apr 02 16:48:16 +0000 2010","🌊@pseudosudio.bsky.social
#DoNotGiveIn
Donate https://t.co/ro66xTD8Sq
Donate & Volunteer https://t.co/3g1KHZrmdy
Keep #OnTyranny on your phone & live it every day
Pay Attention","DemocracyDocket.com","http://DemocracyDocket.com","46","69","https://t.co/ro66xTD8Sq","ACLU.org","http://ACLU.org","89","112","https://t.co/3g1KHZrmdy",,,,,,,,,,,,,,,,"TimothyTnyder.org/on-tyranny","http://TimothyTnyder.org/on-tyranny","0","23","https://t.co/WbuVkEvTJB","0","97223","8097","9160","true","128928345","false","false","false","Read #OnTyranny Keep it w/ you","773","Real PseudoSudio™",,"false","https://pbs.twimg.com/profile_images/1855356950550335488/aVFCzV3L_normal.jpg","","123014","https://twitter.com/pseudosudio","user","https://x.com/pseudosudio","pseudosudio","CIA corrects director's Russian election meddling claim @CNNPolitics https://t.co/lF56iFVwRY Is Pompeo up Trump's ass much?","Thu Oct 19 23:57:21 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/897437675854188544/1504764075","Tue Aug 15 12:39:50 +0000 2017","Founder of Medical Financial Recovery System Solutions. Also know as cchris999 on another twitter profile.#impeachTrump2018Lookout",,,,,,,,,,,,,,,,,,,,,,,,,,"mfrsystemsytemsolutions.com","http://www.mfrsystemsytemsolutions.com","0","23","https://t.co/JCeZXH0RYg","0","1005","347","652","false","897437675854188544","false","false","false","New Hampshire, USA","428","casey c mahoney",,"false","https://pbs.twimg.com/profile_images/905672516475031553/LasWJIUW_normal.jpg","","2409","https://twitter.com/caseymahoney16","user","https://x.com/caseymahoney16","caseymahoney16","CIA corrects director's Russian election meddling claim @CNNPolitics https://t.co/XOM9oY1Gl6","Thu Oct 19 23:57:14 +0000 2017"
"false","false",,"Fri Mar 18 18:02:55 +0000 2016","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1602","1037","2089","false","710889231573504000","false","false","false","USA","138","J. Metz",,"false","https://pbs.twimg.com/profile_images/716956864832020480/H6TiniJs_normal.jpg","","176174","https://twitter.com/Metz1245John","user","https://x.com/Metz1245John","Metz1245John","Schiff slams CIA chief for 'minimizing the significance' of Russian election meddling https://t.co/vsFXDHaneo","Thu Oct 19 23:57:09 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/35362949/1534037369","Sun Apr 26 01:17:31 +0000 2009","Clinical Counselor. Providing psychotherapy for over 25 years. Substance abuse, grief, depression, domestic abuse and life transitions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","24761","321","159","true","35362949","false","false","false","","4930","LITA PERNA","1574083088660852736","false","https://pbs.twimg.com/profile_images/1462990576517742593/Im4WM0OE_normal.jpg","","118161","https://twitter.com/IamLita","user","https://x.com/IamLita","IamLita","./ Schiff slams CIA chief for 'minimizing the significance' of Russian election meddling https://t.co/29Ro4dlgtc","Thu Oct 19 23:55:19 +0000 2017"
"true","true",,"Tue Mar 17 04:46:08 +0000 2009","Conservative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","66583","4455","5940","true","24841259","true","false","false","Chicago metro","1725","Harry",,"false","https://pbs.twimg.com/profile_images/111527591/S_P_Q_R_normal.jpg","","388458","https://twitter.com/harrytpk","user","https://x.com/harrytpk","harrytpk","CIA Director: Russian Meddling ‘Did Not Affect Outcome Of Election’ https://t.co/OBPu4QkX5w via @dailycaller","Thu Oct 19 23:54:17 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/45344988/1503569067","Sun Jun 07 14:12:58 +0000 2009","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1091","70","235","true","45344988","false","false","false","England, United Kingdom","758","Allan Sewell","1023661334012067841","false","https://pbs.twimg.com/profile_images/900659188052971521/GSzgiU-h_normal.jpg","","5551","https://twitter.com/chaplyn","user","https://x.com/chaplyn","chaplyn","US ambassador to the UN says Russia meddling in the US election is 'warfare' https://t.co/VzqciBlesm","Thu Oct 19 23:54:15 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/24395980/1506270121","Sat Mar 14 17:04:37 +0000 2009","It's a grand day when I get to spend it reading, watching television/movies or playing hockey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","364","178","316","false","24395980","false","false","false","Toronto, Ontario","331","Lea Bailey",,"false","https://pbs.twimg.com/profile_images/953344778904612864/MlYaicfe_normal.jpg","","3619","https://twitter.com/acebailey6","user","https://x.com/acebailey6","acebailey6","Take on the @NHL's meddling in Calgary's election and the @penguins refusing to have an opinion on Trump's racism @FullFrontalSamB!","Thu Oct 19 23:51:44 +0000 2017"
"false","false",,"Fri Mar 18 18:02:55 +0000 2016","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1602","1037","2089","false","710889231573504000","false","false","false","USA","138","J. Metz",,"false","https://pbs.twimg.com/profile_images/716956864832020480/H6TiniJs_normal.jpg","","176174","https://twitter.com/Metz1245John","user","https://x.com/Metz1245John","Metz1245John","CIA Director: Russian Meddling ‘Did Not Affect Outcome Of Election’ https://t.co/vP2H5dcrGr via @dailycaller","Thu Oct 19 23:51:32 +0000 2017"
"false","false",,"Mon Jan 30 13:28:10 +0000 2012","Latest news, stories, rumors, and more from numerous sources of newsfeed and social media accounts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","38","5338","28","false","478606913","false","false","false","Not Found","105451","Krunox",,"false","https://pbs.twimg.com/profile_images/824952382618349568/2SFIkM2x_normal.jpg","","1123898","https://twitter.com/krunox123","user","https://x.com/krunox123","krunox123","CIA corrects director's Russian election meddling claim - CNN https://t.co/TU5vUstIbl","Thu Oct 19 23:51:11 +0000 2017"
