"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/description/urls/3/display_url","author/entities/description/urls/3/expanded_url","author/entities/description/urls/3/indices/0","author/entities/description/urls/3/indices/1","author/entities/description/urls/3/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/984056071957381120/1649766898","Wed Apr 11 13:10:25 +0000 2018","Conservative Scandinavian keyboard warrior. Lover of animals. Christian and with my God-given immunsystem intact. 

Follow me on gab: @varg_skoge

God bless",,,,,,,,,,,,,,,,,,,,,,,,,,"0","60838","449","1092","true","984056071957381120","false","false","false","","1271","Varg Skoge","1349706758588084224","false","https://pbs.twimg.com/profile_images/991648385903022080/KV7zpkrA_normal.jpg","","21559","https://twitter.com/VargSkoge","user","https://x.com/VargSkoge","VargSkoge",,"@StumpforTrump @ChingasDominguz Like when Rosenstein announced several russians was accused of meddling in the 2016 election when @POTUS was on his way to meet Putin?","Tue Aug 21 23:59:28 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/984056071957381120/1649766898","Wed Apr 11 13:10:25 +0000 2018","Conservative Scandinavian keyboard warrior. Lover of animals. Christian and with my God-given immunsystem intact. 

Follow me on gab: @varg_skoge

God bless",,,,,,,,,,,,,,,,,,,,,,,,,,"0","60838","449","1092","true","984056071957381120","false","false","false","","1271","Varg Skoge","1349706758588084224","false","https://pbs.twimg.com/profile_images/991648385903022080/KV7zpkrA_normal.jpg","","21559","https://twitter.com/VargSkoge","user","https://x.com/VargSkoge","VargSkoge",,"@CNN Like when Rosenstein made public that named russians who was accused of meddling in 2016 election 2 days before the summit with Putin? https://t.co/Owf039rOUy","Tue Aug 21 23:56:10 +0000 2018"
"false","true",,"Mon Mar 06 19:16:31 +0000 2017","",,,,,,,,,,,,,,,,,,,,,,,,,,"0","4790","32","206","true","838830670415867904","false","false","false","Lansing, IL","0","Don Hinton",,"false","https://pbs.twimg.com/profile_images/1128788813571084294/btl9_8IC_normal.jpg","","472","https://twitter.com/DonHinton69","user","https://x.com/DonHinton69","DonHinton69",,"@MeetThePress @realDonaldTrump the investigation was about Russian meddling in our election, which you still do not admit to. You are the one who made this about collusion (conspiracy and possibly treason) by you.","Tue Aug 21 23:51:50 +0000 2018"
"false","false",,"Wed Jan 14 00:57:49 +0000 2015","it's true",,,,,,,,,,,,,,,,,,,,,,,,,,"0","2162","161","904","true","2977397783","false","false","false","Manassas Virginia 20110","138","2020 was stolen",,"false","https://pbs.twimg.com/profile_images/1414776832809971714/l9TbDYWl_normal.jpg","","8248","https://twitter.com/CharlesCrigney1","user","https://x.com/CharlesCrigney1","CharlesCrigney1",,"@Evan_Rosenfeld So 2 paragraphs about what they claim to have found and then a rehash of the meddling from before the general election.  Question.  Why don't they ever tell us what the divisive messages were?  Why doesn't anyone ever try to disprove the topics.  #showusthepages","Tue Aug 21 23:49:03 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/123041474/1368749867","Sun Mar 14 19:56:55 +0000 2010","I'm a Mac techie who is socially, environmentally and technically aware of issues. I'm an avid bicyclist as well as a firm believer in public & mass transit.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","26537","1185","893","true","123041474","false","false","false","","4578","Philip Shook","1391171069315219460","false","https://pbs.twimg.com/profile_images/760542530018553857/o6gd_RbR_normal.jpg","","592390","https://twitter.com/macbeestje","user","https://x.com/macbeestje","macbeestje",,"Report: Facebook finds new election meddling campaign https://t.co/Jx3TgG8DJU","Tue Aug 21 23:47:19 +0000 2018"
"false","true",,"Fri Jan 26 17:56:46 +0000 2018","Conservative American. Veteran. Taxpayer.",,,,,,,,,,,,,,,,,,,,,,,,,,"0","6002","155","127","false","956949045771210753","false","false","false","Texas, USA","28","Hattie",,"false","https://pbs.twimg.com/profile_images/965287158197075973/bwtd4k2i_normal.jpg","","11802","https://twitter.com/WWforkville","user","https://x.com/WWforkville","WWforkville",,"@USATODAY All tax and banking charges from 2013-2014.  No collusion.  No conspiracy. No Russians.  No election meddling.  What the hell is Mueller and company wasting all this time and money for?","Tue Aug 21 23:46:28 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/929340927428255747/1602078691","Sat Nov 11 13:31:58 +0000 2017","",,,,,,,,,,,,,,,,,,,,,,,,,,"0","52771","410","1174","true","929340927428255747","false","false","false","United States","97","EHTaylor",,"false","https://pbs.twimg.com/profile_images/1330590312125911040/0-Xdu01a_normal.jpg","","39852","https://twitter.com/Vailed_970","user","https://x.com/Vailed_970","Vailed_970",,"@yazzy1967 @Reuters Check with FEC, they are not remotely a campaign finance crime. Cohen copped to avoid risk of much longer jail term for other activities. It is all for show and election meddling and will never see a court room.","Tue Aug 21 23:45:29 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/15934170/1454353375","Thu Aug 21 17:38:25 +0000 2008","Arizona State Director & National Legislative Committee Chairman VAREP & Top 2% REALTORS® Coldwell Banker Arizona since 1997 Follow me on Periscope @G2Realtor",,,,,,,,,,,,,,,,,,,,,"LukeAirForceBaseSpecialist.com","http://www.LukeAirForceBaseSpecialist.com","0","23","https://t.co/YY1VU02Qmz","0","1396","1054","1930","false","15934170","false","false","false","Phoenix, AZ, USA","1778","G2REALTOR","1152642000786640897","false","https://pbs.twimg.com/profile_images/58663372/G-IIHatHand_123004WEB65X65_normal.jpg","","7308","https://twitter.com/G2REALTOR","user","https://x.com/G2REALTOR","G2REALTOR",,"Hummmmm what to do with a person who is complicit in election meddling and felonious campaign finance fraud? Huuummmm... what to do? Oh what to do?  Is this what a 'Swamp Thing' looks like? https://t.co/sM38EIzjSg","Tue Aug 21 23:37:19 +0000 2018"
"false","true",,"Wed Dec 21 12:20:30 +0000 2016","",,,,,,,,,,,,,,,,,,,,,,,,,,"0","2","4","4","false","811546888910540800","false","false","false","","0","@thdailydrumpf",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","6157","https://twitter.com/thedailydrumpf2","user","https://x.com/thedailydrumpf2","thedailydrumpf2",,"Poll: Russians Believe They Didn’t Meddle in the 2016 U.S. Election https://t.co/To1VGiq6Ou. RUSSIANS ARE JUST A NATION OF UNEDUCATED STARVED AND MANIPULATED PEASANTS. THEY WOULD SAY THEY BELIEVE THEIR EVIL LEADER WHEN HE DENIES MEDDLING! DUH!","Tue Aug 21 23:37:10 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/441462419/1654038530","Tue Dec 20 03:40:46 +0000 2011","#Developer #Ruby #Rails #Networks #CDN #Technology #WordPress #DigitalNomad",,,,,,,,,,,,,,,,,,,,,"phcnetworks.net","http://phcnetworks.net/","0","23","https://t.co/k1knlDIZiY","0","225","7115","6902","false","441462419","false","false","false","Canadian","593","bradpotts","1195519941786648583","false","https://pbs.twimg.com/profile_images/1512809946467172352/h-OitkDn_normal.jpg","","57178","https://twitter.com/BradPotts","user","https://x.com/BradPotts","BradPotts",,"Microsoft shuts down phishing sites, accuses Russia of new election meddling - https://t.co/8sFhvki8QS #technology #news #tech","Tue Aug 21 23:35:01 +0000 2018"
