author/affiliatesHighlightedLabel/label/badge/url,author/affiliatesHighlightedLabel/label/description,author/affiliatesHighlightedLabel/label/url/url,author/affiliatesHighlightedLabel/label/url/urlType,author/affiliatesHighlightedLabel/label/userLabelDisplayType,author/affiliatesHighlightedLabel/label/userLabelType,author/canDm,author/canMediaTag,author/coverPicture,author/createdAt,author/description,author/entities/description/urls/0/display_url,author/entities/description/urls/0/expanded_url,author/entities/description/urls/0/indices/0,author/entities/description/urls/0/indices/1,author/entities/description/urls/0/url,author/entities/description/urls/1/display_url,author/entities/description/urls/1/expanded_url,author/entities/description/urls/1/indices/0,author/entities/description/urls/1/indices/1,author/entities/description/urls/1/url,author/entities/url/urls/0/display_url,author/entities/url/urls/0/expanded_url,author/entities/url/urls/0/indices/0,author/entities/url/urls/0/indices/1,author/entities/url/urls/0/url,author/fastFollowersCount,author/favouritesCount,author/followers,author/following,author/hasCustomTimelines,author/id,author/isBlueVerified,author/isTranslator,author/isVerified,author/location,author/mediaCount,author/name,author/pinnedTweetIds/0,author/possiblySensitive,author/profilePicture,author/status,author/statusesCount,author/twitterUrl,author/type,author/url,author/userName,author/verifiedType,text,createdAt,att,stance
,,,,,,False,True,https://pbs.twimg.com/profile_banners/1663701168839872512/1685493804,Wed May 31 00:17:33 +0000 2023,Want to take back OUR country? JOIN ME 🇺🇸 Donald Trump won🥇Proud Patriot. Pro Elon Musk (parody),,,,,,,,,,,,,,,,0,199730,797902,431,False,1663701168839872512,True,False,False,TURN ON NOTIFICATIONS 🔔,6972,Marjorie Taylor Greene Press Release (Parody),1.8271323891870397e+18,False,https://pbs.twimg.com/profile_images/1663703753785229313/k146s5eP_normal.jpg,,88295,https://twitter.com/MTGrepp,user,https://x.com/MTGrepp,MTGrepp,,"HOLY SH*T 🚨 Donald Trump announced a 25% Tariff on ALL products coming from Mexico and Canada until the Border Problem is fixed 🇺🇸 

THIS IS A MASSIVE WIN FOR AMERICA 🔥 

CLOSE THE BORDER https://t.co/psalEi6Uux",Mon Nov 25 23:44:57 +0000 2024,0.3,Support
,,,,,,True,True,https://pbs.twimg.com/profile_banners/1278050664677953536/1731624285,Tue Jun 30 19:40:30 +0000 2020,NO fear CisHet female equality-activist💗putting my thoughts N2 colorful word-pics 2B shared. Pls check out my X articles! 🏳️‍🌈🏳️‍⚧️🎶🐶😺🪴🎵🖤🤎🤍,,,,,,,,,,,instagram.com/i_am_owlsi/,https://www.instagram.com/i_am_owlsi/,0.0,23.0,https://t.co/ZLOzxSskIh,0,54011,12251,12510,True,1278050664677953536,True,False,False,Southern Cali,40262,OWLSi🦉-TRUTH B TOLD☮️equality🏳️‍🌈🏳️‍⚧️🐶🎶🪴🌎,1.2788320446639596e+18,False,https://pbs.twimg.com/profile_images/1857190036061696000/d6QaUi30_normal.jpg,,101796,https://twitter.com/OWLSI1,user,https://x.com/OWLSI1,OWLSI1,,"MAGA insisting the Trump ""win"" is valid are telling us: ""YES THAT MANY PEOPLE DID CHOOSE TRUMP!""  This is a very interesting argument.  Harris voters DO NOT BELIEVE- that many people would fall into the very clearly defined categories of what a 2024 still-Trump voter is ...that's it. But the most common messages from MAGA since election day are: YOUR BODY MY CHOICE. EFF TRANS PEOPLE. EFF IMMIGRANTS. EFF OBAMA. COPE. etc. 
We are literally arguing with bigotry-supporters as to whether or not there really are THAT MANY racist, or subservient, or sellout, or stupid voters. THEY say YES! We say NO! 
No matter what ALL the contributing factors are, if more Americans felt compelled to vote FOR bigotry instead of against it, there's no arguing that their votes built a monster's mansion.  That monster will now fill it with scarred, warped, imbalanced, volatile people- brimming with the desire to bring every patriarchal idea, goal, & proposal to the feet of the source of validation they crave more than feeding themselves.",Mon Nov 25 23:43:24 +0000 2024,0.3004166666666667,Support
,,,,,,False,True,https://pbs.twimg.com/profile_banners/1479290779709239296/1692289237,Fri Jan 07 03:16:39 +0000 2022,"MAGA; Ballerina; FB:  @DonaldJTrumpJr @Rudygiuliani, @kleavittnh @RobertJohnDavi @DineshDSouza, @RogerJStoneJr @RichardGrenell, @PastorDScott, @dbongino",,,,,,,,,,,twitter.com/search?q=from%…,https://twitter.com/search?q=from%3A%40NanLee1124%2Fexclude%3Areplies&src=typed_query,0.0,23.0,https://t.co/5upMSBexGL,0,71470,63410,25981,True,1479290779709239296,True,False,False,U. S. A. ,4534,NanLee Marie Carissimi,1.8627530573498043e+18,False,https://pbs.twimg.com/profile_images/1773923021499301888/ou4mPn-e_normal.jpg,,313461,https://twitter.com/NanLee1124,user,https://x.com/NanLee1124,NanLee1124,,"🔥Wesley Hunt to celebs who were friendly with Diddy and are now fleeing after the Trump win: “Bye! We don't want that filth in our country.. It's a cabal and now they're running scared.."" @WesleyHuntTX @bennyjohnson 
 https://t.co/EFgWkaroi5",Mon Nov 25 23:37:24 +0000 2024,0.6875,Support
,,,,,,True,True,https://pbs.twimg.com/profile_banners/1601033530569809923/1676340861,Fri Dec 09 01:58:48 +0000 2022,🇺🇸🇺🇸💜 💜TRUMP WON 🎺🇺🇸🇺🇸💜 💜💜💕💜💜💜Gettr/@mbreed25 💜💕💜💕💜💜💕TS/@likeneverbefore💜💕💕,,,,,,,,,,,,,,,,0,207606,45328,42378,True,1601033530569809923,True,False,False,AL🇺🇸,6573,Monica,1.8089630121972575e+18,False,https://pbs.twimg.com/profile_images/1817661487386619904/AoS5XDL4_normal.jpg,,253026,https://twitter.com/MonBreeden,user,https://x.com/MonBreeden,MonBreeden,,"🔥Jack Smith hit the wall with Trump’s Win! 
Winning is the best! 

Jack Smith is officially shutting down and now, is looking for his safe space! 
💥Everyone together: Bye Bitch!",Mon Nov 25 23:25:02 +0000 2024,0.6251388888888889,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/34756550/1730332744,Thu Apr 23 22:40:57 +0000 2009,,,,,,,,,,,,,,,,,0,201430,159646,54475,True,34756550,True,False,False,"San Diego, CA",6223,CHIZ 🇺🇸,,False,https://pbs.twimg.com/profile_images/1857335855142350848/8DNwpZ5m_normal.jpg,,56058,https://twitter.com/CHIZMAGA,user,https://x.com/CHIZMAGA,CHIZMAGA,,"Trump knew if he ran for President again and didn’t win, he’d spend the rest of his life in prison, he ran anyways to help save the Country.

What a badass!",Mon Nov 25 23:04:15 +0000 2024,1.0,Support
,,,,,,True,True,https://pbs.twimg.com/profile_banners/15659909/1528724441,Wed Jul 30 13:23:55 +0000 2008,I lead a research service for Puerto Rico bondholders. Former contributor to Reuters.,,,,,,,,,,,pr-clearing.com,http://www.pr-clearing.com/,0.0,23.0,https://t.co/62WEGsT7aN,0,343542,25533,1786,True,15659909,True,False,False,"Tulsa, Oklahoma",14490,Cate Long,,False,https://pbs.twimg.com/profile_images/1006169183296638976/uYJnMD26_normal.jpg,,254750,https://twitter.com/cate_long,user,https://x.com/cate_long,cate_long,,"I was fairly confident Trump would win because I trusted @Mark_R_Mitchell's polling among other things. His firm, @Rasmussen_Poll, was dead on.",Mon Nov 25 22:55:39 +0000 2024,0.15500000000000003,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/91583544/1591900473,Sat Nov 21 14:39:59 +0000 2009,Alpha Male. Best selling author endorsed by President Trump. Founder & CEO @FLAGUSA1776. Legal Immigrant. Presidential Appointee. @A1Policy Ambassador.,,,,,,,,,,,nickadamsusa.com,https://www.nickadamsusa.com/,0.0,23.0,https://t.co/SHTAlwAcmc,0,91036,591612,15377,True,91583544,True,False,False,United States,6324,Nick Adams,,False,https://pbs.twimg.com/profile_images/1801080151305867264/VAhNEsP8_normal.jpg,,48620,https://twitter.com/NickAdamsinUSA,user,https://x.com/NickAdamsinUSA,NickAdamsinUSA,,"I love seeing Christmas decorations already going up across America.

With President Trump's win, Christians finally feel safe to say ""Merry Christmas"" again.

America is turning back to God!",Mon Nov 25 22:48:22 +0000 2024,0.36,Support
,,,,,,False,True,https://pbs.twimg.com/profile_banners/778763106289758208/1721694391,Thu Sep 22 01:09:28 +0000 2016,"A servant of Jesus Christ. Senior Policy Adviser, AFA. Radio host weekdays @JennaEllisAM 8am ET at @AFRnet. Constitutional Conservative. Personal account.",,,,,,,,,,,afr.net/podcasts/jenna…,https://afr.net/podcasts/jenna-ellis-in-the-morning/,0.0,23.0,https://t.co/d4T41828gd,0,42571,1058171,2135,True,778763106289758208,True,False,False,Free State of Florida,7219,Jenna Ellis 🐊,1.86141020848597e+18,False,https://pbs.twimg.com/profile_images/1790127480226885633/YyNnMlK-_normal.jpg,,100608,https://twitter.com/realJennaEllis,user,https://x.com/realJennaEllis,realJennaEllis,,It’s only a win for the next four years. Unless Trump and Republicans can deliver actual accountability. https://t.co/MIMkGSrHKO,Mon Nov 25 22:45:20 +0000 2024,0.2,Support
,,,,,,True,True,https://pbs.twimg.com/profile_banners/1522405142888255488/1668727943,Fri May 06 02:38:00 +0000 2022,change the world.,,,,,,,,,,,penny2x.org,http://penny2x.org,0.0,23.0,https://t.co/cfjHyLVvB5,0,385455,111670,4399,True,1522405142888255488,True,False,False,SD,6060,Penny2x,1.8633620382332398e+18,False,https://pbs.twimg.com/profile_images/1849893553305993216/05Mq98mf_normal.jpg,,234508,https://twitter.com/imPenny2x,user,https://x.com/imPenny2x,imPenny2x,,Remember when we rallied around the truth on 𝕏 and helped Donald Trump win the election?,Mon Nov 25 22:42:17 +0000 2024,0.8,Support
https://pbs.twimg.com/profile_images/1696524738288615424/IveIyink_bigger.jpg,The Benny Show,https://twitter.com/TheBennyShowPod,DeepLink,Badge,BusinessLabel,True,True,https://pbs.twimg.com/profile_banners/15212187/1727468653,Mon Jun 23 21:33:20 +0000 2008,i make internet,,,,,,,,,,,shop.bennyjohnson.com,https://shop.bennyjohnson.com,0.0,23.0,https://t.co/rtGD9ORLiB,0,23565,3192582,3519,True,15212187,True,False,False,Tampa Florida ,35618,Benny Johnson,1.8633916498643192e+18,False,https://pbs.twimg.com/profile_images/1628474658583457793/KRPfh8Zb_normal.jpg,,101951,https://twitter.com/bennyjohnson,user,https://x.com/bennyjohnson,bennyjohnson,,"Congressman Wesley Hunt's message to celebrities like Ellen DeGeneres who were friendly with Diddy and are suddenly fleeing country after Trump win:

""Bye! We don't want that filth in our country.. It's a cabal and now they're running scared.."" https://t.co/Hm6mZUrkrP",Mon Nov 25 22:18:30 +0000 2024,0.4583333333333333,Support
