author/affiliatesHighlightedLabel/label/badge/url,author/affiliatesHighlightedLabel/label/description,author/affiliatesHighlightedLabel/label/url/url,author/affiliatesHighlightedLabel/label/url/urlType,author/affiliatesHighlightedLabel/label/userLabelDisplayType,author/affiliatesHighlightedLabel/label/userLabelType,author/canDm,author/canMediaTag,author/coverPicture,author/createdAt,author/description,author/entities/description/urls/0/display_url,author/entities/description/urls/0/expanded_url,author/entities/description/urls/0/indices/0,author/entities/description/urls/0/indices/1,author/entities/description/urls/0/url,author/entities/description/urls/1/display_url,author/entities/description/urls/1/expanded_url,author/entities/description/urls/1/indices/0,author/entities/description/urls/1/indices/1,author/entities/description/urls/1/url,author/entities/url/urls/0/display_url,author/entities/url/urls/0/expanded_url,author/entities/url/urls/0/indices/0,author/entities/url/urls/0/indices/1,author/entities/url/urls/0/url,author/fastFollowersCount,author/favouritesCount,author/followers,author/following,author/hasCustomTimelines,author/id,author/isBlueVerified,author/isTranslator,author/isVerified,author/location,author/mediaCount,author/name,author/pinnedTweetIds/0,author/possiblySensitive,author/profilePicture,author/status,author/statusesCount,author/twitterUrl,author/type,author/url,author/userName,author/verifiedType,text,createdAt,att,stance
,,,,,,False,True,https://pbs.twimg.com/profile_banners/75028814/1401859992,Thu Sep 17 14:46:58 +0000 2009,Revista de análisis prospectivo económico y político sobre México,,,,,,,,,,,lacarpetapurpura.com,http://www.lacarpetapurpura.com,0.0,23.0,https://t.co/Sx5ESO2Onu,0,1004,16368,823,True,75028814,True,False,False,Mexico,1445,La Carpeta Púrpura,1.7085216315580503e+18,False,https://pbs.twimg.com/profile_images/459212204139487233/0EK1G5oh_normal.png,,6110,https://twitter.com/carpetapurpura,user,https://x.com/carpetapurpura,carpetapurpura,,"THE TRUE TALLY FROM THE MEXICAN 2024 PRESIDENTIAL ELECTION

GERARDO GOMEZ-RUANO, MARIO LOPEZ-VITAL, AND YURI SERBOLOV
Abstract. We provide an unbiased estimate for the presidential election that recently took place in Mexico, based on data from the first election recount done by its citizens. The recount was done as the answer to the unapologetically fraudulent electoral process that culminated with the June 2nd 2024 elections. Such recount is partial since only 10% of the ballot boxes have been reliably accounted for, approximately; it may thus be considered a sample for the entire election. Because ballot boxes can be tracked over different elections, we are able to construct a bias-corrected estimate of the true, national tally. One that is free from the effects from crime coercion and government manipulation, and therefore far more reliable than the official “count”. Our correction implies that Mrs. Xóchitl Gálvez won obtaining 50.74% of the votes, while Mrs. Claudia Sheinbaum lost obtaining only 38.82% of the votes.

https://t.co/7ImcHxaI6H",Sun Nov 17 23:58:08 +0000 2024,0.11470588235294119,Support
,,,,,,False,True,https://pbs.twimg.com/profile_banners/51241574/1638483576,Fri Jun 26 21:48:52 +0000 2009,"Advancing the power of facts, globally 🌎",,,,,,,,,,,apnews.com,https://apnews.com/,0.0,23.0,https://t.co/0HD7A9hKKy,0,4335,15861588,6389,True,51241574,True,False,False,Global,14687,The Associated Press,,False,https://pbs.twimg.com/profile_images/1736863672029310976/gzIskvxa_normal.jpg,,376830,https://twitter.com/AP,user,https://x.com/AP,AP,Business,"The 2024 presidential election featured sky-high turnout, approaching the historic levels of the 2020 contest and contradicting long-held conventional political wisdom that Republicans struggle to win races in which many people vote. https://t.co/aBkmBsaaMA",Sun Nov 17 21:30:13 +0000 2024,0.19285714285714287,Support
,,,,,,True,True,https://pbs.twimg.com/profile_banners/1261338980567613441/1719415365,Fri May 15 16:53:53 +0000 2020,Democrat. Michigander.,,,,,,,,,,,,,,,,0,38244,16408,17535,False,1261338980567613441,False,False,False,Michigan,742,James,1.858336874600747e+18,False,https://pbs.twimg.com/profile_images/1728072213381656576/626qTfFo_normal.jpg,,21864,https://twitter.com/MI_James57,user,https://x.com/MI_James57,MI_James57,,"Here is a precinct map of the 2024 presidential election in Wayne County, Michigan, based on Harris vs. Trump numbers.

🔵 Kamala Harris (D): 536,581 votes (62.5%)
🔴 Donald Trump (R): 288,778 votes (33.6%)
🟡 Others: 33,424 votes (3.9%) https://t.co/WotTzqKyXL",Sun Nov 17 20:21:35 +0000 2024,0.0,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/229141520/1699882190,Tue Dec 21 16:51:15 +0000 2010,"Born for a Storm. Bad Hombre. Founder: League of American Workers. Former: Trump 2016 & 2020, Vance 2022, Fox & CNN.",,,,,,,,,,,AmWorkers.com,http://AmWorkers.com,0.0,23.0,https://t.co/qxCqYvGCiy,0,3912,474990,699,True,229141520,True,False,False,Tennessee,16048,Steve Cortes,1.8629350501671695e+18,False,https://pbs.twimg.com/profile_images/1724056934955765760/DDHvzSst_normal.jpg,,53839,https://twitter.com/CortesSteve,user,https://x.com/CortesSteve,CortesSteve,,"Democrats’ takeaway from the 2024 presidential election:

“Americans are just bad people.” https://t.co/8I6L7KtcB9",Sun Nov 17 19:41:43 +0000 2024,0.6999999999999998,Support
https://pbs.twimg.com/profile_images/1726722240748662784/2BjaL8mX_bigger.jpg,Conservative 🇺🇸,https://twitter.com/ConservativeOG,DeepLink,Badge,BusinessLabel,True,True,https://pbs.twimg.com/profile_banners/537709549/1696882383,Tue Mar 27 00:53:56 +0000 2012,Investigative Journalist 🇺🇸 Free Spirit🇺🇸Founder of LOOMERED. Host of @LoomerUnleashed Former @Project_Veritas operative. 📸 America First ✡️ Feisty Jewess,,,,,,,,,,,loomered.com,http://loomered.com,0.0,23.0,https://t.co/TlkQhmcPoR,0,109081,1390580,6990,True,537709549,True,False,False,Florida ,12702,Laura Loomer,1.8532275760612808e+18,False,https://pbs.twimg.com/profile_images/1751805801520332800/WIWv-QP2_normal.jpg,,78740,https://twitter.com/LauraLoomer,user,https://x.com/LauraLoomer,LauraLoomer,,"WATCH:

President Trump made history in the 2024 Presidential election with a landslide victory, breaking the blue wall and proving MAGA is the future. 

Americans rejected the chaos of the Biden-Harris regime and delivered a mandate for real change. 

With a Republican majority in Congress, there is now a clear path to secure the border, revitalize the economy, and restore law and order. 

No more neocons, no more betrayals. It’s time to Make America Great Again, once and for all! 

Follow @LoomerUnleashed",Sun Nov 17 19:39:57 +0000 2024,0.15000000000000002,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/1461887215844278272/1639202776,Sat Nov 20 02:43:28 +0000 2021,"Figured it all out.

Tundra",,,,,,,,,,,,,,,,0,18324,11548,38,True,1461887215844278272,False,False,False,Smiling with Linda,5018,TUNDRA CARNAGE INC.,1.8460206950312714e+18,False,https://pbs.twimg.com/profile_images/1855282914776539136/j2hQ8Itm_normal.jpg,,18635,https://twitter.com/Lets_Play_MEOW,user,https://x.com/Lets_Play_MEOW,Lets_Play_MEOW,,"Canadian Law is about to expose election as well as foreign interference, along with felonies committed against Canadians....and my American wife going through immigration

Buckle up kids. It's about to cause tidal waves right to the 2024 US Presidential Election

Hello @elonmusk",Sun Nov 17 17:41:49 +0000 2024,0.05357142857142857,Support
,,,,,,False,True,https://pbs.twimg.com/profile_banners/1519661185335009280/1667139038,Thu Apr 28 12:54:21 +0000 2022,Real. Fearless. American Patriots.,,,,,,,,,,,conservativebrief.com,https://conservativebrief.com,0.0,23.0,https://t.co/Tsxb1n7Q1s,0,1222,205426,224,False,1519661185335009280,False,False,False,United States,5377,Conservative Brief,,False,https://pbs.twimg.com/profile_images/1586722167202480129/ibppkwCz_normal.jpg,,20216,https://twitter.com/ConservBrief,user,https://x.com/ConservBrief,ConservBrief,Business,"BREAKING

Longtime Iowa pollster Ann Selzer announces her retirement from the Des Moines Register’s famed Iowa Poll after catastrophic miss in 2024 Presidential election - she had Kamala Harris winning the state in bombshell poll posted just days before the election.

Donald Trump ended up winning the state by 13 points.",Sun Nov 17 13:51:44 +0000 2024,0.5,Support
,,,,,,False,False,https://pbs.twimg.com/profile_banners/930561624875945989/1727039992,Tue Nov 14 22:22:35 +0000 2017,co-founder @leadingreport,,,,,,,,,,,theleadingreport.com,http://theleadingreport.com,0.0,23.0,https://t.co/MtTJgPfHjh,0,17262,129567,792,True,930561624875945989,True,False,False,The internet,1016,Patrick Webb,1.8632383021087258e+18,False,https://pbs.twimg.com/profile_images/1651641002946338837/0FCteaLk_normal.jpg,,19132,https://twitter.com/RealPatrickWebb,user,https://x.com/RealPatrickWebb,RealPatrickWebb,,BREAKING: Ann Selzer has announced her retirement from polling after damaging her reputation with inaccurate Iowa polling prediction during the 2024 presidential election.,Sun Nov 17 13:13:45 +0000 2024,0.0,Support
,,,,,,False,True,https://pbs.twimg.com/profile_banners/853318060052291584/1723933151,Sat Apr 15 18:44:14 +0000 2017,"I post interesting news and opinion stories, for @scottadamssays and for you. Support my work and get more content at https://t.co/zIi9RVC0OJ!",owengregorian.locals.com,https://owengregorian.locals.com,118.0,141.0,https://t.co/zIi9RVC0OJ,,,,,,owengregorian.locals.com,https://owengregorian.locals.com,0.0,23.0,https://t.co/zIi9RVC0OJ,0,170866,74492,7578,True,853318060052291584,True,False,False,United States,12712,Owen Gregorian,1.8603788905998175e+18,False,https://pbs.twimg.com/profile_images/870041464843227139/GSuKAV4t_normal.jpg,,95461,https://twitter.com/OwenGregorian,user,https://x.com/OwenGregorian,OwenGregorian,,"Joe Rogan: I've Grown To Like Trump, ""You Need A Guy That Is Completely Crazy To Expose How Corrupt The System Is"" | RealClearPolitics

Podcast host Joe Rogan explains why he has grown to like President-elect Donald Trump. Rogan endorsed Trump in the 2024 presidential election.

JOE ROGAN: The quote about Trump or the narrative about Trump has always been that he's bullsh*tting everybody. He's a con man He's definitely very persuasive, you know, Scott Adams has wrote about this pretty much in depth about how well Trump Practices the art of persuasion. Mm-hmm, you know the art of the deal He's great at making people his friend and making relationships and if you're his enemy, f*ck you scorched earth You know, it's like this and there's fear of that.

You don't want to get on his bad side There's all this like there's this art of like how he negotiates and he's gone through this years and years and years of business But but that's him. That's the guy's right there. You could talk to him about everything and anything.

He's right there He's not protecting any of his ideas. He called a girl. He's allegedly slept with horse face on Twitter It's the wildest sh*t.

So you're getting what you get. That's who the guy is and you love I like him I've gone I've grown to like him. I had a much more negative opinion of him back in the day because it was There's only so much you can pay attention to and do deep dives on right before you lose your f*cking mind and with him I was like It's probably not good for the country.

That seems crazy. But as time went on I was like, oh you need a guy that is completely crazy to expose how corrupt the whole system is and how they all Collude together and how they all they all say this There's all these montages of clips of news organizations saying the same narrative outright over and over Verbatim word by word they're getting fed this by someone some entity some they're somehow or another they're collaborating and they're all Choosing this very specific narrative and they're running with it and they're trying to destroy people with it and I saw them do it with Yeah, I saw them do it with me during the Koba thing and it was all motivated by the pharmaceutical drug companies and the profits And they were terrified that someone's gonna come along and somehow another put a notch in this little thing that they've created Which is a devious little thing that they've done where they eliminated all sorts of other remedies They they cut out all these Generic drugs that possibly could have been used to help people. They denied people the use of monoclonal antibodies They push the f*cking sh*t out of this one thing so they can make money off of it and they did it in collusion with The media no one acted like a journalist.

No one looked at the excess deaths No one looked at the instances of myocarditis and young people. No one looked at any of that. There was no journalism.

It just showed Everyone that the whole system is bought and paid for it's all corrupt And the only way you could find out who a person really is is to listen to them Talk for long periods of time.

Read more:

https://t.co/44uyCIyrDJ",Sun Nov 17 12:47:16 +0000 2024,0.04982142857142856,Support
,,,,,,True,False,https://pbs.twimg.com/profile_banners/1028285946737905664/1732890995,Sat Aug 11 14:24:09 +0000 2018,Pure Blood Family🩸Christian ✝️ Warrior Momma & Mimi🥷🏻 Doxie Mom 🐾 Coffee☕️ Chocolate🍫Wine🍷Independent 🧘🏽‍♀️ Business Owner 💰,,,,,,,,,,,,,,,,0,146588,38301,25917,True,1028285946737905664,True,False,False,Made In America!,17207,Zade Smith,,False,https://pbs.twimg.com/profile_images/1752394520451330048/WTXqQ0hN_normal.jpg,,158729,https://twitter.com/ZadeSmith4,user,https://x.com/ZadeSmith4,ZadeSmith4,,"It is November 17, 2053….

“No voter ID” extreme rabid liberal blue states are still counting ballots for the 2024 Presidential election…. https://t.co/P66J4cNERn",Sun Nov 17 12:37:41 +0000 2024,0.0625,Support
