"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/longDescription/entities/0/fromIndex","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/__typename","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/legacy/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/rest_id","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/type","author/affiliatesHighlightedLabel/label/longDescription/entities/0/toIndex","author/affiliatesHighlightedLabel/label/longDescription/text","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,,,,,,,,,"false","true",,"Thu Feb 09 23:32:24 +0000 2012","",,,,,,,,,,,"0","21","104","4","true","487991879","false","false","false","Virginia, USA","819","Ty Johnson",,"false","https://pbs.twimg.com/profile_images/715497541673095168/Y3DiAWgs_normal.jpg","","39140","https://twitter.com/DijohltTy","user","https://x.com/DijohltTy","DijohltTy",,"Giuliani: Mueller probe 'most corrupt investigation I have ever seen' via @POLITICO for iOS: What a lying piece of shit, Watergate was far worse and this ass wipe knows this.  There are some dumbass people in this country that will buy this lying BS. Sad https://t.co/6Km5VBd6NG https://t.co/aS1TKJp26e","Sun Jul 08 23:56:17 +0000 2018"
,,,,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/17227307/1611187435","Fri Nov 07 06:00:35 +0000 2008","Pastor (ELCA) | Liturgy & Justice | Church Nerd | Glorious Geek | Faith & Politics | Current Events | Nonfiction📚 | Coffee | Header: @juniper_spruce",,,,,,,,,,,"0","318886","3385","3738","true","17227307","false","false","false","North Dakota, USA","70876","Robert Franek","838580940091850752","false","https://pbs.twimg.com/profile_images/1522772348302102528/RVsmL_oO_normal.jpg","","257919","https://twitter.com/robertfranek","user","https://x.com/robertfranek","robertfranek",,"“Giuliani went on CNN &amp; continued Trump’s attack on the Mueller with reams of lies and conspiracies. Trump’s lawyers are trying to buy him time while hoping that they can discredit the Mueller investigation enough so when the report does come out, Trump can avoid impeachment.” https://t.co/GFB76w11ln","Sun Jul 08 23:55:12 +0000 2018"
,,,,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/3151312570/1730641111","Thu Apr 09 11:25:30 +0000 2015","I need to make a pilgrim pfp. No ERP, images generated using Bing DALLE and perchance.",,,,,,,,,,,"0","353149","4750","5100","true","3151312570","false","false","false","North Carolina, USA","36950","Dinkledash",,"false","https://pbs.twimg.com/profile_images/1853069198253338624/JMojCzXW_normal.jpg","","253846","https://twitter.com/Dinkeldash","user","https://x.com/Dinkeldash","Dinkeldash",,"@freedom_moates @threebythree2 Mueller told Trump he was “not a target of the investigation.”  Has this changed?","Sun Jul 08 23:55:09 +0000 2018"
"https://pbs.twimg.com/semantic_core_img/1428827730364096519/4ZXpTBhS?format=png&name=orig","Automated","13","User","reinhardNFL","40782542","reinhardNFL","TimelineRichTextMention","25","Automated by @reinhardNFL",,,,"AutomatedLabel","false","true","https://pbs.twimg.com/profile_banners/981969608277135360/1522962734","Thu Apr 05 18:59:33 +0000 2018","A bot that will tweet at the behest of @reinhurdler",,,,,,"statbutler.com","http://statbutler.com","0","23","https://t.co/fn3BnKm7ww","0","0","74","0","false","981969608277135360","false","false","false","Columbus, OH","127","Stat Butler",,"false","https://pbs.twimg.com/profile_images/1367578794400301063/G8zrTOk4_normal.jpg","","41941","https://twitter.com/stat_butler","user","https://x.com/stat_butler","stat_butler",,"New Headline from CNN:

Sunday show roundup: A Putin-Trump meeting, the Mueller investigation and Cohen’s potential ’flip’
https://t.co/oOc9rQjpUm","Sun Jul 08 23:54:49 +0000 2018"
,,,,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/264934281/1398281443","Sat Mar 12 18:13:55 +0000 2011","CA Conservatives Reclaiming US Heritage by Harvesting the Power of Knowledge. It's Time to Take Back California.
P.S.: Our banner was modified by Allan Sluis.",,,,,,,,,,,"0","155226","8711","9385","false","264934281","false","false","false","Northern California","4236","Team CRUSH ✝️ 🇺🇸",,"false","https://pbs.twimg.com/profile_images/1290663128/norcal_crush_normal.jpg","","253117","https://twitter.com/NorCalCrush","user","https://x.com/NorCalCrush","NorCalCrush",,"Giuliani: Mueller probe ‘most corrupt investigation I have ever seen’ https://t.co/eYOJlc1HkJ","Sun Jul 08 23:54:46 +0000 2018"
,,,,,,,,,,,,,,"false","true",,"Thu Jan 26 21:28:56 +0000 2017","Trespassers will be persecuted. Relentlessly.",,,,,,,,,,,"0","16092","297","383","true","824730865859174405","false","false","false","Vermont, USA","78","Resisting Hick",,"false","https://pbs.twimg.com/profile_images/954547092965408769/8c4zzhcN_normal.jpg","","24695","https://twitter.com/Halfamick","user","https://x.com/Halfamick","Halfamick",,"@Hope012015 Did Rudy sleep through the Congressional investigations of Hillary? Those were biased investigations. Mueller's investigation was started by a Trump appointee, for crying out loud.","Sun Jul 08 23:54:28 +0000 2018"
,,,,,,,,,,,,,,"true","false",,"Thu Mar 02 17:25:54 +0000 2017","Chicago Actor, patron of the arts and care about our planet.",,,,,,,,,,,"0","356272","1318","2547","true","837353281886257153","true","false","false","Illinois, USA","2193","Claudius",,"false","https://pbs.twimg.com/profile_images/1520143790291492864/c1HQ-qcw_normal.jpg","","96390","https://twitter.com/IClaudiusR","user","https://x.com/IClaudiusR","IClaudiusR",,"@CleoSFCal @CharlesMBlow The only reason why his strategy is working is because of the length of the investigation. Although I think Mueller should continue to have the time to properly investigate, the long investigation is allowing the space for Trump to sow the seeds of doubt with the public opinion.","Sun Jul 08 23:54:22 +0000 2018"
,,,,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/998585678039539717/1536533000","Mon May 21 15:25:53 +0000 2018","“For so long we have gone with so little, that now we are capable of doing anything with nothing.”",,,,,,,,,,,"0","30890","8544","128","true","998585678039539717","false","false","false","","1565","Chaos Actual","1318230047447285760","false","https://pbs.twimg.com/profile_images/998586232828391424/v5ggsO9n_normal.jpg","","36297","https://twitter.com/actual_chaos","user","https://x.com/actual_chaos","actual_chaos",,"@freedom_moates He’s not under investigation. Trump appointed Mueller to do exactly what he is doing now. 
https://t.co/4FoyGLT1f0","Sun Jul 08 23:54:18 +0000 2018"
,,,,,,,,,,,,,,"false","false",,"Sun Oct 05 12:21:02 +0000 2014","Mom, woman, human, citizen of the US,  concerned environmentalist, positive thinker, financial professional, aspiring writer and novelist.",,,,,,,,,,,"0","10433","10","101","false","2807553531","false","false","false","New York, USA","0","MarMom33",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","5175","https://twitter.com/marmom33","user","https://x.com/marmom33","marmom33",,"@SenatorCollins @lisamurkowski ummm... seriously? No more votes on anything trump until Mueller is finished. None. No president under investigation should load our courts. https://t.co/wq69P0wqLi","Sun Jul 08 23:53:32 +0000 2018"
,,,,,,,,,,,,,,"false","true",,"Wed Sep 16 15:39:33 +0000 2009","",,,,,,,,,,,"0","2541","11","37","true","74759363","false","false","false","","23","gerald",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","9177","https://twitter.com/grelliott2937","user","https://x.com/grelliott2937","grelliott2937",,"@chucktodd @MSNBC I pray Trump never sits down with him. Why legitimize such a bias investigation. The people Mueller Chose to be on his panel were disgustingly bias who had their preconceived game plan to take down Trump. Why meet with any committee such as this one?","Sun Jul 08 23:51:39 +0000 2018"
