"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/332723527/1662424377","Sun Jul 10 09:23:22 +0000 2011","WILL WRITE FOR SHORT-LIVED ADORATION
https://t.co/qydGOCKqAP","timcushing.bsky.social","http://timcushing.bsky.social","37","60","https://t.co/qydGOCKqAP","techdirt.com/user/capitalis…","https://www.techdirt.com/user/capitalisliontamer","0","23","https://t.co/Pc5c2G6Eg7","0","15796","2770","925","true","332723527","false","false","false","Contributor - techdirt.com","23805","Tim Cushing",,"false","https://pbs.twimg.com/profile_images/1566939160925069317/D_ussrd-_normal.jpg","","92574","https://twitter.com/TimCushing","user","https://x.com/TimCushing","TimCushing","After a Year Stuck in Jail, Reality Winner to Accept Plea Deal for Leaking NSA Report on Russian Election Meddling https://t.co/sYLqrRk87h","Fri Jun 22 23:58:27 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/889906238565122048/1671557695","Tue Jul 25 17:52:35 +0000 2017","Liberal.  America needs to restore its system of representation.  we've become an oligarchy.  
No DMs pls. - I unfollow unfollows.
@samgodwell.bsky.social",,,,,,,,,,,"0","144754","4014","4185","false","889906238565122048","false","false","false","","2042","Sam Godwell 🇺🇲🇺🇦✊️","1668056508494663682","false","https://pbs.twimg.com/profile_images/906610878816043008/H_sSAnya_normal.jpg","","87166","https://twitter.com/SamGodwell","user","https://x.com/SamGodwell","SamGodwell","@OMGno2trump Plus the ignoring of election meddling from Russia, Saudi, (probably Israel), and North Korea.","Fri Jun 22 23:54:02 +0000 2018"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/142520660/1568754233","Tue May 11 02:55:33 +0000 2010","Five Time Steward of the Year.",,,,,,"tyronedraws.blogspot.com","http://tyronedraws.blogspot.com","0","23","https://t.co/jHMLrH3c9M","0","18745","136","590","true","142520660","false","false","false","Portland, OR","600","Tyrone",,"false","https://pbs.twimg.com/profile_images/1425650494442131457/5edepuad_normal.jpg","","19360","https://twitter.com/tyronetasty","user","https://x.com/tyronetasty","tyronetasty","Our terrible federal espionage laws will keep Reality Winner from arguing that leaking a NSA report on Russian election meddling was in the public interest. https://t.co/P8jNXVrKML","Fri Jun 22 23:23:52 +0000 2018"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/707609219038638080/1530485264","Wed Mar 09 16:49:19 +0000 2016","Proud papa, concerned citizen, 4th generation vet, Twitter may suck sometimes but it beats shouting at the TV",,,,,,,,,,,"0","32724","294","822","true","707609219038638080","false","false","false","East, England","269","Joseph Owens",,"false","https://pbs.twimg.com/profile_images/819665663535022080/AVxgwClm_normal.jpg","","20191","https://twitter.com/RealJosephOwens","user","https://x.com/RealJosephOwens","RealJosephOwens","@SneachtaLaden @PaulDeCristofo4 @CivMilAir So election/political meddling, massive cyber ops and hacks are all just good fun between friends? Riiiiight. https://t.co/cYFhWWSz77","Fri Jun 22 22:31:58 +0000 2018"
,,,,,,"false","true",,"Wed Mar 21 18:26:14 +0000 2018","MAGA",,,,,,,,,,,"0","217","0","23","false","976525403857805312","false","false","false","Philly Burbs","0","Wally_begood",,"false","https://pbs.twimg.com/profile_images/1017151692029251586/k8Mq0tk7_normal.jpg","","132","https://twitter.com/BegoodWally","user","https://x.com/BegoodWally","BegoodWally","@ComfortablySmug There is growing evidence of Obama collusion with Russia. 

1) I'll have more flexibility after the election
2) Stand down order of Russian meddling in      2016 election

How much is still hidden?","Fri Jun 22 22:13:19 +0000 2018"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/2809720950/1617205462","Sun Sep 14 16:29:17 +0000 2014","Husband, father, grandfather, brother, son, nephew, cousin, friend",,,,,,,,,,,"0","451415","9294","7344","true","2809720950","false","false","false","","6142","Sean Shannon Collier","1841084696517562550","false","https://pbs.twimg.com/profile_images/1639615998180327428/jXZrdTdP_normal.jpg","","293381","https://twitter.com/ReillocNaes","user","https://x.com/ReillocNaes","ReillocNaes","@liberalgirl3 @conserv_tribune Susan gave the stand down for Russian cyber election meddling. Those men are charged with other things—not election meddling.","Fri Jun 22 21:59:53 +0000 2018"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/414010452/1648857587","Wed Nov 16 14:28:16 +0000 2011","Democrat, advocate for physically and mentally challenged individuals~#DemCastNC",,,,,,,,,,,"0","371797","6037","6645","true","414010452","true","false","false","NC ","200","colmant_","1140433559120953345","false","https://pbs.twimg.com/profile_images/3754459095/1434fee7861732771777ffd34d62e01a_normal.jpeg","","470989","https://twitter.com/colmant_","user","https://x.com/colmant_","colmant_","She leaked a classified document that proved Russian meddling in the 2016 presidential election, has reached a plea deal with federal prosecutors that will resolve her pending Espionage Act charge, though the details of the plea deal are unclear. https://t.co/ePwuv0qWPA","Fri Jun 22 21:36:25 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/26199079/1355706318","Tue Mar 24 08:08:29 +0000 2009","Wrote in @alicecooper in 2016, @rayadverb in 2020, and @iowahawkblog this year.",,,,,,"anthonybialy.substack.com","https://anthonybialy.substack.com","0","23","https://t.co/leTl5zMjSi","0","20565","3759","176","false","26199079","false","false","false","Queencity, P.R.O.N.Y.","22842","Anthony Bialy","1862317496956531045","false","https://pbs.twimg.com/profile_images/1743923685084307456/oTukmpa__normal.jpg","","334469","https://twitter.com/AnthonyBialy","user","https://x.com/AnthonyBialy","AnthonyBialy","So there WAS election meddling! https://t.co/SSkoZPcEnX","Fri Jun 22 21:13:25 +0000 2018"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/33333620/1672925095","Sun Apr 19 22:56:15 +0000 2009","Independent reporter. I write @BigTechnology and host Big Technology Podcast. Contributor @CNBC. Author of ALWAYS DAY ONE. alex.kantrowitz@gmail.com",,,,,,"bigtechnology.com","http://bigtechnology.com","0","23","https://t.co/3ewqJ0bAJW","0","77768","51394","1640","true","33333620","true","false","false","New York, NY","6808","Alex Kantrowitz","1405295520420044802","false","https://pbs.twimg.com/profile_images/1140986869318082562/h4IAoJU9_normal.jpg","","54718","https://twitter.com/Kantrowitz","user","https://x.com/Kantrowitz","Kantrowitz","Facebook's new ""Investigative Operations Team""

- Filled with ex-intel officers, media buyers, researchers
- Tasked with finding the worst things that can be done with Facebook and helping stop them
- Direct result of election meddling and ad manipulation

https://t.co/o6NfXvuRUT","Fri Jun 22 20:38:40 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/828408368830164992/1486359159","Mon Feb 06 01:02:01 +0000 2017","Zeus allowed me to come back to earth after Black Tuesday (USA election 2016) to tirelessly fight the forces of my modern day nemesis, Captain Stupid.",,,,,,,,,,,"0","1575","47","117","true","828408368830164992","false","false","false","George Soros' Basement ","114","King Sisyphus","951722753601630209","false","https://pbs.twimg.com/profile_images/828411923829923840/zckg_YwI_normal.jpg","","4240","https://twitter.com/sisyphus2018","user","https://x.com/sisyphus2018","sisyphus2018","@PoliteMelanie @RobynLAWoman 3) When will you release your taxes?
4) When will you stop trying to destroy the free press?
5) When will you stop Russian election meddling?
6) When will you start fixing income inequality?
7) When will you start addressing global warming?
8) When will Mexico pay for the wall?","Fri Jun 22 20:28:41 +0000 2018"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/33333620/1672925095","Sun Apr 19 22:56:15 +0000 2009","Independent reporter. I write @BigTechnology and host Big Technology Podcast. Contributor @CNBC. Author of ALWAYS DAY ONE. alex.kantrowitz@gmail.com",,,,,,"bigtechnology.com","http://bigtechnology.com","0","23","https://t.co/3ewqJ0bAJW","0","77768","51394","1640","true","33333620","true","false","false","New York, NY","6808","Alex Kantrowitz","1405295520420044802","false","https://pbs.twimg.com/profile_images/1140986869318082562/h4IAoJU9_normal.jpg","","54718","https://twitter.com/Kantrowitz","user","https://x.com/Kantrowitz","Kantrowitz","It's obvious after election meddling, discriminatory ad targeting, violence on Facebook live, etc. Facebook needed people who could anticipate the worst of humanity and help the company prevent future exploitation. Now it's hired those people.","Fri Jun 22 20:20:41 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/464328562/1420173504","Sun Jan 15 03:32:40 +0000 2012","Common Sense Idaho supports strong public schools and common sense approaches to public policy.",,,,,,,,,,,"0","7064","1246","1308","false","464328562","false","false","false","Boise, Idaho","975","Common Sense Idaho",,"false","https://pbs.twimg.com/profile_images/1801314045/Freedom-Of-Speech_normal.jpg","","29551","https://twitter.com/CommonSenseID","user","https://x.com/CommonSenseID","CommonSenseID","@Atuiolosega @JP07goUSA @BillOReilly @HillaryClinton 1/2 Via @nytimes: ""Trump Falsely Claims Russia Investigation Started Because of Steele Dossier-President Trump has repeatedly pointed to the findings of a House Intelligence Committee report to insist his campaign did not collude with Russia...."" https://t.co/psLhRNOliM","Fri Jun 22 23:53:48 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/876388850/1412165816","Fri Oct 12 20:42:19 +0000 2012","",,,,,,,,,,,"0","440","41","1231","false","876388850","false","false","false","","142","Daredevil",,"false","https://pbs.twimg.com/profile_images/1013929679726706688/QuPBwoif_normal.jpg","","1107","https://twitter.com/daredevil_john","user","https://x.com/daredevil_john","daredevil_john","@SliLoKy @LadyThriller69 Of course you’d think that. Lord Trump can do no wrong... EXCEPT...not pay taxes, defraud most people he goes into business with, sleep with porn stars, lie incessantly, mob/Russia ties, promote racism, homophobia, be accused of sexual assault, under criminal investigation...","Fri Jun 22 23:52:45 +0000 2018"
