"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/longDescription/entities/0/fromIndex","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/__typename","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/legacy/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/rest_id","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/type","author/affiliatesHighlightedLabel/label/longDescription/entities/0/toIndex","author/affiliatesHighlightedLabel/label/longDescription/text","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/883325869615349760/1534855259","Fri Jul 07 14:04:33 +0000 2017","MLS, retired academic librarian. Champion of information literacy. Supporter of the arts, actor. Concerned about our country's veer toward autocracy.",,,,,,,,,,,,,,,,"0","107208","1376","2720","true","883325869615349760","false","false","false","","116","Deborah Sharp ☀️",,"false","https://pbs.twimg.com/profile_images/910840584595755013/rE_tJN_J_normal.jpg","","34209","https://twitter.com/SaneResponz","user","https://x.com/SaneResponz","SaneResponz",,"Trump uses 'no collusion' 7 times in a single Russia answer @CNNPolitics 
But how about money laundering or obstruction of justice? The investigation isn't over yet. #TrumpRussia https://t.co/TpyywXnFWz","Wed Jan 10 23:59:25 +0000 2018"
"https://pbs.twimg.com/semantic_core_img/1428827730364096519/4ZXpTBhS?format=png&name=orig","Automated","13","User","briefly_tldr","2217041202","briefly_tldr","TimelineRichTextMention","26","Automated by @briefly_tldr",,,,"AutomatedLabel","false","true","https://pbs.twimg.com/profile_banners/3413135063/1681964596","Mon Aug 10 17:23:30 +0000 2015","A World News community with less noise & more highlights
on @briefly_tldr. Follow for an invite to join our open beta!",,,,,,,,,,,"briefly.co/anchor/world_n…","https://briefly.co/anchor/world_news","0","23","https://t.co/S5FZ0BTdRn","0","31893","3513","4714","false","3413135063","false","false","false","Internet ","24","World News Briefly",,"false","https://pbs.twimg.com/profile_images/1263282542343524353/UJRgBqx5_normal.jpg","","66835","https://twitter.com/World_News_b","user","https://x.com/World_News_b","World_News_b",,"Fox News host immediately fact checks Trump's claim the Russia investigation ...
https://t.co/ThKIbTwOpN
+1 WorldBot #worldnews #news","Wed Jan 10 23:57:18 +0000 2018"
,,,,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/888741295459618816/1513435631","Sat Jul 22 12:43:31 +0000 2017","I can read.",,,,,,,,,,,,,,,,"0","263","7","3","false","888741295459618816","false","false","false","intelligent universe","336","Whamish",,"false","https://pbs.twimg.com/profile_images/942043432645742593/aW646S03_normal.jpg","","2098","https://twitter.com/Wham75694750","user","https://x.com/Wham75694750","Wham75694750",,"NewsWorldAmericasUS politics
Trump wants Republicans to take over Russia investigation because ‘the world is laughing at America

The Independant.","Wed Jan 10 23:56:53 +0000 2018"
,,,,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/441389311/1610589086","Tue Dec 20 01:45:39 +0000 2011","America's News, Now. Bringing you local news from @wearesinclair stations. Watch us daily on https://t.co/kt0QUZgvXp.","thenationaldesk.com","http://thenationaldesk.com","93","116","https://t.co/kt0QUZgvXp",,,,,,"thenationaldesk.com","https://thenationaldesk.com/","0","23","https://t.co/zDiQ0yVrZF","0","4004","74168","1702","true","441389311","true","false","false","United States","36412","The National Desk",,"false","https://pbs.twimg.com/profile_images/1349534551710683136/2QC3U9_4_normal.jpg","","83568","https://twitter.com/TND","user","https://x.com/TND","TND",,"Oklahoma @senatorlankford says publishing the transcript of the ""Trump dossier"" hurts his committee's investigation into ties between the Trump campaign and Russia.

By @kellanhowell https://t.co/BiSSVgxpm5","Wed Jan 10 23:56:30 +0000 2018"
,,,,,,,,,,,,,,"false","true",,"Fri Dec 08 05:38:20 +0000 2017","Attorney/Linguist/Lover of Music, Art, and Athletics.  Personal insults and rejection of factual information will terminate engagement.",,,,,,,,,,,,,,,,"0","1039","51","82","true","939006208844767232","false","false","false","Washington, DC","44","Conan Louis",,"false","https://pbs.twimg.com/profile_images/1000795327564341248/C_AhKQEH_normal.jpg","","2800","https://twitter.com/louis_conan","user","https://x.com/louis_conan","louis_conan",,"Russia investigation “a hoax,” Mr. President?  Two indictments and two guilty pleas.  “No collusion?”  Your son and other members of your campaign team had that meeting at Trump Tower. #stopthelies.","Wed Jan 10 23:54:40 +0000 2018"
,,,,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/3115711417/1469317063","Sun Mar 29 16:45:55 +0000 2015","Retired USMC",,,,,,,,,,,,,,,,"0","114304","1835","319","true","3115711417","false","false","false","Jacksonville,Florida","3495","Denise Lewis",,"false","https://pbs.twimg.com/profile_images/1597784064974622725/DdIq5WjT_normal.jpg","","63044","https://twitter.com/DeniseLMarineVa","user","https://x.com/DeniseLMarineVa","DeniseLMarineVa",,"This is from Fox News.  Even Fox is starting to check on the 45th.                             Fox News host immediately fact checks Trump’s claim the Russia investigation is a hoax: ‘It is not’ https://t.co/Ntf0g0VDeh","Wed Jan 10 23:52:47 +0000 2018"
,,,,,,,,,,,,,,"true","false","https://pbs.twimg.com/profile_banners/48045567/1508980670","Wed Jun 17 17:47:01 +0000 2009","Low frequency specialist",,,,,,,,,,,,,,,,"0","2531","123","378","false","48045567","false","false","false","Charlotte NC","195","Todd Donnelly",,"false","https://pbs.twimg.com/profile_images/923188401834221570/kBwuafT3_normal.jpg","","6235","https://twitter.com/FunkyLowNotes","user","https://x.com/FunkyLowNotes","FunkyLowNotes",,"@nytimes How about it being confirmed the dossier WAS used to get a FISA warrant to spy on Trump campaign? 3 separate sources have verified. Also remember the FBI admitted it wasnt verified. Russia Investigation going bye bye","Wed Jan 10 23:49:50 +0000 2018"
,,,,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/15012486/1616515622","Thu Jun 05 00:54:31 +0000 2008","Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",,,,,,,,,,,"CBSNews.com","http://CBSNews.com","0","23","https://t.co/WWGo4zp06H","0","377","8962946","619","true","15012486","true","false","false","New York, NY","197166","CBS News",,"false","https://pbs.twimg.com/profile_images/1617634745348661249/6YmPYpNd_normal.jpg","","427532","https://twitter.com/CBSNews","user","https://x.com/CBSNews","CBSNews","Business","@CBSNews Pres. Trump suggested there is not much chance he'll agree to be interviewed in the Russia investigation. @majorcbs has more. https://t.co/RO6iJfJH2S","Wed Jan 10 23:47:22 +0000 2018"
,,,,,,,,,,,,,,"false","true",,"Tue Mar 15 02:59:11 +0000 2016","Don Santana is a Publishing Director. He previously held positions at Viking and",,,,,,,,,,,"donmsantana.blogspot.com","http://donmsantana.blogspot.com","0","23","https://t.co/KbA6GBuMNg","0","0","30","40","false","709574636107735040","false","false","false","Santa Monica, CA","22808","Don Santana",,"false","https://pbs.twimg.com/profile_images/709575368563294208/zePNCgI6_normal.jpg","","39120","https://twitter.com/donmsantana","user","https://x.com/donmsantana","donmsantana",,"Trump wants Republicans to ""take control"" in Russia investigation https://t.co/5RDTIDvVuv","Wed Jan 10 23:46:09 +0000 2018"
,,,,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/2865763619/1419632688","Fri Nov 07 15:21:02 +0000 2014","@paulhaider74.bsky.social  🦋 Hiding on the backstreets as a democratic socialist/expatriate. Trump and Musk suck Satan’s dick!!!😈🤡🚨@paulhaider74.bsky.social",,,,,,,,,,,"paulhaider74.bsky.social","http://paulhaider74.bsky.social","0","23","https://t.co/3nwgkCrBfB","0","1043410","7431","2385","true","2865763619","false","false","false","Weybridge, England 🇬🇧🎸🎷🦋","32261","Paul Campbell Haider🌹",,"false","https://pbs.twimg.com/profile_images/746611313384660992/kEus8cCe_normal.jpg","","606334","https://twitter.com/Paulhaider74","user","https://x.com/Paulhaider74","Paulhaider74",,"Trump says GOP should 'finally take control' of Russia investigation(In other words, Comrade Agent Orange Clown wants justice to be denied like Tricky Dick with Watergate in 1973; Nonsense Pence will grant an absolute pardon like Ford in 1974)https://t.co/IEhhi7hdof via @politico","Wed Jan 10 23:45:30 +0000 2018"
