"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/1446932149148344320/1633824260","Sat Oct 09 20:14:52 +0000 2021","Official #ClownWorld ™ 🤡 #NoCaptionNeeded ** DM us for removals/credit",,,,,,,,,,,"clownworldstore.com","http://clownworldstore.com","0","23","https://t.co/VJQg8zfrEF","0","18884","2900403","818","true","1446932149148344320","true","false","false","DM Submissions 📧 ","10365","Clown World ™ 🤡",,"false","https://pbs.twimg.com/profile_images/1745226669265387520/IpzybWn9_normal.jpg","","17231","https://twitter.com/ClownWorld_","user","https://x.com/ClownWorld_","ClownWorld_",,"This was CNN’s projection for the 2024 U.S. presidential election 👇🤣 https://t.co/6sLQfHg97N","Tue Nov 19 17:26:37 +0000 2024"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/466519303/1677517955","Tue Jan 17 14:05:56 +0000 2012","@TheNation. @CapTimes. @freepress. @theprogressive. Tom Paine. Quaker. Latest book (w/Sen. Bernie Sanders): NYT bestseller It’s OK to be Angry About Capitalism.",,,,,,,,,,,"thenation.com/next-left/","https://www.thenation.com/next-left/","0","23","https://t.co/vbWBq1Y9pE","0","8660","90752","764","true","466519303","false","false","false","Wisconsin, USA","11245","John Nichols",,"false","https://pbs.twimg.com/profile_images/1702765644624560129/RsvIeG-__normal.jpg","","61354","https://twitter.com/NicholsUprising","user","https://x.com/NicholsUprising","NicholsUprising",,"Which candidate won the majority of votes cast in the 2024 presidential election? Neither.

The popular vote count is ongoing. Current percentages are:

Trump 49.94

Harris 48.26

Trump has steadily ticked down as votes are counted. Harris has ticked up.

https://t.co/oabWm4TTNG","Tue Nov 19 16:11:05 +0000 2024"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1457521437263253508/1726336520","Mon Nov 08 01:33:04 +0000 2021","Working hard to build A Better Illinois.",,,,,,,,,,,"drdavenayak.com","https://drdavenayak.com","0","23","https://t.co/KpLIYIurRb","0","581","1375","0","false","1457521437263253508","true","false","false","Illinois, USA","480","Dr. Dave Nayak","1858877430515044536","false","https://pbs.twimg.com/profile_images/1670177221577699330/_axQjQ8X_normal.jpg","","763","https://twitter.com/drdavenayak","user","https://x.com/drdavenayak","drdavenayak",,"My Op-Ed in today’s @chicagotribune. 

@GovPritzker has learned nothing from the 2024 Presidential Election’s wake up call. 

Read full piece here: https://t.co/qSmfg6O18H","Tue Nov 19 14:18:10 +0000 2024"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/20280088/1655332172","Fri Feb 06 22:54:40 +0000 2009","CBS News Congressional Correspondent -- Syracuse Univ Alum -- 90's R&B superfan",,,,,,,,,,,"cbsnews.com/team/scott-mac…","https://www.cbsnews.com/team/scott-macfarlane/","0","23","https://t.co/eMw8y9wGwq","0","39350","339313","846","true","20280088","true","false","false","Washington, D.C.","15251","Scott MacFarlane",,"false","https://pbs.twimg.com/profile_images/1546136612295303168/stWlDw4T_normal.jpg","","67754","https://twitter.com/MacFarlaneNews","user","https://x.com/MacFarlaneNews","MacFarlaneNews",,"Seeing this phrasing in more court filings

From Jan 6 defendant:

""On Nov 5, 2024, Donald Trump won the presidential election in a landslide. By all accounts, the election was free of fraud or “rigging.”  Consequently on Jan 20, 2025 power will be peacefully transferred to him""","Tue Nov 19 11:50:00 +0000 2024"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/3026140439/1714388711","Mon Feb 09 07:49:20 +0000 2015","#Zimbabwe's former Minister of Higher & Tertiary Education, Science & Technology Development. ""The unexamined life is not worth living"" ~ Socrates",,,,,,,,,,,"profjnmoyo.com","https://profjnmoyo.com","0","23","https://t.co/GbKVaYSruw","0","58830","990546","349","true","3026140439","true","false","false","#Tsholotsho","9913","Prof Jonathan Moyo","1784997923043844561","false","https://pbs.twimg.com/profile_images/1784901690669285376/z7EP3c00_normal.jpg","","61237","https://twitter.com/ProfJNMoyo","user","https://x.com/ProfJNMoyo","ProfJNMoyo",,"Dr Nkosazana Dlamini-Zuma (@MYANC) - a respected Pan Africanist - on the stump for Cde Netumbo Nandi-Ndaitwah, Vice President of SWAPO and the Republic of Namibia, who is SWAPO's Presidential Candidate for the general election on 27 November 2024. Viva Swapo #NamibiaVotes2024 https://t.co/OUd1im3IlZ","Tue Nov 19 10:50:35 +0000 2024"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/20545835/1621263045","Tue Feb 10 21:04:49 +0000 2009","Real News for Real People. 

Watch NEWSMAX, an independent news network with a conservative perspective, available in 100M+ U.S. homes: https://t.co/rs8XZDalW3","nws.mx/tv","http://nws.mx/tv","136","159","https://t.co/rs8XZDalW3",,,,,,"newsmax.com","http://www.newsmax.com","0","23","https://t.co/mEKjDDH0HC","0","6736","3138441","758","true","20545835","true","false","false","United States","61750","NEWSMAX",,"false","https://pbs.twimg.com/profile_images/1394735604269817857/AXKKo6XT_normal.jpg","","221044","https://twitter.com/NEWSMAX","user","https://x.com/NEWSMAX","NEWSMAX","Business","Actor Eva Longoria said her decision to leave the U.S. was not because of the outcome of the 2024 presidential election, as was widely reported. https://t.co/4iGRib2oCL","Tue Nov 19 09:00:13 +0000 2024"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1954955107/1578046350","Fri Oct 11 19:36:10 +0000 2013","The Official twitter account of Somali National Television (SNTV) https://t.co/Vknq8IoIPB","t.me/sntvnews","http://t.me/sntvnews","66","89","https://t.co/Vknq8IoIPB",,,,,,"sntv.so","http://www.sntv.so","0","23","https://t.co/U89OlyzArL","0","443","251543","2","true","1954955107","true","false","false","Somalia","32239","SNTV News","1858918992762556925","false","https://pbs.twimg.com/profile_images/1174362343171661824/OttLFL9P_normal.png","","34412","https://twitter.com/sntvnews1","user","https://x.com/sntvnews1","sntvnews1",,"The electoral commission of the country’s northern province (#Somaliland) has announced that @Abdirahmanirro won the region’s Presidential Election held on 13 November 2024. https://t.co/7qwUH7tTqi","Tue Nov 19 07:49:24 +0000 2024"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/807095/1584666392","Fri Mar 02 20:41:42 +0000 2007","News tips? Share them here: https://t.co/ghL9OoYKMM","nyti.ms/2FVHq9v","http://nyti.ms/2FVHq9v","28","51","https://t.co/ghL9OoYKMM",,,,,,"nytimes.com","http://www.nytimes.com/","0","22","http://t.co/ahvuWqicF9","0","18565","55217048","864","true","807095","true","false","false","New York City","72257","The New York Times",,"false","https://pbs.twimg.com/profile_images/1098244578472280064/gjkVMelR_normal.png","","556062","https://twitter.com/nytimes","user","https://x.com/nytimes","nytimes",,"President-elect Donald Trump has mused more than once that he might like to run for re-election again in 2028 and seek a third term. The Constitution's 22nd Amendment does not allow it. Here’s why. https://t.co/fPGwms92Wb","Tue Nov 19 20:30:15 +0000 2024"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/1289527801/1696253082","Fri Mar 22 19:51:12 +0000 2013","Finance. Credit management |Top 100 unstoppable women shaping the world(2022)| Men shoes wholesale supply chain for 6 years|Official shoes- @ManlyManKenya",,,,,,,,,,,"manlymanafrica.com","http://manlymanafrica.com","0","23","https://t.co/ggYhUQO5N2","0","2754","121524","66","true","1289527801","true","false","false","","2178","Eve Maina","1706325430263836761","false","https://pbs.twimg.com/profile_images/1666417394309386241/V_VaEDdg_normal.jpg","","20846","https://twitter.com/evenmaina","user","https://x.com/evenmaina","evenmaina",,"Finally the Romanian court has admitted that the case against Andrew Tate and Tristan was made up and everything they were being accused of was fabricated.

100% a Trump re-election effect.

The left wing American sponsors behind it are now out of govt.

The world is healing.","Tue Nov 19 17:27:33 +0000 2024"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/435824969/1679425421","Tue Dec 13 13:48:45 +0000 2011","The Maine Wire is Maine's fastest growing news and investigative reporting outlet. Dedicated to your right to know. A project of @MainePolicy",,,,,,,,,,,"mainewire.carrd.co","https://mainewire.carrd.co/","0","23","https://t.co/qBuWfJKN0Z","0","760","26643","10664","true","435824969","true","false","false","Maine","5727","The Maine Wire","1861817591167086958","false","https://pbs.twimg.com/profile_images/1638257452117381120/26h58o6k_normal.jpg","","14512","https://twitter.com/TheMaineWire","user","https://x.com/TheMaineWire","TheMaineWire",,"Collins, Heading for Clash Over Trump Cabinet Picks, Says She’ll Seek 2026 Re-election

https://t.co/N15FfA82ta","Tue Nov 19 12:45:00 +0000 2024"
