"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"true","false","https://pbs.twimg.com/profile_banners/2502466327/1593442933","Sat May 17 20:31:40 +0000 2014","When I was 9, I started coding on a Mattel Aquarius computer. I developed several products in my 20s & 30s, and then in 2018, I launched Bot Sentinel.","spoutible.com/cbouzy","https://spoutible.com/cbouzy","0","23","https://t.co/6N61bo0j5r","0","111079","328757","5386","true","2502466327","true","false","false","United States","9556","Christopher Bouzy (spoutible.com/cbouzy)","1854284868563157218","false","https://pbs.twimg.com/profile_images/1804105472531742723/JGSKnjFh_normal.jpg","","48473","https://twitter.com/cbouzy","user","https://x.com/cbouzy","cbouzy","Don't forget Obama had expelled the Russians for meddling in our election, and Kushner was trying to setup back channels. That. Is. Treason.","Fri May 26 23:52:24 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/2173288309/1726003962","Mon Nov 04 04:09:25 +0000 2013","Geopolitics Editor & The Telegram columnist, co-host Drum Tower @TheEconomist.Ex-Beijing, Washington, London, Brussels, Washington, Beijing, Sydney.Panelist @1a","economist.com","http://www.economist.com","0","23","https://t.co/ZdrwAdHEma","0","1662","42592","857","false","2173288309","false","false","false","London","744","David Rennie",,"false","https://pbs.twimg.com/profile_images/1833923095029043200/j6rUFQ51_normal.jpg","","23208","https://twitter.com/DSORennie","user","https://x.com/DSORennie","DSORennie","For Rs who want Pres Pence post-election Russia skulduggery is relief, presumably. Cos pre-election meddling taints whole Trump-Pence ticket","Fri May 26 23:48:39 +0000 2017"
"false","true",,"Mon Aug 13 04:09:35 +0000 2012","",,,,,,"0","2","25","29","false","754391300","false","false","false","","13","GP Kun",,"false","https://pbs.twimg.com/profile_images/1230872461211770880/xq67zELs_normal.jpg","","5439","https://twitter.com/gpkun87","user","https://x.com/gpkun87","gpkun87","The Russia investigations: Congressional hearings on election meddling grind on https://t.co/ln1JcUuQIE via @TheEconomist","Fri May 26 23:39:02 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/493991883/1726230770","Thu Feb 16 12:07:29 +0000 2012","Some people of influence and power like it when regular folks are fired up by hatred because it distracts us from fairness and kindness
     -Gilbert Dillenbeck",,,,,,"0","19420","670","795","true","493991883","false","false","false","BFE, Ohio","4233","AyahuascaShaman",,"false","https://pbs.twimg.com/profile_images/1417916565312376832/izLijWK9_normal.jpg","","28411","https://twitter.com/bart_denijs","user","https://x.com/bart_denijs","bart_denijs","@senrobportman @DHSgov Interseting.  Are you calling for a full investigation into Russian meddling in last election?","Fri May 26 22:56:27 +0000 2017"
"true","true","https://pbs.twimg.com/profile_banners/726426151/1523226740","Mon Jul 30 16:52:26 +0000 2012","""It's easier to fool people than to convince them they've been fooled"" -Mark Twain.","itnshow.com","http://www.itnshow.com","0","23","https://t.co/vjr6PrGuyA","0","5780","682","307","true","726426151","true","false","false","NYC","526","In the News","1329123044363808773","false","https://pbs.twimg.com/profile_images/1409246219705126914/SDp_IivX_normal.jpg","","13353","https://twitter.com/itnshow","user","https://x.com/itnshow","itnshow","But here’s a question no one is asking nearly often enough? What price has Russia paid for meddling in our election?","Fri May 26 22:33:35 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/771106935848394752/1522527724","Wed Aug 31 22:06:34 +0000 2016","🚚Move Coordinator. 🙏God Family Country. ⭐USAF Vet. ☝Put America First. ✌Restore Constitution. 👌Protect Borders. 💪Patriots Unite. 🍻Cheers to Allies.",,,,,,"0","10166","879","775","false","771106935848394752","false","false","false","USA","931","Travis 🇺🇸","957268496286560256","false","https://pbs.twimg.com/profile_images/1347826090664857602/oHdpDpYZ_normal.jpg","","5955","https://twitter.com/tactical_luck","user","https://x.com/tactical_luck","tactical_luck","@CarolLo07254743 @ChiGeminorum @Thom2945 @USAA_help @shannonweston76 @seanhannity That was for our foreign friend Jarrod who can't seem to stop meddling in our election process. God bless ❤🇺🇸","Fri May 26 21:34:12 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/4035695955/1723332414","Sun Oct 25 02:09:41 +0000 2015","Wrote speeches for @BarackObama. Author of SAY IT WELL (HarperCollins2024). Adjunct Professor @AmericanU.","harpercollins.com/products/say-i…","https://www.harpercollins.com/products/say-it-well-terry-szuplat?variant=41376537083938","0","23","https://t.co/d7vhnf1KKE","0","201","2706","888","false","4035695955","false","false","false","","45","Terry Szuplat","1762507875610419511","false","https://pbs.twimg.com/profile_images/1822414344371486720/o4HM-gOT_normal.jpg","","448","https://twitter.com/TerrySzuplat","user","https://x.com/TerrySzuplat","TerrySzuplat","That look after the NATO summit when you realize your meddling in the US election totally paid off https://t.co/0HfLP7Nomj","Fri May 26 21:09:13 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/150774423/1450667549","Tue Jun 01 19:58:02 +0000 2010","Colombiano, economista, casado, dos maravillosas hijas,investigador, docente y consultor. Ni izquierda, ni derecha. Tampoco de centro! Diría que ecléctico!!",,,,,,"0","127698","1976","1507","true","150774423","false","false","false","Bogotá","826","EDUARDO AISAMAK","883168928922566656","false","https://pbs.twimg.com/profile_images/707639304613437440/fDZwxB_k_normal.jpg","","244657","https://twitter.com/eaisamak","user","https://x.com/eaisamak","eaisamak","The Russia investigations: Congressional hearings on election meddling grind on https://t.co/BkH1RVRx7c vía @TheEconomist","Fri May 26 21:05:06 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/279089944/1472705996","Fri Apr 08 15:25:51 +0000 2011","🚨READ•HELSINKI•TRANSCRIPT💜HeatherHeyer💜KHASHOGGI💙#MSDStrong💙 get the RACIST, TRAITOROUS, WHITE NATIONALIST SUPREMACIST OUT OF THE WHITE HOUSE #putinspuppet",,,,,,"0","146101","4945","2444","false","279089944","false","false","false","The Greatest Nation on Earth","9453","HiMaui🌺🇵🇷✨","1159730009889808384","false","https://pbs.twimg.com/profile_images/1057772691401334784/Cgxf5o-e_normal.jpg","","181261","https://twitter.com/HiMaui","user","https://x.com/HiMaui","HiMaui","Sounds illegal?

Allowed russia into election &amp; USED ACTIVE MEASURES AGAINST DEMOCRACY- thats collusive AF!

Beyond meddling https://t.co/f20NKXSBlF","Fri May 26 20:53:58 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/3007318560/1499292026","Mon Feb 02 01:19:50 +0000 2015","Ben Neki",,,,,,"0","4","60","153","false","3007318560","false","false","false","New Zealand","236","BenN",,"false","https://pbs.twimg.com/profile_images/877382975767183361/X5CSVidd_normal.jpg","","4495","https://twitter.com/ben6515n","user","https://x.com/ben6515n","ben6515n","Irrefutable Proof: Russian Election Meddling Documented! https://t.co/Gm6pRtfH5L","Fri May 26 20:48:59 +0000 2017"
