"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/longDescription/entities/0/fromIndex","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/__typename","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/legacy/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/rest_id","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/type","author/affiliatesHighlightedLabel/label/longDescription/entities/0/toIndex","author/affiliatesHighlightedLabel/label/longDescription/text","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1596829382/1615234023","Mon Jul 15 21:45:17 +0000 2013","Zyite is an electronics and Powered transport retailer.",,,,,,,,,,,"zyite.news","https://zyite.news","0","23","https://t.co/jboMJxhLC5","0","32","3400","4691","false","1596829382","false","false","false","http://www.zyite.com/","968000","Zyite",,"false","https://pbs.twimg.com/profile_images/1254426764144553985/vbZXp86B_normal.jpg","","2016944","https://twitter.com/ZyiteGadgets","user","https://x.com/ZyiteGadgets","ZyiteGadgets","Putin: US Citizens Misled by Information on Alleged Russian Meddling in Election https://t.co/CK1lXdq1jT","Sun Jun 04 23:46:05 +0000 2017"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/635046419/1444658333","Sat Jul 14 02:45:39 +0000 2012","Crafted with Love. Scaling germs of ideas & crafting the future. Inquiry? Email: contact (-at-) orangejunction (-dot-) com",,,,,,,,,,,"orangejunction.com","http://www.orangejunction.com","0","23","https://t.co/klJXje7dIe","0","37","451","44","false","635046419","false","false","false","","11339","Orange Junction",,"false","https://pbs.twimg.com/profile_images/616807027860332544/AePoxK6g_normal.jpg","","32672","https://twitter.com/orange_junction","user","https://x.com/orange_junction","orange_junction","Putin Now Argues Russia Could've Been Framed For Election Meddling By The CIA https://t.co/hlG7zsR3yB","Sun Jun 04 23:38:06 +0000 2017"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/800807883457773569/1494090221","Mon Nov 21 21:07:32 +0000 2016","Committed to disseminating news and resources for all US citizens to stay informed on current government and political events and have a positive impact #Resist",,,,,,,,,,,"twiends.com/citzensinformed","http://twiends.com/citzensinformed","0","23","https://t.co/4TSqpWaQKf","0","8397","3444","3734","false","800807883457773569","false","false","false","","45","Citizens Informed",,"false","https://pbs.twimg.com/profile_images/860899016267014144/fjHrJiDL_normal.jpg","","9936","https://twitter.com/citzensinformed","user","https://x.com/citzensinformed","citzensinformed","Susan Rice on Putin's denials of election meddling: 'Frankly, he's lying' https://t.co/a9zkP4EfCO

#Resist #TrumpRussia","Sun Jun 04 23:35:01 +0000 2017"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/15936294/1715167944","Thu Aug 21 20:16:22 +0000 2008","Medico turned (bio)informatician, trying to map genome to meta/proteॐ either as human or as BOT. RTs are NOT endorsement! Ramanujan, #Gita is the inspiration 🙏",,,,,,,,,,,"fuzzylife.org","http://fuzzylife.org","0","23","https://t.co/RD9f4yLZtR","0","11213","1839","1368","true","15936294","false","false","false","Trondheim, Norway","4597","fuzzyLife",,"false","https://pbs.twimg.com/profile_images/1788169959043911680/Y-7IMqjz_normal.jpg","","989765","https://twitter.com/animesh1977","user","https://x.com/animesh1977","animesh1977","Putin Now Argues Russia Could've Been Framed For Election Meddling By The CIA https://t.co/MlDcs7ZIdR","Sun Jun 04 23:27:29 +0000 2017"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/159978455/1675998794","Sat Jun 26 21:16:45 +0000 2010","Compelled speech, last time I checked, that's not freedom. Rejecting sanitized life for raw truth and unapologetic laughter.",,,,,,,,,,,,,,,,"0","859","382","178","false","159978455","true","false","false","Ontario","7275","Oscar Ferreira","1781102099591217363","false","https://pbs.twimg.com/profile_images/1702801104705122304/VK8l1Cnw_normal.jpg","","9722","https://twitter.com/oscarMDferreira","user","https://x.com/oscarMDferreira","oscarMDferreira","Putin Now Argues Russia Could've Been Framed For Election Meddling By The CIA https://t.co/B2RrFJdGiB via @SiNGLEGADGET #technology","Sun Jun 04 23:26:34 +0000 2017"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/67972546/1600256851","Sat Aug 22 20:14:39 +0000 2009","Acompanhe no TopGyn Notícias as últimas nacionais e Internacionais. Informações de todos os governos Estaduais, Justiça, Economia, Esporte e Muito mais...",,,,,,,,,,,"topgyn.com.br","https://www.topgyn.com.br","0","23","https://t.co/rOubJvqLAU","0","7","33922","107165","false","67972546","false","false","false","Brasil - Goiânia","536625","TopGyn Notícias / O Especialista",,"false","https://pbs.twimg.com/profile_images/1315411401658314752/yPN9cEIi_normal.jpg","","848031","https://twitter.com/portaltopgyn","user","https://x.com/portaltopgyn","portaltopgyn","Putin: US Citizens Misled by Information on Alleged Russian Meddling in Election - https://t.co/HiBgLwe4fV https://t.co/Ugc7hbWNJI","Sun Jun 04 23:24:23 +0000 2017"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/166530562/1595659203","Wed Jul 14 11:24:41 +0000 2010","EIN Presswire is Everyone's Internet News Presswire™. We make issuing and distributing press releases easy and affordable.",,,,,,,,,,,"einpresswire.com","https://www.einpresswire.com/","0","23","https://t.co/44nSzkPk8p","0","0","2899","9","false","166530562","false","false","false","Washington, D.C.","0","EIN Presswire: Russia Newswire",,"false","https://pbs.twimg.com/profile_images/1286914085209219072/aZNzkAar_normal.jpg","","178385","https://twitter.com/EINRussiaNews","user","https://x.com/EINRussiaNews","EINRussiaNews","#Putin Now Argues #Russia Could’ve Been Framed For Election Meddling By The CIA https://t.co/3JbwcTd9Oq","Sun Jun 04 23:20:11 +0000 2017"
,,,,,,,,,,,"false","false",,"Fri Jul 05 00:09:35 +0000 2013","Inter-Continental Consulting Group provides assistance in developing and implementing cost-effective business solutions to its clients.",,,,,,,,,,,"intccgroup.com","http://www.intccgroup.com","0","22","http://t.co/AuVdzWiYDF","0","0","62","30","false","1569318696","false","false","false","Minneapolis, MN","0","InterContinental Grp",,"false","https://pbs.twimg.com/profile_images/378800000256642300/03cc26b2d0f8ba573d9f02bc916c2102_normal.jpeg","","45322","https://twitter.com/intccgroup","user","https://x.com/intccgroup","intccgroup","Putin Now Argues Russia Could've Been Framed For Election Meddling By The CIA https://t.co/HmEUXG4sM3","Sun Jun 04 23:16:27 +0000 2017"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/1179710990/1690587258","Thu Feb 14 16:39:18 +0000 2013","you know why.

@OccuWorld@syzito.xyz",,,,,,,,,,,"syzito.xyz/@OccuWorld","https://syzito.xyz/@OccuWorld","0","23","https://t.co/DkBEVA1wmy","0","39796","8991","1916","true","1179710990","false","false","false","Earth","387320","OccuWorld 🏴","1675448591152734210","false","https://pbs.twimg.com/profile_images/1684571679467651073/JTQjBuTA_normal.jpg","","3675124","https://twitter.com/OccuWorld","user","https://x.com/OccuWorld","OccuWorld","Putin Now Argues Russia Could’ve Been Framed For Election Meddling By The CIA https://t.co/Kj0HbuyruQ","Sun Jun 04 23:10:25 +0000 2017"
,,,,,,,,,,,"true","false","https://pbs.twimg.com/profile_banners/15351479/1653895952","Tue Jul 08 09:21:38 +0000 2008","what you see is stripped from context. that is key.
 -- 
husband of none.
father of six.
polygynist.
contrarian.
mgtow.
 -- backup @eindspel",,,,,,,,,,,,,,,,"0","24074","4101","1242","true","15351479","true","false","false","GOUDA, Netherlands","5430","leon1969","1625748075464499200","false","https://pbs.twimg.com/profile_images/1531176710863044608/NpxHPzSI_normal.jpg","","57807","https://twitter.com/Leon1969","user","https://x.com/Leon1969","Leon1969","Putin Now Argues Russia Could've Been Framed For Election Meddling By The CIA https://t.co/OsAJDI2uTP","Sun Jun 04 23:06:08 +0000 2017"
,,,,,,,,,,,"false","true",,"Sun Apr 22 04:26:23 +0000 2012","",,,,,,,,,,,,,,,,"0","0","64","29","false","560053964","false","false","false","","0","zack Merles",,"false","https://pbs.twimg.com/profile_images/2155229200/zackmerles_normal.jpg","","42968","https://twitter.com/zackMerles","user","https://x.com/zackMerles","zackMerles","Putin Now Argues Russia Could've Been Framed For Election Meddling By The CIA https://t.co/1SCAsv2YNr","Sun Jun 04 23:01:56 +0000 2017"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/2303652506/1732471977","Tue Jan 21 20:12:54 +0000 2014","In the end, was it meaningful?",,,,,,,,,,,,,,,,"0","463","916","479","true","2303652506","false","false","false","","78174","Daily Sherlock Ⓜ️ 🇬🇭 🇺🇸",,"false","https://pbs.twimg.com/profile_images/1861805292717068288/ViO8c1b2_normal.jpg","","302178","https://twitter.com/dailysherlock0","user","https://x.com/dailysherlock0","dailysherlock0","Putin Denies Involvement in U.S. Election Meddling. #TheLead #Putin #Russia https://t.co/PBoGhuIDgt https://t.co/G3DaT4NaWQ","Sun Jun 04 22:59:22 +0000 2017"
,,,,,,,,,,,"false","true",,"Mon Jun 15 13:22:52 +0000 2009","Junk Food for Tech News Addicts",,,,,,,,,,,"feedjunkie.com","http://feedjunkie.com/","0","22","http://t.co/z5jRsZHSRr","0","0","1815","29","false","47332651","false","false","false","World","10","Feedjunkie",,"false","https://pbs.twimg.com/profile_images/1860624684/Feeds_normal.png","","1057604","https://twitter.com/Feedjunkie","user","https://x.com/Feedjunkie","Feedjunkie","Putin Now Argues Russia Could've Been Framed For Election Meddling By The CIA: In a news… https://t.co/rvjWkcQpqv","Sun Jun 04 22:57:15 +0000 2017"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/89829260/1551814895","Sat Nov 14 00:11:44 +0000 2009","Tech Knowledge and News",,,,,,,,,,,"techknowledgeit.com","http://www.techknowledgeit.com","0","22","http://t.co/kXITsT3KOH","0","3","1333","4","false","89829260","false","false","false","An alternate cyberdimension","797","TechKnowledgeIt.com",,"false","https://pbs.twimg.com/profile_images/2480876430/3emlyrrguz26ip8yk4mc_normal.jpeg","","631411","https://twitter.com/TechKnowledgeIt","user","https://x.com/TechKnowledgeIt","TechKnowledgeIt","Putin Now Argues Russia Could've Been Framed For Election Meddling By The CIA: In a news magazine show premiering... https://t.co/wx2OVRvBVk","Sun Jun 04 22:46:14 +0000 2017"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/1454601/1353898670","Mon Mar 19 00:14:54 +0000 2007","Just a simple Geek from the 70's",,,,,,,,,,,"techsupport4me.ca","http://www.techsupport4me.ca","0","23","https://t.co/Yn6AbhdJ6h","0","289","465","1121","true","1454601","false","false","false","Hamilton, ON, Canada","67872","David Johnson","688929317653467137","false","https://pbs.twimg.com/profile_images/29261552/david-good_normal.jpg","","192528","https://twitter.com/ve3ofa","user","https://x.com/ve3ofa","ve3ofa","Putin Now Argues Russia Could've Been Framed For Election Meddling By The CIA https://t.co/UqeYtg94Wp","Sun Jun 04 22:45:06 +0000 2017"
,,,,,,,,,,,"false","true",,"Mon Feb 22 23:29:22 +0000 2010","",,,,,,,,,,,"smellhound.net","http://smellhound.net","0","22","http://t.co/jlaGPEVis7","0","0","164","1","false","116572011","false","false","false","PDX","0","Tim Yardley",,"false","https://pbs.twimg.com/profile_images/712490110/davellathegrimreaperpb9_normal.jpg","","175387","https://twitter.com/smellhound","user","https://x.com/smellhound","smellhound","New post: Putin Now Argues Russia Could've Been Framed For Election Meddling By The CIA https://t.co/rs8SF2IRqo","Sun Jun 04 22:45:04 +0000 2017"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/1050470983/1397005657","Mon Dec 31 14:36:45 +0000 2012","",,,,,,,,,,,,,,,,"0","17174","838","387","false","1050470983","false","false","false","","988","Jan Smits",,"false","https://pbs.twimg.com/profile_images/453700543693611008/LVfKrzi-_normal.jpeg","","874963","https://twitter.com/RHAF_HQ","user","https://x.com/RHAF_HQ","RHAF_HQ","Putin Now Argues Russia Could've Been Framed For Election Meddling By The CIA https://t.co/tl4rKxl7Mc","Sun Jun 04 22:43:12 +0000 2017"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/353412198/1477498350","Fri Aug 12 01:22:09 +0000 2011","",,,,,,,,,,,"unhingedgroup.wordpress.com","http://unhingedgroup.wordpress.com","0","23","https://t.co/cTJSdIHyTm","0","189","169","344","false","353412198","false","false","false","","83135","crazyarchitect.13",,"false","https://pbs.twimg.com/profile_images/1645907455275089921/-ov_IyNu_normal.jpg","","217161","https://twitter.com/crazyarchitect","user","https://x.com/crazyarchitect","crazyarchitect","Putin Now Argues Russia Could've Been Framed For Election Meddling By The CIA https://t.co/wNv5Tney2u https://t.co/pONDcmsEPi","Sun Jun 04 22:42:27 +0000 2017"
"https://pbs.twimg.com/semantic_core_img/1428827730364096519/4ZXpTBhS?format=png&name=orig","Automated","13","User","TDGentleman","1586578950360178688","TDGentleman","TimelineRichTextMention","25","Automated by @TDGentleman","AutomatedLabel","true","false","https://pbs.twimg.com/profile_banners/1704544057/1668212360","Tue Aug 27 12:01:50 +0000 2013","Follow me and stay updated with the latest technology news, tips and techniques. ‘techvedi’ means ‘tech platform’",,,,,,,,,,,,,,,,"0","47","1180","1021","false","1704544057","false","false","false","Melbourne, Victoria","2526","techvedi",,"false","https://pbs.twimg.com/profile_images/1586596045085036545/asQQ5-oJ_normal.jpg","","1012768","https://twitter.com/techvedi","user","https://x.com/techvedi","techvedi","Putin Now Argues Russia Could've Been Framed For Election Meddling By The CIA https://t.co/AsZ6GqSKOI","Sun Jun 04 22:39:35 +0000 2017"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/17675384/1422492153","Thu Nov 27 11:06:00 +0000 2008","Join personal conversations with personal viewpoints with new people to broaden your view that helps you find your #Innovation & #Creativity at an #IdeaCafe ;-)",,,,,,,,,,,"myinnovationspace.com/about","http://myinnovationspace.com/about","0","22","http://t.co/dbT5bevTUO","0","1","2529","1944","false","17675384","false","false","false","St Albans Herts UK","27","Idea Cafes In Action",,"false","https://pbs.twimg.com/profile_images/560595759750344706/FfHlGzbQ_normal.jpeg","","159618","https://twitter.com/BroadenMyView","user","https://x.com/BroadenMyView","BroadenMyView","Putin Now Argues Russia Could've Been Framed For Election Meddling By The CIA https://t.co/mAVJ2Xdp4f #business #marketing","Sun Jun 04 22:38:02 +0000 2017"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/858081246936653824/1536056443","Fri Apr 28 22:11:26 +0000 2017","***Please do not put me on any lists*** PLEASE!!

#Resist
#Revote2018
#FamilyReunification

***NO LISTS***

***NO TrueTwit***--security risk (look it up)
NO ADS",,,,,,,,,,,,,,,,"0","28214","739","2072","true","858081246936653824","false","false","false","","2499","ResistRevote🇺🇸🔥⚡☎#SaveTheChildren","1037211725647495168","false","https://pbs.twimg.com/profile_images/930609306818568192/xWN79xy9_normal.jpg","","68300","https://twitter.com/ResistRevote","user","https://x.com/ResistRevote","ResistRevote","@JuddLegum @Nastyoldboomer I wonder if Mueller could make interim appointees? Until investigation is complete, DJT &amp; admin are behind bars, and we have a #Revote2017 ?","Sun Jun 04 23:39:13 +0000 2017"
,,,,,,,,,,,"false","true",,"Wed Oct 07 13:16:55 +0000 2009","Follow at your own risk.",,,,,,,,,,,,,,,,"0","1330","374","0","false","80573793","false","false","false","","171","James Ard",,"false","https://pbs.twimg.com/profile_images/519496057/constitution_normal.jpg","","178714","https://twitter.com/JamesinSELA","user","https://x.com/JamesinSELA","JamesinSELA","@cspanwj I doubt Mueller thinks Flynn's scalp is worth so much that he drags the whole FBI clusterfuck investigation out into the public.","Sun Jun 04 23:36:53 +0000 2017"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/3309632292/1440193706","Sat Aug 08 13:26:27 +0000 2015","We are a 24/7 News Site",,,,,,,,,,,"onlineworldnewsnow.net/ownn-channel/","https://onlineworldnewsnow.net/ownn-channel/","0","23","https://t.co/eIzLkvGY0I","0","339","283","629","false","3309632292","false","false","false","Worldwide","825","OWNN","716411847096799233","false","https://pbs.twimg.com/profile_images/634843050770984960/WDTQK0R7_normal.png","","22472","https://twitter.com/GONNCHANNELS","user","https://x.com/GONNCHANNELS","GONNCHANNELS","Special counsel Mueller's investigation seems to be growing   https://t.co/iZYN2youPc","Sun Jun 04 23:35:39 +0000 2017"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/213582386/1509590122","Tue Nov 09 08:37:37 +0000 2010","OWNER: DETERMINED DEMOCRATS FIGHTING THE ORANGE P-O-S CLUB. CREATOR: Fight Against Fake News, Propagandist and Conspiracy Pushers",,,,,,,,,,,"facebook.com/FightFakeNews/","https://www.facebook.com/FightFakeNews/","0","23","https://t.co/e1UpCd5iX4","0","2915","103","641","false","213582386","false","false","false","Illinois, USA","489","🌊🌊 KATHY GERBER🌊🌊",,"false","https://pbs.twimg.com/profile_images/1013792648925237248/494acjJr_normal.jpg","","6112","https://twitter.com/GRANNYKATZ61","user","https://x.com/GRANNYKATZ61","GRANNYKATZ61","""Robert Mueller, the newly appointed special counsel in the investigation into Russian election interference, has... https://t.co/ZlV7dSwzu4","Sun Jun 04 23:30:06 +0000 2017"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/868900871224127489/1496203517","Sun May 28 18:44:45 +0000 2017","Constitutional conservative political discourse. Libertarian. Against leftist fascists, group think robots, & SJWs Support #2A #MAGA #ThreePercenter #NRA @potus",,,,,,,,,,,"americanpoliticsnow.wordpress.com","https://americanpoliticsnow.wordpress.com/","0","23","https://t.co/X39jSIxgdF","0","1265","284","565","false","868900871224127489","false","false","false","Texas, USA","107","AmericanPoliticsNow",,"false","https://pbs.twimg.com/profile_images/869766714124193792/H9Q1r7Ph_normal.jpg","","4136","https://twitter.com/AmPoliticsNow","user","https://x.com/AmPoliticsNow","AmPoliticsNow","@freedomlost1967 @ITMFA17 @bladelaww @gmah57 @SaysHummingbird @dumptrump33 Did I miss Mueller coming out and saying trump is the target of a criminal investigation?","Sun Jun 04 22:54:00 +0000 2017"
,,,,,,,,,,,"true","false","https://pbs.twimg.com/profile_banners/17104546/1730892658","Sat Nov 01 19:38:20 +0000 2008","Sleep-deprived, caffeine-dependent, truth-teller 🇦🇺 🇨🇦 🇺🇸 🇬🇧 🇳🇿 Watching the book of Revelations unfold IRT",,,,,,,,,,,,,,,,"0","457855","2344","1652","true","17104546","false","false","false","District of Columbia, USA","4670","ïńDÇĮä","871034189608570880","false","https://pbs.twimg.com/profile_images/1808634786136657920/yQSS82rE_normal.jpg","","82576","https://twitter.com/20indicia","user","https://x.com/20indicia","20indicia","@moms4trump2017 @akisstobldadrm @TyNordic @ydavey @NBCNightlyNews There isn't an investigation to comment on. Only investigations are the RICO w/ EDVA and the crim/counterintel with Mueller. #payattention😉","Sun Jun 04 22:30:41 +0000 2017"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/469721484/1567589926","Fri Jan 20 22:29:09 +0000 2012","Retired educator proud mother, grandmother and great grandmother.🇺🇸Resistance, ABSOLUTELY Please No DM’s",,,,,,,,,,,,,,,,"0","185624","7410","7746","false","469721484","false","false","false","USA","54","Karen MacDonald 🇺🇸 🌊BLUE TSUNAMI🌊🌊","1074313020510298114","false","https://pbs.twimg.com/profile_images/1169181882019450880/8ISM1BsG_normal.jpg","","213504","https://twitter.com/mshopemac","user","https://x.com/mshopemac","mshopemac","@politicalglutto @SusanLittlehal1 Mueller has put limits on his statement to protect his investigation. As he should have done.😉","Sun Jun 04 22:24:26 +0000 2017"
,,,,,,,,,,,"true","false",,"Sat May 02 19:01:41 +0000 2009","",,,,,,,,,,,,,,,,"0","221617","637","89","true","37258550","false","false","false","United States","2117","Corey",,"false","https://pbs.twimg.com/profile_images/1499434175388172289/vuxCoJ5A_normal.jpg","","42124","https://twitter.com/Thecolours","user","https://x.com/Thecolours","Thecolours","@NatashaBertrand @AlanDersh They can reject all they want but Comey isn't going to hurt Mueller's investigation.","Sun Jun 04 22:22:01 +0000 2017"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/1355218452/1606190460","Mon Apr 15 20:09:11 +0000 2013","Author. Satirist. Podcaster. Singer. Awesome. Modest. Boggle champion. Was a sexy George Costanza in a past life. 34 fewer felonies than Trump.",,,,,,,,,,,"amazon.com/stores/Craig-R…","https://www.amazon.com/stores/Craig-Rozniecki/author/B00JBQ95LO","0","23","https://t.co/OkCwr4vZrd","0","198837","126782","123433","false","1355218452","true","false","false","Columbus, OH","6559","Craig Rozniecki","1704702802730066171","false","https://pbs.twimg.com/profile_images/1331085380565741570/oB39itNU_normal.jpg","","155444","https://twitter.com/CraigRozniecki","user","https://x.com/CraigRozniecki","CraigRozniecki","""Mueller Investigation Already Expanding"" - https://t.co/nuZ4IJMKmp","Sun Jun 04 22:12:12 +0000 2017"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/1355218452/1606190460","Mon Apr 15 20:09:11 +0000 2013","Author. Satirist. Podcaster. Singer. Awesome. Modest. Boggle champion. Was a sexy George Costanza in a past life. 34 fewer felonies than Trump.",,,,,,,,,,,"amazon.com/stores/Craig-R…","https://www.amazon.com/stores/Craig-Rozniecki/author/B00JBQ95LO","0","23","https://t.co/OkCwr4vZrd","0","198837","126782","123433","false","1355218452","true","false","false","Columbus, OH","6559","Craig Rozniecki","1704702802730066171","false","https://pbs.twimg.com/profile_images/1331085380565741570/oB39itNU_normal.jpg","","155444","https://twitter.com/CraigRozniecki","user","https://x.com/CraigRozniecki","CraigRozniecki","""Mueller expands Russia probe to include criminal investigation of Manafort"" - https://t.co/EcLPElSDuo","Sun Jun 04 22:10:57 +0000 2017"
