"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/274338654/1486920887","Wed Mar 30 04:54:10 +0000 2011","I'm a moral conservative! not a republican. I am among the independent voters that doesn't get 100% representation from either side.","m.youtube.com/watch?v=rHKygF…","https://m.youtube.com/watch?v=rHKygFXDh1k","0","23","https://t.co/78KEHry1ov","0","2664","170","646","false","274338654","false","false","false","Strawberry Plains, TN","92","TEL","809279100410011648","false","https://pbs.twimg.com/profile_images/830832002865778688/Ww1bRtIx_normal.jpg","","6031","https://twitter.com/Seqouyahd","user","https://x.com/Seqouyahd","Seqouyahd","@realDonaldTrump Hey! I have an idea about the Russia investigation! Just fire Rosenstein, and Mueller like you did Comey.  Don't be afraid! Go ahead.","Fri Jun 16 23:59:57 +0000 2017"
"false","true",,"Fri Apr 08 08:04:47 +0000 2011","",,,,,,"0","4","74","100","true","278938245","false","false","false","","1493","Douglas Orben","1056949503578857474","false","https://pbs.twimg.com/profile_images/378800000334197731/fef627d65f74a2cc149f1621bfa075fa_normal.jpeg","","4000","https://twitter.com/ringoinnh200420","user","https://x.com/ringoinnh200420","ringoinnh200420","Newt Gingrich questions fairness of Mueller's investigation https://t.co/ObG6zp7xfc via @YouTube","Fri Jun 16 23:59:13 +0000 2017"
"false","true",,"Wed Apr 03 21:06:12 +0000 2013","",,,,,,"0","23","4","22","true","1325443639","false","false","false","","0","Stajack",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","4949","https://twitter.com/Stajanski","user","https://x.com/Stajanski","Stajanski","@JonEasley You cited everything except the obvious,..Mueller is friend and mentor to a principal in an investigation he's conducting. Nuts.","Fri Jun 16 23:58:57 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/121596062/1601484836","Wed Mar 10 00:38:41 +0000 2010","Vote early, vote easy. Miami Beach. @MBDemocrats","miamibeachdems.org","http://miamibeachdems.org","0","23","https://t.co/MqRw772G2V","0","49130","301","703","true","121596062","false","false","false","Miami Beach, FL","74","Steve Hawes",,"false","https://pbs.twimg.com/profile_images/1070221571514601472/5znUKSMo_normal.jpg","","6502","https://twitter.com/stevehawes1","user","https://x.com/stevehawes1","stevehawes1","Schiff calls for ""independent counsel law"" to protect Mueller investigation from interference by prez
https://t.co/TomPcfmaLp via @TPM","Fri Jun 16 23:58:00 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/798876878/1601945106","Sun Sep 02 19:15:04 +0000 2012","“Go to bed when you’re sleepy, get up when you’re not!
Conservative. Sovereign nation of family!",,,,,,"0","8688","789","1057","true","798876878","false","false","false","","504","T Pardi",,"false","https://pbs.twimg.com/profile_images/1835745705207750656/HjEV5cUA_normal.jpg","","91539","https://twitter.com/tpardiUSA","user","https://x.com/tpardiUSA","tpardiUSA","@JoeNBC will Mueller expand the investigation to include unmasking and leaks; that's the supposed start of Russian connection story! Corrupt","Fri Jun 16 23:57:49 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/1136422082/1526529040","Thu Jan 31 08:35:39 +0000 2013","mom,music = religion, art, architecture,MIB intern.economics/business, social justice, geopolitics, 🌎protection, sports, 🌊, truth.",,,,,,"0","25636","347","844","true","1136422082","false","false","false","MEX CITY,ARG, BZL, ENG, CA ","23","liv29",,"false","https://pbs.twimg.com/profile_images/996967107437907968/gJ8MGhBC_normal.jpg","","44056","https://twitter.com/liv29","user","https://x.com/liv29","liv29","@BethanyHerwegh @ThePlumLineGS @davidfrum Yes he can. He can become a witness in Mueller's investigation.","Fri Jun 16 23:57:48 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/621670573/1538198770","Fri Jun 29 07:29:38 +0000 2012","GOD Fearing Man married to a GOD Fearing woman. Thankful everyday for The Blessings of Our Great and Awesome GOD Yeshua Ha-Mashiach The Lord Jesus Christ.",,,,,,"0","30109","7137","5754","true","621670573","false","false","false","","13595","Brother Errol Smythe","1854117463677362209","false","https://pbs.twimg.com/profile_images/1045907463596363776/6MsjlFxt_normal.jpg","","169082","https://twitter.com/AtThyWord777","user","https://x.com/AtThyWord777","AtThyWord777","Robert Mueller Hires Hillary Clinton Donors On Special Counsel Team, Will There Be An Impartial Investigation? https://t.co/FR9idkffcL","Fri Jun 16 23:57:21 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/780404933942243329/1476852312","Mon Sep 26 13:53:30 +0000 2016","",,,,,,"0","2568","227","1328","false","780404933942243329","false","false","false","USA","57","Timothy Spohn","889533419788566528","false","https://pbs.twimg.com/profile_images/788601449102077952/rUUl7ZLl_normal.jpg","","1637","https://twitter.com/timronaldspohn","user","https://x.com/timronaldspohn","timronaldspohn","@ge2229617 @DailyCaller @Cindyg1948Cindy @newtgingrich Mueller/Comey conflict of interest prohibits ""criminal investigation or prosecution' according to ethics rules.  Impeachment is only goal.","Fri Jun 16 23:56:58 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/769878574052548608/1485183410","Sun Aug 28 12:45:30 +0000 2016","Love sports, passionate about politics, father of three wonderful sons..",,,,,,"0","59952","18407","20678","true","769878574052548608","false","false","false","Fall River, MA","109","Adelino Camara",,"false","https://pbs.twimg.com/profile_images/1125389100415102976/CS5WuFv__normal.jpg","","16525","https://twitter.com/ADIC33","user","https://x.com/ADIC33","ADIC33","Hey Mr. President @realDonaldTrump how does it feel to be under investigation. By Robert Mueller and some of the best lawyer's in the u.s. !","Fri Jun 16 23:54:08 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/847235523638841344/1504763907","Wed Mar 29 23:54:24 +0000 2017","Strict Constitutionalist, Fiscally and Socially Conservative
#MAGA",,,,,,"0","7892","73","220","false","847235523638841344","false","false","false","California, USA","25","David Betz 🇺🇸",,"false","https://pbs.twimg.com/profile_images/905671477256753152/sDZa893m_normal.jpg","","5107","https://twitter.com/TheCourierVNF","user","https://x.com/TheCourierVNF","TheCourierVNF","@annableigh @KMacMusic @realDonaldTrump @NBCNews If it was really legal evidence they would be citing it, and they probably are in the investigation by Mueller.","Fri Jun 16 23:52:41 +0000 2017"
