"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/21627728/1555209155","Mon Feb 23 03:33:17 +0000 2009","I am a political independent, free lance writer, retired union iron worker, and retired CWO4 USCGR.",,,,,,"0","2936","1736","1555","false","21627728","false","false","false","New York, NY","197","Steven J. Gulitti ⚔️🏴‍☠️⚔️",,"false","https://pbs.twimg.com/profile_images/875861984805363712/md7X8m1S_normal.jpg","","75713","https://twitter.com/SJGulitti","user","https://x.com/SJGulitti","SJGulitti","Trump Goes Into Hiding And Cancels Press Conference As Russia Investigation Gains Momentum via @politicususa https://t.co/LizXQtaLbg","Tue Dec 13 23:58:47 +0000 2016"
"true","true","https://pbs.twimg.com/profile_banners/487600344/1531085308","Thu Feb 09 14:55:09 +0000 2012","We bring breaking political news.","BipartisanReport.com","http://BipartisanReport.com","0","23","https://t.co/8rGXnwOypo","0","59237","130648","47142","true","487600344","false","false","false","Washington, DC","24057","Bipartisan Report",,"false","https://pbs.twimg.com/profile_images/762863803138662408/N3c5gIyD_normal.jpg","","64127","https://twitter.com/Bipartisanism","user","https://x.com/Bipartisanism","Bipartisanism","BREAKING: U.S. Senate Announces IMMEDIATE Trump/Russia Investigation, America Stunned https://t.co/wfBqhs1RK3 https://t.co/TY3SlV1x32","Tue Dec 13 23:51:16 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/3560117548/1513859294","Sat Sep 05 22:56:43 +0000 2015","Sarcastic Tree-hugging Mama Bear.
Advocate for our planet, healthcare, autism, & public educ. Oh & I❤️#StarWars, #TheGoodDoctor, @TGDsquad #FreddieHighmore 🍏❤️",,,,,,"0","78145","749","2326","true","3560117548","false","false","false","Ohio, USA","3168","beachdreamerwav","1049119447028572165","false","https://pbs.twimg.com/profile_images/901843907247566848/Xah7gNuD_normal.jpg","","40201","https://twitter.com/beachdreamerwav","user","https://x.com/beachdreamerwav","beachdreamerwav","Question..if the investigation shows without a doubt that Russia influenced our election for Trump...what recourse do we have?","Tue Dec 13 23:24:49 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/874731056/1614086359","Fri Oct 12 01:55:38 +0000 2012","Conservative (Fundamental) Christian, Proud American, Owner of Ambassador Promotions, print/marketing company, original cartoonist of Bob Ross publications.",,,,,,"0","1613","114","474","true","874731056","false","false","false","South Carolina, USA","102","AP Media",,"false","https://pbs.twimg.com/profile_images/880577528209059840/yLocF-H6_normal.jpg","","3413","https://twitter.com/AP_MediaSC","user","https://x.com/AP_MediaSC","AP_MediaSC","@NancyPelosi #NancyPelosi - you lie to say you would call for an independent investigation of Russia's ""election hacking"" if Trump lost.","Tue Dec 13 23:14:06 +0000 2016"
"true","false","https://pbs.twimg.com/profile_banners/620291951/1494345230","Wed Jun 27 19:53:34 +0000 2012","Dem * Writer * Strategist * Designer *",,,,,,"0","30134","7222","7638","true","620291951","false","false","false","Seattle, WA","144","I daydream of Arizona rolling hills and blue skies","838159920121815040","false","https://pbs.twimg.com/profile_images/1456026062643548160/Te_7UNu8_normal.jpg","","18168","https://twitter.com/KarenSavvyAdPro","user","https://x.com/KarenSavvyAdPro","KarenSavvyAdPro","I think 1 reason Trump picked Rex Tillerson is to bring out in open his ties w/ Russia, normalize it, blur lines,cuz of Russia investigation","Tue Dec 13 23:02:53 +0000 2016"
"true","true",,"Tue Oct 21 19:52:32 +0000 2008","Too many interests & too little time. Mostly I follow politics, as there is something ghoulishly compelling about train wrecks. I like cats & I read a lot.",,,,,,"0","10367","30035","31047","false","16892534","false","false","false","Somewhere in Y'all-land","528","Serpentine202",,"false","https://pbs.twimg.com/profile_images/263349699/serpentine_greenMA23516861-0001_normal.jpg","","279062","https://twitter.com/Serpentine202","user","https://x.com/Serpentine202","Serpentine202","Trump Goes Into Hiding And Cancels Press Conference As Russia Investigation Gains Momentum via @politicususa https://t.co/PEIhHM4nYx","Tue Dec 13 22:54:53 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/253157253/1576629634","Wed Feb 16 17:34:59 +0000 2011","",,,,,,"0","12133","166","855","true","253157253","false","false","false","","361","Mr. Sunshine","1834562848430731583","false","https://pbs.twimg.com/profile_images/1826217634028732417/bEEj17ao_normal.jpg","","10800","https://twitter.com/theNeutral00","user","https://x.com/theNeutral00","theNeutral00","Glad to see  @SenBobCorker support an investigation into #russianhacking and his general concern about Tillerson's ties to Russia.","Tue Dec 13 22:46:08 +0000 2016"
"false","true",,"Fri Oct 09 18:49:04 +0000 2015","",,,,,,"0","110","8","64","false","3911314953","false","false","false","","0","Jyl Southerland",,"false","https://pbs.twimg.com/profile_images/845358476171759618/kAjVd07g_normal.jpg","","552","https://twitter.com/SoutherlandJyl","user","https://x.com/SoutherlandJyl","SoutherlandJyl","That's great. I hope Trump's possible role is included in the hearing investigation. He did ask Russia to hack Hillary's deleted emails.","Tue Dec 13 22:36:00 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/1593253729/1374425654","Sun Jul 14 12:00:37 +0000 2013","Welcome to Latino and Black Progressive Liberalism (LAB ProLib) Page! Community. Politics. Education. Health. LGBT. Equality. Justice. Sports. Art. +More","facebook.com/LABPROLIB?ref=…","https://www.facebook.com/LABPROLIB?ref=hl","0","23","https://t.co/BQxZ2BKrF9","0","672","226","287","false","1593253729","false","false","false","United States","169","LAB ProLib",,"false","https://pbs.twimg.com/profile_images/679781284000874497/Pp3MG3Xb_normal.jpg","","26544","https://twitter.com/LABProLib","user","https://x.com/LABProLib","LABProLib","Trump Goes Into Hiding And Cancels Press Conference As Russia Investigation Gains Momentum
President-elect Donald... https://t.co/7Ju14hU6Tg","Tue Dec 13 22:35:02 +0000 2016"
"false","true",,"Fri Apr 16 16:57:37 +0000 2010","I tweet therefore I am.",,,,,,"0","29803","9935","10204","true","133793696","false","false","false","","9739","montag","1627736611340357653","false","https://pbs.twimg.com/profile_images/2172998794/images_normal.jpg","","746999","https://twitter.com/buffaloon","user","https://x.com/buffaloon","buffaloon","McConnel rebukes Trump on Russia, endorses hacking investigation https://t.co/WDlgV1gtFI via @AMERICAblog","Tue Dec 13 22:25:16 +0000 2016"
