"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
,,,,,,"false","false",,"Mon Nov 16 11:07:38 +0000 2015","",,,,,,,,,,,"0","22427","34","76","true","4201363102","false","false","false","","193","Gloria Hance",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","23588","https://twitter.com/gloria_hance","user","https://x.com/gloria_hance","gloria_hance","John McCain Angrily Stands Up To Donald Trump, Makes BIG Russia Investigation stmt (DETAILS) https://t.co/2O5KctBFIu via @Bipartisan Report","Wed Dec 28 23:46:18 +0000 2016"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/127254873/1642925083","Sun Mar 28 16:03:04 +0000 2010","Strategic Consultant, Events Management, Poet, Playwright, Author, Creativity Advisor, Farmer and Family Man. https://t.co/5uc4RoppVB","ipcentre.net","http://www.ipcentre.net","110","133","https://t.co/5uc4RoppVB","capital3limited.com","http://www.capital3limited.com","0","23","https://t.co/YnQQXClJcW","0","253","16364","17554","true","127254873","false","false","false","","717","Soba Davis","1565891640476278785","false","https://pbs.twimg.com/profile_images/1485161359205666819/bQY2hfFa_normal.jpg","","41321","https://twitter.com/C3Twitty","user","https://x.com/C3Twitty","C3Twitty","Republican Senators Tell Trump To Shove It, Announce MAJOR Russia Investigation (DETAILS) https://t.co/xAi0YM7DOD","Wed Dec 28 22:43:00 +0000 2016"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/348787267/1548905922","Fri Aug 05 00:36:27 +0000 2011","Old Hippie. Love ❤️ & Peace ✌️Sassy Mouth #ProChoice #IndictTrump #BidenHarris #Jan6 #Steelers #ProudShihTzuMom #FBR ❌DMs❌MAGA=BLOCK ❌Not here for dating=BLOCK",,,,,,,,,,,"0","165267","3720","4325","false","348787267","false","false","false","USA","637","JMS155 🇺🇸🇺🇸🇺🇸☮️✌️","1536494410581610498","false","https://pbs.twimg.com/profile_images/1569492115591143425/C3q-nniE_normal.jpg","","155464","https://twitter.com/JMS155","user","https://x.com/JMS155","JMS155","@POTUS @WhiteHouse to announce retaliation of Russia tomorrow. Stay tuned. Still need ind investigation on Trump https://t.co/945vAkOLTj","Wed Dec 28 22:19:37 +0000 2016"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/1549181269/1566240725","Wed Jun 26 21:40:31 +0000 2013","https://t.co/4vmuvgLFni . On the call Volunteer & vote. ❤️📚Go Bison. Chronic pain - spinal cord damage. Genealogy. DNA. #DemCast #DemVoice1","wholeplateway.bsky.social","http://wholeplateway.bsky.social","0","23","https://t.co/4vmuvgLFni","DemCastUSA.com","http://DemCastUSA.com","0","23","https://t.co/fJn3r4xCNt","0","478726","13861","13933","true","1549181269","false","false","false","","8149","Andrea 🇺🇸 🇬🇧 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇩🇪 🇸🇪🇺🇦","1825208532649795837","false","https://pbs.twimg.com/profile_images/1810377648042094592/4M_V4Y8-_normal.jpg","","206295","https://twitter.com/WholePlateWay","user","https://x.com/WholePlateWay","WholePlateWay","@boyndog Everything points to Russia. It's insane.
I'm tired of waiting for an investigation. trump, Comey &amp; McConnel need to be charged.","Wed Dec 28 22:17:52 +0000 2016"
,,,,,,"false","true",,"Fri Feb 27 23:59:32 +0000 2009","",,,,,,,,,,,"0","14","57","131","false","22208495","false","false","false","","594","Quoc Vo",,"false","https://pbs.twimg.com/profile_images/1609957671/image_normal.jpg","","55915","https://twitter.com/qv33773","user","https://x.com/qv33773","qv33773","Republican Senators Tell Trump To Shove It, Announce MAJOR Russia Investigation (DETAILS) https://t.co/2GdAMYMLnT","Wed Dec 28 21:51:07 +0000 2016"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/243836495/1503063136","Thu Jan 27 22:43:44 +0000 2011","I really am just curious in Brooklyn...Retweet may mean anything..",,,,,,,,,,,"0","30028","2820","3436","true","243836495","false","false","false","Brooklyn, NY USA","4724","I am a real human in Brooklyn","832676929127845888","false","https://pbs.twimg.com/profile_images/1687122717382696963/o2DYB7U4_normal.jpg","","323246","https://twitter.com/Brooklynwatch","user","https://x.com/Brooklynwatch","Brooklynwatch","What is Trump trying to distract us from now?
US retaliation against Russia for hacking in election?
Foundation?
Bibi's fraud investigation?","Wed Dec 28 20:54:04 +0000 2016"
,,,,,,"false","true",,"Mon Mar 07 21:06:45 +0000 2011","I am a retired educator with 35 years experience as a financial consultant, and additionally spent years as an Outward Bound and NOLS instructor.",,,,,,"bonefinancial.com","http://www.bonefinancial.com","0","23","https://t.co/9NfJXf3PAh","0","11","20","33","false","262331456","false","false","false","Raleigh, NC","61","Horace T Bone",,"false","https://pbs.twimg.com/profile_images/1794797325564497920/h6_Ao5Y7_normal.jpg","","5402","https://twitter.com/horace1940","user","https://x.com/horace1940","horace1940","John McCain Angrily Stands Up To Donald Trump, Makes BIG Russia Investigation Statement (DETAILS) https://t.co/UmWYz9Q5rG","Wed Dec 28 20:32:49 +0000 2016"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/4925831764/1593246451","Wed Feb 17 23:43:58 +0000 2016","Official site
 NYYankeesStore-
https://t.co/6fx30qgaSM","nyyankees.store","http://www.nyyankees.store","31","54","https://t.co/6fx30qgaSM","nyyankees.store","http://www.nyyankees.store","0","23","https://t.co/6fx30qgaSM","0","2506","109","350","true","4925831764","false","false","false","","123","NYYankeesStore","1208985012852445185","false","https://pbs.twimg.com/profile_images/1276795577666138113/sP0SnMXB_normal.jpg","","3285","https://twitter.com/nyyankeesstore","user","https://x.com/nyyankeesstore","nyyankeesstore","Republican+Senators+Tell+Trump+To+Shove+It,+Announce+MAJOR+Russia+Investigation+(DETAILS) https://t.co/Lrf1g4txJM via @Russializer","Wed Dec 28 20:16:18 +0000 2016"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/47498331/1731211447","Tue Jun 16 01:01:32 +0000 2009","Jesus/Shesus didn't care about $, fame, etc. S/He hated hypocrites/greedy pigs. S/He cared for poor/suffering/kids. Be like Jesus/Shesus! #StillWithHer #JBKH",,,,,,,,,,,"0","315869","5798","6451","true","47498331","false","false","false","LiveAndLetLive, BigBlueMarble","11236","Jesus H. Christ","1214525774058917888","false","https://pbs.twimg.com/profile_images/1558239791942090753/MtNFzfxt_normal.jpg","","187226","https://twitter.com/JConabicycle","user","https://x.com/JConabicycle","JConabicycle","GOP Senators Tell Trump To Shove It, Announce MAJOR Russia Investigation https://t.co/EoN4ompWqO Fuck you, Donald!","Wed Dec 28 20:13:28 +0000 2016"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/519728191/1652711303","Fri Mar 09 18:55:38 +0000 2012","https://t.co/7zIderj4y8 #Ω Blocked by @JerryFalwellJr @GenFlynn @AlanDersh @ScottBaio @RudyGiuliani @realDonaldTrump @MrsScottBaio","TheResistance.org","http://TheResistance.org","0","23","https://t.co/7zIderj4y8",,,,,,"0","2179","11341","7049","true","519728191","false","false","false","Right behind you ","33627","Jasper #Ω.",,"false","https://pbs.twimg.com/profile_images/1822800379781718016/R-aoWTTg_normal.jpg","","340470","https://twitter.com/JSavoly","user","https://x.com/JSavoly","JSavoly","Republican Senators Tell Trump To Shove It, Announce MAJOR Russia Investigation (DETAILS) #TwitterInCheif https://t.co/GDLdsrzovZ","Wed Dec 28 20:08:22 +0000 2016"
