"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/description/urls/3/display_url","author/entities/description/urls/3/expanded_url","author/entities/description/urls/3/indices/0","author/entities/description/urls/3/indices/1","author/entities/description/urls/3/url","author/entities/description/urls/4/display_url","author/entities/description/urls/4/expanded_url","author/entities/description/urls/4/indices/0","author/entities/description/urls/4/indices/1","author/entities/description/urls/4/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/824819827294486528/1599781536","Fri Jan 27 03:22:26 +0000 2017","Conservative, Constitutionalist, Christian, Gun in one hand and Bible in the other Patriot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","30529","546","1035","true","824819827294486528","false","false","false","   ","987","Phil Huneycutt",,"false","https://pbs.twimg.com/profile_images/830198478261407746/DOIhDOMd_normal.jpg","","32377","https://twitter.com/phil_huneycutt","user","https://x.com/phil_huneycutt","phil_huneycutt","Mueller shedding more attorneys in Russia investigation https://t.co/bYIKfLKfHe via @YahooNews","Tue Oct 02 23:59:57 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/3839/1636295224","Sat Aug 05 23:04:08 +0000 2006","OG blogger, podcaster, developed first apps in many categories. Old enough to know better. It's even worse than it appears.",,,,,,,,,,,,,,,,,,,,,,,,,,"scripting.com","http://scripting.com/","0","23","https://t.co/alwLFPBgDF","0","20139","65915","3699","true","3839","true","false","false","Woodstock, NY","5712","Dave Winer","1188137703495344129","false","https://pbs.twimg.com/profile_images/1398806004528263168/2SXipvrt_normal.jpg","","214233","https://twitter.com/davewiner","user","https://x.com/davewiner","davewiner","Mueller shedding more attorneys in Russia investigation. https://t.co/AdHSe6vV0X","Tue Oct 02 23:59:56 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/3174609447/1618718163","Fri Apr 17 01:45:40 +0000 2015","Educator: critical thinking matters. Love bicycling, hiking, poetry.  Master Gardener, literacy tutor, Forest Service volunteer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","82675","4779","5339","true","3174609447","false","false","false","Arizona","34","Peggy Aronowitz",,"false","https://pbs.twimg.com/profile_images/1380698424647938051/SL6LVKCG_normal.jpg","","69581","https://twitter.com/peggy_aronowitz","user","https://x.com/peggy_aronowitz","peggy_aronowitz","Mueller shedding more attorneys in Russia investigation - Democratic Underground https://t.co/GL3MijK8Wq via @demunderground","Tue Oct 02 23:59:51 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/25460715/1730928333","Fri Mar 20 04:34:37 +0000 2009","Free-lance Writer. Educated lover of the F-word. & Yes, I AM one of those GD bleeding heart liberals. Buy me a coffee or malbec at https://t.co/cX3x3SFB1U","bmc.link/MindyFischer","https://bmc.link/MindyFischer","131","154","https://t.co/cX3x3SFB1U",,,,,,,,,,,,,,,,,,,,,"bmc.link/MindyFischer","https://bmc.link/MindyFischer","0","23","https://t.co/cX3x3SFB1U","0","124677","18554","16835","true","25460715","false","false","false","Atlanta","842","Mindy Fischer Writer","1815795240852181009","false","https://pbs.twimg.com/profile_images/1530701652948307969/PXf5uTtD_normal.jpg","","33715","https://twitter.com/mindys4Biden","user","https://x.com/mindys4Biden","mindys4Biden","Signs that Mueller is wrapping up at least parts of his investigation. https://t.co/3ct2LYQUuV","Tue Oct 02 23:59:47 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/1090099826/1358198853","Mon Jan 14 20:38:48 +0000 2013","A political middle of the roader trying very hard not to steer too far to the left or right.",,,,,,,,,,,,,,,,,,,,,,,,,,"about.me/johannwagener","https://about.me/johannwagener","0","23","https://t.co/o5nnLRm57j","0","783","386","1384","false","1090099826","false","false","false","PALM SPRINGS, CA","277","Johann Wagener","1230299114581086208","false","https://pbs.twimg.com/profile_images/3109526901/15a857a3f37542f9a1b8189c2374aee4_normal.jpeg","","33294","https://twitter.com/IAMINKCOGNITO","user","https://x.com/IAMINKCOGNITO","IAMINKCOGNITO","My answer to Who is likely to be implicated in Robert Mueller's investigation into the 2016 U. S. Presidential election, beyond those who have already been publicly charged as of September 15, 2018? https://t.co/WmCT5d7bGd","Tue Oct 02 23:56:40 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/355336126/1532391421","Mon Aug 15 05:49:06 +0000 2011","#equality #fucktrump #wtfwisconsin #FuckScottWalker #empathy #truth #equalrights #justice #lies #immigration #logic #dignity #liberal #resist🌺",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","347","1686","745","false","355336126","false","false","false","Appleton Wisconsin","77","𝓢𝓽𝓮𝓹𝓱𝓪𝓷𝓲𝓮 🌷",,"false","https://pbs.twimg.com/profile_images/1021549775311855616/P4Iq5saX_normal.jpg","","82813","https://twitter.com/HotLiberalBitch","user","https://x.com/HotLiberalBitch","HotLiberalBitch","Two Justice Department prosecutors assigned to special counsel Robert Mueller's investigation into the Trump campaign's ties to Russia are leaving the office to return to previous postings. https://t.co/WDYygRH4l0","Tue Oct 02 23:56:14 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/713180918178058240/1628300146","Fri Mar 25 01:49:16 +0000 2016","📈trending news,business,politics,sports, style,health",,,,,,,,,,,,,,,,,,,,,,,,,,"theurbannewz.com","https://www.theurbannewz.com","0","23","https://t.co/dzYx13z9XC","0","5662","646","74","true","713180918178058240","true","false","false","world wide","436276","TheUrbanNewz","1658118434943561730","false","https://pbs.twimg.com/profile_images/1408315158947155971/S2QVFBME_normal.png","","528496","https://twitter.com/TheUrbanNewz","user","https://x.com/TheUrbanNewz","TheUrbanNewz","Robert Mueller's Russia investigation loses two prosecutors - Financial Times https://t.co/545vUIa7u2 https://t.co/6pfkD6lAQr","Tue Oct 02 23:55:43 +0000 2018"
"true","true",,"Sun Mar 26 20:41:46 +0000 2017","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","16905","39","100","false","846099882100363266","false","false","false","","2","Mike@MikeMmathias",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","10487","https://twitter.com/MikeSmathias","user","https://x.com/MikeSmathias","MikeSmathias","@FoxNews @GovMattBevin The Mueller Investigation is like the speaker system that is reconnected only after the last dance. It’s the or deurves","Tue Oct 02 23:54:09 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/341682889/1520732214","Sun Jul 24 19:47:39 +0000 2011","Born on Soto Street. I am not a global citizen because I am an American citizen. I only kneel for God. #USMC #1A #2A #IsupportIsrael",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","228846","5203","4451","true","341682889","true","false","false","United States","2942","🇺🇸 America First","1858894868933644488","false","https://pbs.twimg.com/profile_images/1730017908666060800/2cwW6Pqk_normal.jpg","","218442","https://twitter.com/Gunalizer","user","https://x.com/Gunalizer","Gunalizer","Wrapping up just in time for midterm elections: ""Two more prosecutors depart Mueller investigation"" https://t.co/ET7T9lcV6q #FoxNews","Tue Oct 02 23:54:03 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/2940031339/1544660088","Mon Dec 22 21:32:53 +0000 2014","AARTH POLITICS! https://t.co/z4fva2Y7Cz https://t.co/OrfY7bbA5N https://t.co/mFeA9ajUYO https://t.co/8TJ6uMkrDo : MUSIC: https://t.co/SWsnTz6WbH","HARJGTWO.COM","http://HARJGTWO.COM","16","39","https://t.co/z4fva2Y7Cz","HWOWORLD.COM","http://HWOWORLD.COM","40","63","https://t.co/OrfY7bbA5N","HWO.ZONE","http://HWO.ZONE","64","87","https://t.co/mFeA9ajUYO","HGOHD.COM","http://HGOHD.COM","88","111","https://t.co/8TJ6uMkrDo","youtube.com/@harjgtheonedba","https://www.youtube.com/@harjgtheonedba","121","144","https://t.co/SWsnTz6WbH","harjgtwo.com","http://www.harjgtwo.com","0","23","https://t.co/PHHTQ5J4Gc","0","10441","328","13","true","2940031339","false","false","false","AARTH","2211","HARJGTWO","1652211094667268098","false","https://pbs.twimg.com/profile_images/763225696088956928/ga1yRcpw_normal.jpg","","18711","https://twitter.com/HARJGTWO","user","https://x.com/HARJGTWO","HARJGTWO","""The departures are the latest indication that Mueller’s team is wrapping  up parts of the investigation and focusing its efforts on critical  remaining strands, including an active grand jury probe of longtime  Donald Trump associate Roger Stone."" #HGOHD @realDonaldTrump @BBC","Tue Oct 02 23:53:57 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/857041521140543488/1512686440","Wed Apr 26 01:19:56 +0000 2017","🇺🇸🇮🇹",,,,,,,,,,,,,,,,,,,,,,,,,,"RussianBot.com","http://RussianBot.com","0","23","https://t.co/LL1vN4vT6G","0","86906","874","1684","true","857041521140543488","false","false","false","Boston, MA","96","Pepe J Covfefe MAGA GARBAGE",,"false","https://pbs.twimg.com/profile_images/1848099174274723840/mcGePWOq_normal.jpg","","10425","https://twitter.com/UnwokeLefty","user","https://x.com/UnwokeLefty","UnwokeLefty","@brithume Yes, they suck, we know that. What are the Republicucks gonna do about it? Nothing! Let’s have a 7th FBI investigation! Let’s gets Mueller on it!","Tue Oct 02 23:52:47 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/243673632/1711027663","Thu Jan 27 15:30:52 +0000 2011","Official Twitter page of AARP Virginia state office. AARP has more than 1 million members in Virginia. Follows, mentions and retweets are not endorsements.",,,,,,,,,,,,,,,,,,,,,,,,,,"aarp.org/va","http://www.aarp.org/va","0","23","https://t.co/oor2xHHEWv","0","669","2905","2484","true","243673632","false","false","false","Richmond, VA","5247","AARP Virginia",,"false","https://pbs.twimg.com/profile_images/1333881028495151105/m_fBKCJc_normal.png","","12190","https://twitter.com/AARPVa","user","https://x.com/AARPVa","AARPVa",".@costareports asks @timkaine &amp; @CoreyStewartVA if the Mueller investigation should be protected in the U.S. Senate.  #PeoplesDebate2018  https://t.co/WzEjzOG7Vk","Tue Oct 02 23:51:53 +0000 2018"
"false","true",,"Sun Nov 23 18:13:29 +0000 2008","“Whether You Like It Or Not  You’re Gonna Hear From Me. A Dem. And A Life,Liberty And A Pursuit Of Happiness Patriot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","89249","2006","4881","false","17576077","false","false","false","Indiana","496","Jackhammer3853",,"false","https://pbs.twimg.com/profile_images/882821583181676544/3NlayQ1s_normal.jpg","","139707","https://twitter.com/jackhammer3853","user","https://x.com/jackhammer3853","jackhammer3853","@lisamurkowski I Implore You To Not Confirm.Brett Kavanaugh To The Supreme Court!! Brett Is A Partisan,Political Operative Who’s Main Purpose Is To Protect Donald J Trump From The Mueller Investigation an example(Gamble vs United States)
Redistricting,Thwart Voting Rights,ETC","Tue Oct 02 23:49:58 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/482126226/1537473833","Fri Feb 03 15:15:18 +0000 2012","Seeking truth in the wire
#RedWave #MAGA #KAG",,,,,,,,,,,,,,,,,,,,,,,,,,"sigiq.com","https://sigiq.com/","0","23","https://t.co/duwZwrE7RL","0","5205","150","488","false","482126226","false","false","false","Washington, D.C.","12","Signal IQ","1346589522851737610","false","https://pbs.twimg.com/profile_images/1041696520427462656/4biQWmIK_normal.jpg","","2776","https://twitter.com/sigiq","user","https://x.com/sigiq","sigiq","CURRENT STATE OF MUELLER INVESTIGATION #maga #sigint #sigiq #meme https://t.co/LHuCYTvVW5","Tue Oct 02 23:47:46 +0000 2018"
"false","true",,"Wed Mar 07 10:15:27 +0000 2007","An auto-generated summary of the stories that US political commentators are discussing online right now.
Not human-edited, unlike @Techmeme or @mediagazer.",,,,,,,,,,,,,,,,,,,,,,,,,,"memeorandum.com","http://memeorandum.com/","0","22","http://t.co/ENJ5G0TQjS","0","1","10174","4","false","817652","false","false","false","United States","343","memeorandum",,"false","https://pbs.twimg.com/profile_images/696565962309382144/pMo4sXjK_normal.png","","469088","https://twitter.com/memeorandum","user","https://x.com/memeorandum","memeorandum","Mueller shedding more attorneys in Russia investigation (Associated Press)

https://t.co/TrRIgScSse
https://t.co/9UcvzWmHfn","Tue Oct 02 23:46:24 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/3954807015/1731937638","Wed Oct 14 10:07:02 +0000 2015","Peace love and redwoods.
Shaker of hands with George Harrison 
      
     No lists please!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","186833","827","741","true","3954807015","false","false","false","California","1420","G",,"false","https://pbs.twimg.com/profile_images/1858345902437703680/TMw7liI6_normal.jpg","","117946","https://twitter.com/giancarloqui1","user","https://x.com/giancarloqui1","giancarloqui1","@NatashaNicoleP @kylegriffin1 They need Kavanaugh to save themselves from Mueller  prosecutions and possibly shut down the investigation.","Tue Oct 02 23:46:17 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/758454822622363652/1722441310","Thu Jul 28 00:11:35 +0000 2016","@larriandj.bsky.social
FB @funder, @glennkirschner2, @joncoopertweets, @Marcus4Georgia, @NancySinatra, @PalmerReport, @soledadobrien & @theJackHopkins 🚫MAGA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","555249","10036","8241","true","758454822622363652","false","false","false","World","1445","💙💛J. Larriand🇺🇦🌻 Stand with Ukraine🌎🆘️","815191991818551296","false","https://pbs.twimg.com/profile_images/1768732441307496448/cPwNnpnq_normal.jpg","","475886","https://twitter.com/larriandJ","user","https://x.com/larriandJ","larriandJ","Roger Stone built a 'dirty trickster' image. Now Robert Mueller might build a case on it.

- many hopes are directed towards Mueller and his investigation🙏🙏🤞🤞⏳

https://t.co/3aikPM8X0W","Tue Oct 02 23:46:03 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/1042405982926786560/1537576471","Wed Sep 19 13:32:08 +0000 2018","Old Cyborg Bot Drone...",,,,,,,,,,,,,,,,,,,,,,,,,,"mm.1und1.de/dereferrer?tar…","http://mm.1und1.de/dereferrer?target=aHR0cHM6Ly90d2VldHR1bm5lbC5jb20vR2FiYmVyczY0NDUyNzk3Cg==","0","23","https://t.co/aDl52DMzNO","0","143","7","20","false","1042405982926786560","false","false","false","","46","Gabbers",,"false","https://pbs.twimg.com/profile_images/1042407886390009856/5awYXO4h_normal.jpg","","335","https://twitter.com/Gabbers64452797","user","https://x.com/Gabbers64452797","Gabbers64452797","#Infowars - #Midterms #Meddling: How #Silicon_Valley Plans To Steal The #Election

#Hillary_Clinton has set the stage to #censor and silence #conservatives by #social_media 

https://t.co/FZHZTMLxX9
https://t.co/2ijRB3Xs84
https://t.co/CBw6ozkMCW","Tue Oct 02 23:55:26 +0000 2018"
"false","true",,"Tue May 06 00:33:21 +0000 2008","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","713","561","1388","false","14667128","false","false","false","United States","3299","Bobby",,"false","https://pbs.twimg.com/profile_images/1781490780/IMG_1592_normal.JPG","","88438","https://twitter.com/slowbob","user","https://x.com/slowbob","slowbob","Midterm Meddling: How Silicon Valley Plans To Steal The Election https://t.co/JfmgZF4uf2","Tue Oct 02 23:55:19 +0000 2018"
"false","true",,"Fri May 21 20:45:31 +0000 2010","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","7025","198","973","false","146587604","false","false","false","Canton, Ohio USA","1296","susankuntz",,"false","https://pbs.twimg.com/profile_images/3171666552/99622282345da438d8b4fb98db7c53db_normal.jpeg","","10403","https://twitter.com/suekuntz","user","https://x.com/suekuntz","suekuntz","Read this.                  Mitch McConnell Just Got Implicated In The Russia Election Meddling Scandal https://t.co/FpFT9xN5ci","Tue Oct 02 23:54:21 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/32300193/1586942166","Fri Apr 17 04:05:33 +0000 2009","TRUMP2024
Censored Christian Loves Jesus Christ, My Kids, My Country.
Crypto-Enthusiast but I am not a financial adviser.
Exposing The Satanic Demon-Rat Party!!",,,,,,,,,,,,,,,,,,,,,,,,,,"cantcensortruth.com","https://cantcensortruth.com/","0","23","https://t.co/0BVrVDTyQt","0","63009","4112","4391","true","32300193","false","false","false","Woodland Hills, Ca.","18295","WATCHMAN!! Kevin Roy🇺🇸🇺🇸 @kroy88","1522751423351451648","false","https://pbs.twimg.com/profile_images/1804779745831182336/4Ot1ChP0_normal.jpg","","126917","https://twitter.com/kroy88","user","https://x.com/kroy88","kroy88","Midterm Meddling: How Silicon Valley Plans To Steal The Election https://t.co/qhoGSfwsHa","Tue Oct 02 23:46:58 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/2379430261/1485295948","Sat Mar 08 23:05:10 +0000 2014","Watching - the death of the western world in real time!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","37524","2329","3549","true","2379430261","false","false","false","Burnaby, British Columbia","35252","Jimmy Mitchell",,"false","https://pbs.twimg.com/profile_images/1139351403493675009/CzW_C6nr_normal.png","","131762","https://twitter.com/vanjimbo","user","https://x.com/vanjimbo","vanjimbo","Midterm Meddling: How Silicon Valley Plans To Steal The Election https://t.co/6wEUtEPHlV","Tue Oct 02 23:46:14 +0000 2018"
